Round,EnergyConsumed,AvgResidualEnergy,TotalNetworkEnergy
124,0.0481187,0.405489,40.5489
125,0.074851,0.404741,40.4741
126,0.0986697,0.403754,40.3754
127,0.0786069,0.402968,40.2968
128,0.0619145,0.402349,40.2349
129,0.064485,0.401704,40.1704
130,0.0756378,0.400947,40.0947
131,0.0826796,0.400121,40.0121
132,0.0624038,0.399497,39.9497
133,0.063912,0.398857,39.8857
134,0.072365,0.398134,39.8134
135,0.0811042,0.397323,39.7323
136,0.0802929,0.39652,39.652
137,0.0933476,0.395586,39.5586
138,0.0876958,0.394709,39.4709
139,0.0962675,0.393747,39.3747
140,0.0742417,0.393004,39.3004
141,0.0548936,0.392455,39.2455
142,0.062442,0.391831,39.1831
143,0.101038,0.390821,39.0821
144,0.0841002,0.38998,38.998
145,0.0880979,0.389099,38.9099
146,0.0827955,0.388271,38.8271
147,0.0298137,0.387973,38.7973
148,0.0574497,0.387398,38.7398
149,0.075409,0.386644,38.6644
150,0.0730394,0.385914,38.5914
151,0.109778,0.384816,38.4816
152,0.0709033,0.384107,38.4107
153,0.0740632,0.383366,38.3366
154,0.0530467,0.382836,38.2836
155,0.0903794,0.381932,38.1932
156,0.0725875,0.381206,38.1206
157,0.0686016,0.38052,38.052
158,0.0741599,0.379778,37.9778
159,0.0916141,0.378862,37.8862
160,0.0839783,0.378022,37.8022
161,0.0632868,0.37739,37.739
162,0.0660931,0.376729,37.6729
163,0.06788,0.37605,37.605
164,0.0817386,0.375232,37.5232
165,0.105047,0.374182,37.4182
166,0.0919091,0.373263,37.3263
167,0.0490748,0.372772,37.2772
168,0.076653,0.372006,37.2006
169,0.0689184,0.371316,37.1316
170,0.0788388,0.370528,37.0528
171,0.0965458,0.369563,36.9563
172,0.0811706,0.368751,36.8751
173,0.116906,0.367582,36.7582
174,0.101129,0.366571,36.6571
175,0.0592627,0.365978,36.5978
176,0.0745117,0.365233,36.5233
177,0.0748226,0.364485,36.4485
178,0.0626147,0.363858,36.3858
179,0.0385626,0.363473,36.3473
180,0.0758356,0.362714,36.2714
181,0.0795606,0.361919,36.1919
182,0.0543838,0.361375,36.1375
183,0.0480053,0.360895,36.0895
184,0.0521304,0.360374,36.0374
185,0.0780224,0.359593,35.9593
186,0.0929836,0.358664,35.8664
187,0.100794,0.357656,35.7656
188,0.0849514,0.356806,35.6806
189,0.0966775,0.355839,35.5839
190,0.0945388,0.354894,35.4894
191,0.059386,0.3543,35.43
192,0.0390853,0.353909,35.3909
193,0.0669943,0.353239,35.3239
194,0.0758333,0.352481,35.2481
195,0.0874104,0.351607,35.1607
196,0.0623777,0.350983,35.0983
197,0.0669692,0.350313,35.0313
198,0.108676,0.349227,34.9227
199,0.0862678,0.348364,34.8364
200,0.0856916,0.347507,34.7507
201,0.0776379,0.346731,34.6731
202,0.0899211,0.345831,34.5831
203,0.0681239,0.34515,34.515
204,0.0544293,0.344606,34.4606
205,0.0768016,0.343838,34.3838
206,0.11427,0.342695,34.2695
207,0.0810532,0.341885,34.1885
208,0.0880824,0.341004,34.1004
209,0.0519395,0.340484,34.0484
210,0.0503124,0.339981,33.9981
211,0.0692959,0.339288,33.9288
212,0.0556823,0.338732,33.8732
213,0.068302,0.338048,33.8048
214,0.0673695,0.337375,33.7375
215,0.0637816,0.336737,33.6737
216,0.0821015,0.335916,33.5916
217,0.107123,0.334845,33.4845
218,0.0959142,0.333886,33.3886
219,0.079762,0.333088,33.3088
220,0.0781273,0.332307,33.2307
221,0.0967997,0.331339,33.1339
222,0.0979011,0.33036,33.036
223,0.0868064,0.329492,32.9492
224,0.0690897,0.328801,32.8801
225,0.0756255,0.328044,32.8044
226,0.0572029,0.327472,32.7472
227,0.10564,0.326416,32.6416
228,0.0497688,0.325918,32.5918
229,0.0489124,0.325429,32.5429
230,0.063282,0.324796,32.4796
231,0.0718846,0.324078,32.4078
232,0.0918778,0.323159,32.3159
233,0.102797,0.322131,32.2131
234,0.0763346,0.321367,32.1367
235,0.0867886,0.3205,32.05
236,0.0657041,0.319843,31.9843
237,0.0465371,0.319377,31.9377
238,0.080313,0.318574,31.8574
239,0.0713684,0.31786,31.786
240,0.0825654,0.317035,31.7035
241,0.0838228,0.316196,31.6196
242,0.0856357,0.31534,31.534
243,0.0613401,0.314727,31.4727
244,0.0529613,0.314197,31.4197
245,0.0571992,0.313625,31.3625
246,0.108825,0.312537,31.2537
247,0.07744,0.311762,31.1762
248,0.0646468,0.311116,31.1116
249,0.0451415,0.310665,31.0665
250,0.106017,0.309604,30.9604
251,0.0972637,0.308632,30.8632
252,0.0573343,0.308058,30.8058
253,0.0922056,0.307136,30.7136
254,0.0834794,0.306302,30.6302
255,0.048931,0.305812,30.5812
256,0.0849419,0.304963,30.4963
257,0.087441,0.304088,30.4088
258,0.0917156,0.303171,30.3171
259,0.0708115,0.302463,30.2463
260,0.0786726,0.301676,30.1676
261,0.0804235,0.300872,30.0872
262,0.0846171,0.300026,30.0026
263,0.0792016,0.299234,29.9234
264,0.0769604,0.298464,29.8464
265,0.0634418,0.29783,29.783
266,0.0941389,0.296889,29.6889
267,0.061565,0.296273,29.6273
268,0.0811345,0.295462,29.5462
269,0.072631,0.294735,29.4735
270,0.0712483,0.294023,29.4023
271,0.078251,0.29324,29.324
272,0.0805139,0.292435,29.2435
273,0.0966565,0.291469,29.1469
274,0.0987737,0.290481,29.0481
275,0.071072,0.28977,28.977
276,0.0726952,0.289043,28.9043
277,0.0644078,0.288399,28.8399
278,0.0658043,0.287741,28.7741
279,0.0831613,0.286909,28.6909
280,0.0841925,0.286068,28.6068
281,0.0671403,0.285396,28.5396
282,0.0823963,0.284572,28.4572
283,0.0719635,0.283853,28.3853
284,0.0783208,0.283069,28.3069
285,0.0762182,0.282307,28.2307
286,0.0875943,0.281431,28.1431
287,0.0613497,0.280818,28.0818
288,0.0956148,0.279862,27.9862
289,0.06977,0.279164,27.9164
290,0.0979446,0.278184,27.8184
291,0.0684315,0.2775,27.75
292,0.085954,0.276641,27.6641
293,0.0737265,0.275903,27.5903
294,0.0989713,0.274914,27.4914
295,0.0791638,0.274122,27.4122
296,0.0802774,0.273319,27.3319
297,0.0525536,0.272794,27.2794
298,0.0789308,0.272004,27.2004
299,0.0820339,0.271184,27.1184
300,0.0416621,0.270767,27.0767
301,0.0803808,0.269964,26.9964
302,0.049925,0.269464,26.9464
303,0.0593839,0.26887,26.887
304,0.0608607,0.268262,26.8262
305,0.0699865,0.267562,26.7562
306,0.0917584,0.266644,26.6644
307,0.0966401,0.265678,26.5678
