run_id,FND,LND,Lifetime,HNA,TotalEnergy_J,MeanEnergyPerRound_J,StdEnergyPerRound_J,MeanPDR,StdPDR,MinPDR,MaxPDR,MeanDelay_s,MedianDelay_s,StdDelay_s,P95Delay_s,MeanCHs,StdCHs,MeanUnclusteredNodes,UnclusteredPercent,MeanThroughput_bps,PeakThroughput_bps,ZeroThroughputRounds,ZeroThroughputPercent,TotalContacts,ContactSuccessRate,MeanContactDuration_s,StdContactDuration_s,MeanControlRatio,TotalControlPackets,TotalDataPackets
0,584,900,316,670,50.049167717,0.05548688216962306,0.0334279435640542,0.7992971811111111,0.16309500907978017,0.0,1.0,1161.9395166610834,776.471,846.0051673728225,3101.877,7.308888888888889,4.729634509191243,29.256666666666668,29.25666666666667,145.37605778270512,731.266,182,20.17738359201774,18566,1.0,26.060184273402992,8.935400062730935,0.7161652084257205,161178,35568
