Round,ClusterID,MemberCount,ExpectedMembers,ReceivedMembers,AggregationCompletion,AvgMembersPerCluster,TotalClusters,UnclusteredNodes,AvgDistToCH,DeadlineHit
1,3,9,9,9,1,4.92857,14,17,70.4379,0
1,12,10,10,10,1,4.92857,14,17,70.4379,0
1,19,6,6,6,1,4.92857,14,17,70.4379,0
1,28,6,6,6,1,4.92857,14,17,70.4379,0
1,35,0,0,0,1,4.92857,14,17,70.4379,0
1,40,8,8,8,1,4.92857,14,17,70.4379,0
1,42,7,7,7,1,4.92857,14,17,70.4379,0
1,44,0,0,0,1,4.92857,14,17,70.4379,0
1,59,12,12,12,1,4.92857,14,17,70.4379,0
1,66,1,1,1,1,4.92857,14,17,70.4379,0
1,84,0,0,0,1,4.92857,14,17,70.4379,0
1,88,10,10,10,1,4.92857,14,17,70.4379,0
1,95,0,0,0,1,4.92857,14,17,70.4379,0
1,98,0,0,0,1,4.92857,14,17,70.4379,0
2,8,11,11,11,1,5.9,10,31,62.252,0
2,16,10,10,10,1,5.9,10,31,62.252,0
2,26,8,8,8,1,5.9,10,31,62.252,0
2,30,6,6,6,1,5.9,10,31,62.252,0
2,34,12,12,12,1,5.9,10,31,62.252,0
2,41,1,1,1,1,5.9,10,31,62.252,0
2,60,1,1,1,1,5.9,10,31,62.252,0
2,75,1,1,1,1,5.9,10,31,62.252,0
2,94,1,1,1,1,5.9,10,31,62.252,0
2,96,8,8,8,1,5.9,10,31,62.252,0
3,4,10,10,10,1,7.75,8,30,71.2601,0
3,11,10,10,10,1,7.75,8,30,71.2601,0
3,17,11,11,11,1,7.75,8,30,71.2601,0
3,47,12,12,12,1,7.75,8,30,71.2601,0
3,53,3,3,3,1,7.75,8,30,71.2601,0
3,79,7,7,7,1,7.75,8,30,71.2601,0
3,89,2,2,2,1,7.75,8,30,71.2601,0
3,93,7,7,7,1,7.75,8,30,71.2601,0
4,5,12,12,12,1,5.18182,11,32,66.7259,0
4,23,10,10,10,1,5.18182,11,32,66.7259,0
4,39,6,6,6,1,5.18182,11,32,66.7259,0
4,58,10,10,10,1,5.18182,11,32,66.7259,0
4,61,8,8,8,1,5.18182,11,32,66.7259,0
4,63,8,8,8,1,5.18182,11,32,66.7259,0
4,65,0,0,0,1,5.18182,11,32,66.7259,0
4,69,3,3,3,1,5.18182,11,32,66.7259,0
4,71,0,0,0,1,5.18182,11,32,66.7259,0
4,86,0,0,0,1,5.18182,11,32,66.7259,0
4,97,0,0,0,1,5.18182,11,32,66.7259,0
5,33,10,10,10,1,8,5,55,69.2425,0
5,43,7,7,7,1,8,5,55,69.2425,0
5,51,6,6,6,1,8,5,55,69.2425,0
5,73,6,6,6,1,8,5,55,69.2425,0
5,77,11,11,11,1,8,5,55,69.2425,0
6,0,7,7,7,1,5.58333,12,21,61.2993,0
6,1,4,4,4,1,5.58333,12,21,61.2993,0
6,24,6,6,6,1,5.58333,12,21,61.2993,0
6,37,13,13,13,1,5.58333,12,21,61.2993,0
6,45,10,10,10,1,5.58333,12,21,61.2993,0
6,49,9,9,9,1,5.58333,12,21,61.2993,0
6,52,6,6,6,1,5.58333,12,21,61.2993,0
6,54,3,3,3,1,5.58333,12,21,61.2993,0
6,67,1,1,1,1,5.58333,12,21,61.2993,0
6,85,3,3,3,1,5.58333,12,21,61.2993,0
6,87,3,3,3,1,5.58333,12,21,61.2993,0
6,90,2,2,2,1,5.58333,12,21,61.2993,0
7,10,11,11,11,1,6.375,8,41,64.9774,0
7,18,8,8,8,1,6.375,8,41,64.9774,0
7,22,3,3,3,1,6.375,8,41,64.9774,0
7,62,10,10,10,1,6.375,8,41,64.9774,0
7,64,5,5,5,1,6.375,8,41,64.9774,0
7,70,5,5,5,1,6.375,8,41,64.9774,0
7,74,5,5,5,1,6.375,8,41,64.9774,0
7,83,4,4,4,1,6.375,8,41,64.9774,0
8,13,10,10,10,1,4.91667,12,29,68.7431,0
8,14,8,8,8,1,4.91667,12,29,68.7431,0
8,21,6,6,6,1,4.91667,12,29,68.7431,0
8,25,0,0,0,1,4.91667,12,29,68.7431,0
8,27,4,4,4,1,4.91667,12,29,68.7431,0
8,31,8,8,8,1,4.91667,12,29,68.7431,0
8,38,2,2,2,1,4.91667,12,29,68.7431,0
8,46,2,2,2,1,4.91667,12,29,68.7431,0
8,72,11,11,11,1,4.91667,12,29,68.7431,0
8,76,1,1,1,1,4.91667,12,29,68.7431,0
8,80,2,2,2,1,4.91667,12,29,68.7431,0
8,81,5,5,5,1,4.91667,12,29,68.7431,0
9,6,10,10,10,1,5.76923,13,12,58.9954,0
9,7,9,9,9,1,5.76923,13,12,58.9954,0
9,15,7,7,7,1,5.76923,13,12,58.9954,0
9,20,9,9,9,1,5.76923,13,12,58.9954,0
9,29,1,1,1,1,5.76923,13,12,58.9954,0
9,48,4,4,4,1,5.76923,13,12,58.9954,0
9,50,2,2,2,1,5.76923,13,12,58.9954,0
9,55,3,3,3,1,5.76923,13,12,58.9954,0
9,57,7,7,7,1,5.76923,13,12,58.9954,0
9,68,3,3,3,1,5.76923,13,12,58.9954,0
9,78,5,5,5,1,5.76923,13,12,58.9954,0
9,82,10,10,10,1,5.76923,13,12,58.9954,0
9,99,5,5,5,1,5.76923,13,12,58.9954,0
10,2,6,6,6,1,6.71429,7,46,67.9447,0
10,9,9,9,9,1,6.71429,7,46,67.9447,0
10,32,5,5,5,1,6.71429,7,46,67.9447,0
10,36,5,5,5,1,6.71429,7,46,67.9447,0
10,56,10,10,10,1,6.71429,7,46,67.9447,0
10,91,3,3,3,1,6.71429,7,46,67.9447,0
10,92,9,9,9,1,6.71429,7,46,67.9447,0
11,2,5,5,5,1,6.11111,9,36,66.3308,0
11,13,12,12,12,1,6.11111,9,36,66.3308,0
11,22,2,2,2,1,6.11111,9,36,66.3308,0
11,29,11,11,11,1,6.11111,9,36,66.3308,0
11,47,12,12,12,1,6.11111,9,36,66.3308,0
11,50,0,0,0,1,6.11111,9,36,66.3308,0
11,58,7,7,7,1,6.11111,9,36,66.3308,0
11,62,5,5,5,1,6.11111,9,36,66.3308,0
11,99,1,1,1,1,6.11111,9,36,66.3308,0
12,0,7,7,7,1,7.4,5,58,69.6368,0
12,41,12,12,12,1,7.4,5,58,69.6368,0
12,42,16,16,16,1,7.4,5,58,69.6368,0
12,66,2,2,2,1,7.4,5,58,69.6368,0
12,89,0,0,0,1,7.4,5,58,69.6368,0
13,5,10,10,10,1,5.91667,12,17,65.4407,0
13,8,10,10,10,1,5.91667,12,17,65.4407,0
13,20,12,12,12,1,5.91667,12,17,65.4407,0
13,27,2,2,2,1,5.91667,12,17,65.4407,0
13,30,3,3,3,1,5.91667,12,17,65.4407,0
13,31,6,6,6,1,5.91667,12,17,65.4407,0
13,45,5,5,5,1,5.91667,12,17,65.4407,0
13,59,13,13,13,1,5.91667,12,17,65.4407,0
13,61,0,0,0,1,5.91667,12,17,65.4407,0
13,71,0,0,0,1,5.91667,12,17,65.4407,0
13,72,6,6,6,1,5.91667,12,17,65.4407,0
13,88,4,4,4,1,5.91667,12,17,65.4407,0
14,6,9,9,9,1,5.16667,12,26,64.3117,0
14,12,4,4,4,1,5.16667,12,26,64.3117,0
14,19,12,12,12,1,5.16667,12,26,64.3117,0
14,33,8,8,8,1,5.16667,12,26,64.3117,0
14,48,4,4,4,1,5.16667,12,26,64.3117,0
14,51,6,6,6,1,5.16667,12,26,64.3117,0
14,54,9,9,9,1,5.16667,12,26,64.3117,0
14,90,0,0,0,1,5.16667,12,26,64.3117,0
14,92,0,0,0,1,5.16667,12,26,64.3117,0
14,94,0,0,0,1,5.16667,12,26,64.3117,0
14,96,8,8,8,1,5.16667,12,26,64.3117,0
14,97,2,2,2,1,5.16667,12,26,64.3117,0
15,10,9,9,9,1,4.83333,12,30,67.6992,0
15,17,9,9,9,1,4.83333,12,30,67.6992,0
15,24,8,8,8,1,4.83333,12,30,67.6992,0
15,38,4,4,4,1,4.83333,12,30,67.6992,0
15,52,10,10,10,1,4.83333,12,30,67.6992,0
15,68,2,2,2,1,4.83333,12,30,67.6992,0
15,73,7,7,7,1,4.83333,12,30,67.6992,0
15,76,0,0,0,1,4.83333,12,30,67.6992,0
15,81,4,4,4,1,4.83333,12,30,67.6992,0
15,82,0,0,0,1,4.83333,12,30,67.6992,0
15,84,5,5,5,1,4.83333,12,30,67.6992,0
15,87,0,0,0,1,4.83333,12,30,67.6992,0
16,11,10,10,10,1,4,13,35,66.3271,0
16,14,7,7,7,1,4,13,35,66.3271,0
16,15,6,6,6,1,4,13,35,66.3271,0
16,23,0,0,0,1,4,13,35,66.3271,0
16,32,3,3,3,1,4,13,35,66.3271,0
16,36,1,1,1,1,4,13,35,66.3271,0
16,40,6,6,6,1,4,13,35,66.3271,0
16,55,1,1,1,1,4,13,35,66.3271,0
16,77,8,8,8,1,4,13,35,66.3271,0
16,83,4,4,4,1,4,13,35,66.3271,0
16,86,2,2,2,1,4,13,35,66.3271,0
16,95,4,4,4,1,4,13,35,66.3271,0
16,98,0,0,0,1,4,13,35,66.3271,0
17,28,8,8,8,1,7.66667,6,48,69.4051,0
17,49,8,8,8,1,7.66667,6,48,69.4051,0
17,60,0,0,0,1,7.66667,6,48,69.4051,0
17,67,12,12,12,1,7.66667,6,48,69.4051,0
17,75,7,7,7,1,7.66667,6,48,69.4051,0
17,80,11,11,11,1,7.66667,6,48,69.4051,0
18,25,8,8,8,1,7.4,5,58,64.8938,0
18,39,8,8,8,1,7.4,5,58,64.8938,0
18,46,6,6,6,1,7.4,5,58,64.8938,0
18,56,7,7,7,1,7.4,5,58,64.8938,0
18,57,8,8,8,1,7.4,5,58,64.8938,0
19,16,10,10,10,1,6.36364,11,19,64.5437,0
19,43,11,11,11,1,6.36364,11,19,64.5437,0
19,44,6,6,6,1,6.36364,11,19,64.5437,0
19,53,5,5,5,1,6.36364,11,19,64.5437,0
19,64,10,10,10,1,6.36364,11,19,64.5437,0
19,65,2,2,2,1,6.36364,11,19,64.5437,0
19,69,10,10,10,1,6.36364,11,19,64.5437,0
19,74,3,3,3,1,6.36364,11,19,64.5437,0
19,79,1,1,1,1,6.36364,11,19,64.5437,0
19,85,10,10,10,1,6.36364,11,19,64.5437,0
19,91,2,2,2,1,6.36364,11,19,64.5437,0
20,1,5,5,5,1,4.66667,15,15,69.1322,0
20,3,8,8,8,1,4.66667,15,15,69.1322,0
20,4,10,10,10,1,4.66667,15,15,69.1322,0
20,7,8,8,8,1,4.66667,15,15,69.1322,0
20,9,1,1,1,1,4.66667,15,15,69.1322,0
20,18,2,2,2,1,4.66667,15,15,69.1322,0
20,21,7,7,7,1,4.66667,15,15,69.1322,0
20,26,1,1,1,1,4.66667,15,15,69.1322,0
20,34,13,13,13,1,4.66667,15,15,69.1322,0
20,35,1,1,1,1,4.66667,15,15,69.1322,0
20,37,6,6,6,1,4.66667,15,15,69.1322,0
20,63,6,6,6,1,4.66667,15,15,69.1322,0
20,70,1,1,1,1,4.66667,15,15,69.1322,0
20,78,1,1,1,1,4.66667,15,15,69.1322,0
20,93,0,0,0,1,4.66667,15,15,69.1322,0
21,2,5,5,5,1,5.88889,9,38,70.1041,0
21,8,10,10,10,1,5.88889,9,38,70.1041,0
21,9,3,3,3,1,5.88889,9,38,70.1041,0
21,12,10,10,10,1,5.88889,9,38,70.1041,0
21,27,0,0,0,1,5.88889,9,38,70.1041,0
21,42,7,7,7,1,5.88889,9,38,70.1041,0
21,59,12,12,12,1,5.88889,9,38,70.1041,0
21,82,6,6,6,1,5.88889,9,38,70.1041,0
21,84,0,0,0,1,5.88889,9,38,70.1041,0
22,0,7,7,7,1,7.66667,6,48,69.5835,0
22,24,8,8,8,1,7.66667,6,48,69.5835,0
22,30,9,9,9,1,7.66667,6,48,69.5835,0
22,56,14,14,14,1,7.66667,6,48,69.5835,0
22,60,2,2,2,1,7.66667,6,48,69.5835,0
22,94,6,6,6,1,7.66667,6,48,69.5835,0
23,23,10,10,10,1,6.8,5,61,62.9743,0
23,55,9,9,9,1,6.8,5,61,62.9743,0
23,62,0,0,0,1,6.8,5,61,62.9743,0
23,63,10,10,10,1,6.8,5,61,62.9743,0
23,76,5,5,5,1,6.8,5,61,62.9743,0
24,10,10,10,10,1,4.75,12,31,67.9587,0
24,18,7,7,7,1,4.75,12,31,67.9587,0
24,19,4,4,4,1,4.75,12,31,67.9587,0
24,22,3,3,3,1,4.75,12,31,67.9587,0
24,43,12,12,12,1,4.75,12,31,67.9587,0
24,53,5,5,5,1,4.75,12,31,67.9587,0
24,68,1,1,1,1,4.75,12,31,67.9587,0
24,74,5,5,5,1,4.75,12,31,67.9587,0
24,81,9,9,9,1,4.75,12,31,67.9587,0
24,90,1,1,1,1,4.75,12,31,67.9587,0
24,91,0,0,0,1,4.75,12,31,67.9587,0
24,95,0,0,0,1,4.75,12,31,67.9587,0
25,6,10,10,10,1,6.27273,11,20,68.0015,0
25,17,15,15,15,1,6.27273,11,20,68.0015,0
25,29,10,10,10,1,6.27273,11,20,68.0015,0
25,44,5,5,5,1,6.27273,11,20,68.0015,0
25,57,8,8,8,1,6.27273,11,20,68.0015,0
25,67,10,10,10,1,6.27273,11,20,68.0015,0
25,73,8,8,8,1,6.27273,11,20,68.0015,0
25,77,2,2,2,1,6.27273,11,20,68.0015,0
25,85,0,0,0,1,6.27273,11,20,68.0015,0
25,86,1,1,1,1,6.27273,11,20,68.0015,0
25,88,0,0,0,1,6.27273,11,20,68.0015,0
26,3,9,9,9,1,6,13,9,65.9272,0
26,5,13,13,13,1,6,13,9,65.9272,0
26,11,9,9,9,1,6,13,9,65.9272,0
26,13,8,8,8,1,6,13,9,65.9272,0
26,31,7,7,7,1,6,13,9,65.9272,0
26,39,6,6,6,1,6,13,9,65.9272,0
26,46,2,2,2,1,6,13,9,65.9272,0
26,50,4,4,4,1,6,13,9,65.9272,0
26,65,4,4,4,1,6,13,9,65.9272,0
26,69,5,5,5,1,6,13,9,65.9272,0
26,75,5,5,5,1,6,13,9,65.9272,0
26,78,0,0,0,1,6,13,9,65.9272,0
26,92,6,6,6,1,6,13,9,65.9272,0
27,1,4,4,4,1,5.41667,12,23,60.0422,0
27,14,7,7,7,1,5.41667,12,23,60.0422,0
27,15,2,2,2,1,5.41667,12,23,60.0422,0
27,16,11,11,11,1,5.41667,12,23,60.0422,0
27,35,5,5,5,1,5.41667,12,23,60.0422,0
27,41,12,12,12,1,5.41667,12,23,60.0422,0
27,49,1,1,1,1,5.41667,12,23,60.0422,0
27,51,0,0,0,1,5.41667,12,23,60.0422,0
27,52,10,10,10,1,5.41667,12,23,60.0422,0
27,66,3,3,3,1,5.41667,12,23,60.0422,0
27,87,3,3,3,1,5.41667,12,23,60.0422,0
27,96,7,7,7,1,5.41667,12,23,60.0422,0
28,20,12,12,12,1,8.25,4,63,67.3019,0
28,83,10,10,10,1,8.25,4,63,67.3019,0
28,89,7,7,7,1,8.25,4,63,67.3019,0
28,98,4,4,4,1,8.25,4,63,67.3019,0
29,21,8,8,8,1,6.36364,11,19,65.4342,0
29,28,7,7,7,1,6.36364,11,19,65.4342,0
29,34,12,12,12,1,6.36364,11,19,65.4342,0
29,45,9,9,9,1,6.36364,11,19,65.4342,0
29,48,1,1,1,1,6.36364,11,19,65.4342,0
29,54,4,4,4,1,6.36364,11,19,65.4342,0
29,61,10,10,10,1,6.36364,11,19,65.4342,0
29,64,10,10,10,1,6.36364,11,19,65.4342,0
29,71,7,7,7,1,6.36364,11,19,65.4342,0
29,97,0,0,0,1,6.36364,11,19,65.4342,0
29,99,2,2,2,1,6.36364,11,19,65.4342,0
30,4,11,11,11,1,3.94118,17,16,71.293,0
30,7,9,9,9,1,3.94118,17,16,71.293,0
30,25,6,6,6,1,3.94118,17,16,71.293,0
30,26,6,6,6,1,3.94118,17,16,71.293,0
30,32,3,3,3,1,3.94118,17,16,71.293,0
30,33,9,9,9,1,3.94118,17,16,71.293,0
30,36,9,9,9,1,3.94118,17,16,71.293,0
30,37,7,7,7,1,3.94118,17,16,71.293,0
30,38,0,0,0,1,3.94118,17,16,71.293,0
30,40,0,0,0,1,3.94118,17,16,71.293,0
30,47,5,5,5,1,3.94118,17,16,71.293,0
30,58,1,1,1,1,3.94118,17,16,71.293,0
30,70,0,0,0,1,3.94118,17,16,71.293,0
30,72,0,0,0,1,3.94118,17,16,71.293,0
30,79,1,1,1,1,3.94118,17,16,71.293,0
30,80,0,0,0,1,3.94118,17,16,71.293,0
30,93,0,0,0,1,3.94118,17,16,71.293,0
31,1,5,5,5,1,4.92857,14,17,63.0251,0
31,2,5,5,5,1,4.92857,14,17,63.0251,0
31,5,10,10,10,1,4.92857,14,17,63.0251,0
31,14,1,1,1,1,4.92857,14,17,63.0251,0
31,28,3,3,3,1,4.92857,14,17,63.0251,0
31,34,11,11,11,1,4.92857,14,17,63.0251,0
31,43,2,2,2,1,4.92857,14,17,63.0251,0
31,45,9,9,9,1,4.92857,14,17,63.0251,0
31,52,10,10,10,1,4.92857,14,17,63.0251,0
31,62,6,6,6,1,4.92857,14,17,63.0251,0
31,69,4,4,4,1,4.92857,14,17,63.0251,0
31,79,1,1,1,1,4.92857,14,17,63.0251,0
31,87,2,2,2,1,4.92857,14,17,63.0251,0
31,97,0,0,0,1,4.92857,14,17,63.0251,0
32,35,4,4,4,1,6.2,5,64,68.4722,0
32,40,8,8,8,1,6.2,5,64,68.4722,0
32,46,6,6,6,1,6.2,5,64,68.4722,0
32,48,1,1,1,1,6.2,5,64,68.4722,0
32,88,12,12,12,1,6.2,5,64,68.4722,0
33,4,8,8,8,1,4.66667,15,15,66.1696,0
33,13,11,11,11,1,4.66667,15,15,66.1696,0
33,16,10,10,10,1,4.66667,15,15,66.1696,0
33,18,9,9,9,1,4.66667,15,15,66.1696,0
33,39,13,13,13,1,4.66667,15,15,66.1696,0
33,44,1,1,1,1,4.66667,15,15,66.1696,0
33,53,2,2,2,1,4.66667,15,15,66.1696,0
33,55,4,4,4,1,4.66667,15,15,66.1696,0
33,58,3,3,3,1,4.66667,15,15,66.1696,0
33,60,0,0,0,1,4.66667,15,15,66.1696,0
33,73,0,0,0,1,4.66667,15,15,66.1696,0
33,84,0,0,0,1,4.66667,15,15,66.1696,0
33,86,8,8,8,1,4.66667,15,15,66.1696,0
33,89,1,1,1,1,4.66667,15,15,66.1696,0
33,99,0,0,0,1,4.66667,15,15,66.1696,0
34,24,8,8,8,1,6.875,8,37,63.4184,0
34,26,9,9,9,1,6.875,8,37,63.4184,0
34,32,5,5,5,1,6.875,8,37,63.4184,0
34,61,9,9,9,1,6.875,8,37,63.4184,0
34,63,12,12,12,1,6.875,8,37,63.4184,0
34,65,4,4,4,1,6.875,8,37,63.4184,0
34,75,5,5,5,1,6.875,8,37,63.4184,0
34,93,3,3,3,1,6.875,8,37,63.4184,0
35,3,8,8,8,1,4.08333,12,39,62.4891,0
35,12,11,11,11,1,4.08333,12,39,62.4891,0
35,15,6,6,6,1,4.08333,12,39,62.4891,0
35,21,5,5,5,1,4.08333,12,39,62.4891,0
35,29,3,3,3,1,4.08333,12,39,62.4891,0
35,31,6,6,6,1,4.08333,12,39,62.4891,0
35,36,1,1,1,1,4.08333,12,39,62.4891,0
35,57,3,3,3,1,4.08333,12,39,62.4891,0
35,68,3,3,3,1,4.08333,12,39,62.4891,0
35,77,3,3,3,1,4.08333,12,39,62.4891,0
35,80,0,0,0,1,4.08333,12,39,62.4891,0
35,96,0,0,0,1,4.08333,12,39,62.4891,0
36,7,8,8,8,1,7.85714,7,38,62.916,0
36,8,10,10,10,1,7.85714,7,38,62.916,0
36,23,11,11,11,1,7.85714,7,38,62.916,0
36,25,8,8,8,1,7.85714,7,38,62.916,0
36,41,10,10,10,1,7.85714,7,38,62.916,0
36,54,2,2,2,1,7.85714,7,38,62.916,0
36,72,6,6,6,1,7.85714,7,38,62.916,0
37,19,12,12,12,1,8.66667,6,42,65.1078,0
37,50,6,6,6,1,8.66667,6,42,65.1078,0
37,82,14,14,14,1,8.66667,6,42,65.1078,0
37,85,10,10,10,1,8.66667,6,42,65.1078,0
37,94,10,10,10,1,8.66667,6,42,65.1078,0
37,95,0,0,0,1,8.66667,6,42,65.1078,0
38,6,10,10,10,1,5.72727,11,26,66.4485,0
38,9,10,10,10,1,5.72727,11,26,66.4485,0
38,10,7,7,7,1,5.72727,11,26,66.4485,0
38,22,3,3,3,1,5.72727,11,26,66.4485,0
38,30,5,5,5,1,5.72727,11,26,66.4485,0
38,47,8,8,8,1,5.72727,11,26,66.4485,0
38,56,10,10,10,1,5.72727,11,26,66.4485,0
38,70,7,7,7,1,5.72727,11,26,66.4485,0
38,74,2,2,2,1,5.72727,11,26,66.4485,0
38,92,0,0,0,1,5.72727,11,26,66.4485,0
38,98,1,1,1,1,5.72727,11,26,66.4485,0
39,11,8,8,8,1,4.78571,14,19,65.1389,0
39,17,11,11,11,1,4.78571,14,19,65.1389,0
39,38,4,4,4,1,4.78571,14,19,65.1389,0
39,42,7,7,7,1,4.78571,14,19,65.1389,0
39,49,4,4,4,1,4.78571,14,19,65.1389,0
39,59,8,8,8,1,4.78571,14,19,65.1389,0
39,64,6,6,6,1,4.78571,14,19,65.1389,0
39,71,0,0,0,1,4.78571,14,19,65.1389,0
39,76,2,2,2,1,4.78571,14,19,65.1389,0
39,78,5,5,5,1,4.78571,14,19,65.1389,0
39,81,1,1,1,1,4.78571,14,19,65.1389,0
39,83,6,6,6,1,4.78571,14,19,65.1389,0
39,90,2,2,2,1,4.78571,14,19,65.1389,0
39,91,3,3,3,1,4.78571,14,19,65.1389,0
40,0,7,7,7,1,6.5,8,40,67.617,0
40,20,12,12,12,1,6.5,8,40,67.617,0
40,27,5,5,5,1,6.5,8,40,67.617,0
40,33,9,9,9,1,6.5,8,40,67.617,0
40,37,12,12,12,1,6.5,8,40,67.617,0
40,51,3,3,3,1,6.5,8,40,67.617,0
40,66,1,1,1,1,6.5,8,40,67.617,0
40,67,3,3,3,1,6.5,8,40,67.617,0
41,3,8,8,8,1,5.5,12,22,64.6298,0
41,11,9,9,9,1,5.5,12,22,64.6298,0
41,14,7,7,7,1,5.5,12,22,64.6298,0
41,17,11,11,11,1,5.5,12,22,64.6298,0
41,26,5,5,5,1,5.5,12,22,64.6298,0
41,38,4,4,4,1,5.5,12,22,64.6298,0
41,39,6,6,6,1,5.5,12,22,64.6298,0
41,47,1,1,1,1,5.5,12,22,64.6298,0
41,49,2,2,2,1,5.5,12,22,64.6298,0
41,51,5,5,5,1,5.5,12,22,64.6298,0
41,59,7,7,7,1,5.5,12,22,64.6298,0
41,89,1,1,1,1,5.5,12,22,64.6298,0
42,2,6,6,6,1,5.54545,11,28,70.0671,0
42,9,9,9,9,1,5.54545,11,28,70.0671,0
42,13,10,10,10,1,5.54545,11,28,70.0671,0
42,24,8,8,8,1,5.54545,11,28,70.0671,0
42,33,7,7,7,1,5.54545,11,28,70.0671,0
42,53,9,9,9,1,5.54545,11,28,70.0671,0
42,64,10,10,10,1,5.54545,11,28,70.0671,0
42,65,0,0,0,1,5.54545,11,28,70.0671,0
42,69,0,0,0,1,5.54545,11,28,70.0671,0
42,79,0,0,0,1,5.54545,11,28,70.0671,0
42,91,2,2,2,1,5.54545,11,28,70.0671,0
43,8,11,11,11,1,4.72727,11,37,69.6487,0
43,10,10,10,10,1,4.72727,11,37,69.6487,0
43,12,9,9,9,1,4.72727,11,37,69.6487,0
43,22,3,3,3,1,4.72727,11,37,69.6487,0
43,32,3,3,3,1,4.72727,11,37,69.6487,0
43,34,6,6,6,1,4.72727,11,37,69.6487,0
43,43,1,1,1,1,4.72727,11,37,69.6487,0
43,73,3,3,3,1,4.72727,11,37,69.6487,0
43,76,0,0,0,1,4.72727,11,37,69.6487,0
43,84,1,1,1,1,4.72727,11,37,69.6487,0
43,88,5,5,5,1,4.72727,11,37,69.6487,0
44,28,7,7,7,1,6.5,8,40,64.9012,0
44,44,0,0,0,1,6.5,8,40,64.9012,0
44,55,8,8,8,1,6.5,8,40,64.9012,0
44,75,5,5,5,1,6.5,8,40,64.9012,0
44,82,14,14,14,1,6.5,8,40,64.9012,0
44,90,5,5,5,1,6.5,8,40,64.9012,0
44,96,8,8,8,1,6.5,8,40,64.9012,0
44,99,5,5,5,1,6.5,8,40,64.9012,0
45,4,10,10,10,1,7,6,52,73.2209,0
45,5,7,7,7,1,7,6,52,73.2209,0
45,7,8,8,8,1,7,6,52,73.2209,0
45,60,0,0,0,1,7,6,52,73.2209,0
45,66,11,11,11,1,7,6,52,73.2209,0
45,95,6,6,6,1,7,6,52,73.2209,0
46,0,6,6,6,1,4.78571,14,19,65.0877,0
46,21,7,7,7,1,4.78571,14,19,65.0877,0
46,29,2,2,2,1,4.78571,14,19,65.0877,0
46,30,9,9,9,1,4.78571,14,19,65.0877,0
46,31,5,5,5,1,4.78571,14,19,65.0877,0
46,35,5,5,5,1,4.78571,14,19,65.0877,0
46,37,12,12,12,1,4.78571,14,19,65.0877,0
46,54,4,4,4,1,4.78571,14,19,65.0877,0
46,67,3,3,3,1,4.78571,14,19,65.0877,0
46,70,0,0,0,1,4.78571,14,19,65.0877,0
46,71,3,3,3,1,4.78571,14,19,65.0877,0
46,72,7,7,7,1,4.78571,14,19,65.0877,0
46,74,2,2,2,1,4.78571,14,19,65.0877,0
46,93,2,2,2,1,4.78571,14,19,65.0877,0
47,16,8,8,8,1,5,12,28,65.1561,0
47,18,9,9,9,1,5,12,28,65.1561,0
47,20,10,10,10,1,5,12,28,65.1561,0
47,25,0,0,0,1,5,12,28,65.1561,0
47,27,4,4,4,1,5,12,28,65.1561,0
47,36,7,7,7,1,5,12,28,65.1561,0
47,42,5,5,5,1,5,12,28,65.1561,0
47,50,3,3,3,1,5,12,28,65.1561,0
47,63,3,3,3,1,5,12,28,65.1561,0
47,68,3,3,3,1,5,12,28,65.1561,0
47,94,0,0,0,1,5,12,28,65.1561,0
47,97,8,8,8,1,5,12,28,65.1561,0
48,19,9,9,9,1,3.71429,14,34,66.8528,0
48,45,9,9,9,1,3.71429,14,34,66.8528,0
48,52,2,2,2,1,3.71429,14,34,66.8528,0
48,56,7,7,7,1,3.71429,14,34,66.8528,0
48,57,0,0,0,1,3.71429,14,34,66.8528,0
48,62,3,3,3,1,3.71429,14,34,66.8528,0
48,80,8,8,8,1,3.71429,14,34,66.8528,0
48,81,1,1,1,1,3.71429,14,34,66.8528,0
48,83,1,1,1,1,3.71429,14,34,66.8528,0
48,85,0,0,0,1,3.71429,14,34,66.8528,0
48,86,4,4,4,1,3.71429,14,34,66.8528,0
48,87,3,3,3,1,3.71429,14,34,66.8528,0
48,92,5,5,5,1,3.71429,14,34,66.8528,0
48,98,0,0,0,1,3.71429,14,34,66.8528,0
49,6,10,10,10,1,8.4,5,53,62.6206,0
49,23,11,11,11,1,8.4,5,53,62.6206,0
49,40,8,8,8,1,8.4,5,53,62.6206,0
49,48,4,4,4,1,8.4,5,53,62.6206,0
49,77,9,9,9,1,8.4,5,53,62.6206,0
50,1,5,5,5,1,6.42857,7,48,64.7811,0
50,15,2,2,2,1,6.42857,7,48,64.7811,0
50,41,12,12,12,1,6.42857,7,48,64.7811,0
50,46,3,3,3,1,6.42857,7,48,64.7811,0
50,58,5,5,5,1,6.42857,7,48,64.7811,0
50,61,6,6,6,1,6.42857,7,48,64.7811,0
50,78,12,12,12,1,6.42857,7,48,64.7811,0
51,8,11,11,11,1,7.85714,7,38,65.6492,0
51,28,8,8,8,1,7.85714,7,38,65.6492,0
51,55,8,8,8,1,7.85714,7,38,65.6492,0
51,59,13,13,13,1,7.85714,7,38,65.6492,0
51,70,8,8,8,1,7.85714,7,38,65.6492,0
51,71,4,4,4,1,7.85714,7,38,65.6492,0
51,91,3,3,3,1,7.85714,7,38,65.6492,0
