Round,ClusterID,MemberCount,ExpectedMembers,ReceivedMembers,AggregationCompletion,AvgMembersPerCluster,TotalClusters,UnclusteredNodes,AvgDistToCH,DeadlineHit
171,93,8,8,8,1,7.33333,9,25,67.4787,0
172,1,5,5,5,1,3.72222,18,15,65.6964,0
172,6,9,9,9,1,3.72222,18,15,65.6964,0
172,14,2,2,2,1,3.72222,18,15,65.6964,0
172,15,1,1,1,1,3.72222,18,15,65.6964,0
172,16,7,7,7,1,3.72222,18,15,65.6964,0
172,22,2,2,2,1,3.72222,18,15,65.6964,0
172,33,6,6,6,1,3.72222,18,15,65.6964,0
172,35,0,0,0,1,3.72222,18,15,65.6964,0
172,40,8,8,8,1,3.72222,18,15,65.6964,0
172,55,1,1,1,1,3.72222,18,15,65.6964,0
172,57,8,8,8,1,3.72222,18,15,65.6964,0
172,58,3,3,3,1,3.72222,18,15,65.6964,0
172,60,0,0,0,1,3.72222,18,15,65.6964,0
172,62,9,9,9,1,3.72222,18,15,65.6964,0
172,63,2,2,2,1,3.72222,18,15,65.6964,0
172,65,0,0,0,1,3.72222,18,15,65.6964,0
172,67,4,4,4,1,3.72222,18,15,65.6964,0
172,92,0,0,0,1,3.72222,18,15,65.6964,0
173,4,8,8,8,1,4,16,20,71.656,0
173,5,8,8,8,1,4,16,20,71.656,0
173,13,8,8,8,1,4,16,20,71.656,0
173,23,7,7,7,1,4,16,20,71.656,0
173,27,0,0,0,1,4,16,20,71.656,0
173,28,2,2,2,1,4,16,20,71.656,0
173,43,2,2,2,1,4,16,20,71.656,0
173,68,1,1,1,1,4,16,20,71.656,0
173,78,5,5,5,1,4,16,20,71.656,0
173,79,2,2,2,1,4,16,20,71.656,0
173,82,1,1,1,1,4,16,20,71.656,0
173,83,9,9,9,1,4,16,20,71.656,0
173,85,5,5,5,1,4,16,20,71.656,0
173,91,0,0,0,1,4,16,20,71.656,0
173,95,6,6,6,1,4,16,20,71.656,0
173,98,0,0,0,1,4,16,20,71.656,0
174,34,13,13,13,1,8.33333,6,44,63.8075,0
174,50,6,6,6,1,8.33333,6,44,63.8075,0
174,52,10,10,10,1,8.33333,6,44,63.8075,0
174,53,11,11,11,1,8.33333,6,44,63.8075,0
174,66,2,2,2,1,8.33333,6,44,63.8075,0
174,96,8,8,8,1,8.33333,6,44,63.8075,0
175,7,9,9,9,1,7.44444,9,24,66.8457,0
175,29,11,11,11,1,7.44444,9,24,66.8457,0
175,36,7,7,7,1,7.44444,9,24,66.8457,0
175,37,12,12,12,1,7.44444,9,24,66.8457,0
175,64,7,7,7,1,7.44444,9,24,66.8457,0
175,69,2,2,2,1,7.44444,9,24,66.8457,0
175,86,3,3,3,1,7.44444,9,24,66.8457,0
175,94,9,9,9,1,7.44444,9,24,66.8457,0
175,99,7,7,7,1,7.44444,9,24,66.8457,0
176,21,7,7,7,1,5.5,10,35,60.5333,0
176,25,0,0,0,1,5.5,10,35,60.5333,0
176,31,7,7,7,1,5.5,10,35,60.5333,0
176,48,6,6,6,1,5.5,10,35,60.5333,0
176,49,10,10,10,1,5.5,10,35,60.5333,0
176,59,12,12,12,1,5.5,10,35,60.5333,0
176,70,5,5,5,1,5.5,10,35,60.5333,0
176,77,2,2,2,1,5.5,10,35,60.5333,0
176,88,5,5,5,1,5.5,10,35,60.5333,0
176,89,1,1,1,1,5.5,10,35,60.5333,0
177,0,5,5,5,1,5.33333,9,43,66.3889,0
177,9,5,5,5,1,5.33333,9,43,66.3889,0
177,12,11,11,11,1,5.33333,9,43,66.3889,0
177,26,9,9,9,1,5.33333,9,43,66.3889,0
177,47,1,1,1,1,5.33333,9,43,66.3889,0
177,71,0,0,0,1,5.33333,9,43,66.3889,0
177,76,8,8,8,1,5.33333,9,43,66.3889,0
177,81,9,9,9,1,5.33333,9,43,66.3889,0
177,90,0,0,0,1,5.33333,9,43,66.3889,0
178,45,11,11,11,1,9.33333,3,69,59.7252,0
178,80,11,11,11,1,9.33333,3,69,59.7252,0
178,84,6,6,6,1,9.33333,3,69,59.7252,0
179,8,10,10,10,1,6.44444,9,33,68.8538,0
179,30,9,9,9,1,6.44444,9,33,68.8538,0
179,38,4,4,4,1,6.44444,9,33,68.8538,0
179,39,13,13,13,1,6.44444,9,33,68.8538,0
179,46,5,5,5,1,6.44444,9,33,68.8538,0
179,61,0,0,0,1,6.44444,9,33,68.8538,0
179,75,5,5,5,1,6.44444,9,33,68.8538,0
179,87,0,0,0,1,6.44444,9,33,68.8538,0
179,97,12,12,12,1,6.44444,9,33,68.8538,0
180,2,6,6,6,1,5.45455,11,29,68.9054,0
180,3,7,7,7,1,5.45455,11,29,68.9054,0
180,10,9,9,9,1,5.45455,11,29,68.9054,0
180,17,8,8,8,1,5.45455,11,29,68.9054,0
180,18,4,4,4,1,5.45455,11,29,68.9054,0
180,32,4,4,4,1,5.45455,11,29,68.9054,0
180,42,7,7,7,1,5.45455,11,29,68.9054,0
180,51,6,6,6,1,5.45455,11,29,68.9054,0
180,54,3,3,3,1,5.45455,11,29,68.9054,0
180,72,2,2,2,1,5.45455,11,29,68.9054,0
180,73,4,4,4,1,5.45455,11,29,68.9054,0
181,48,6,6,6,1,6.42857,7,48,70.2709,0
181,54,9,9,9,1,6.42857,7,48,70.2709,0
181,75,9,9,9,1,6.42857,7,48,70.2709,0
181,77,3,3,3,1,6.42857,7,48,70.2709,0
181,81,8,8,8,1,6.42857,7,48,70.2709,0
181,86,8,8,8,1,6.42857,7,48,70.2709,0
181,95,2,2,2,1,6.42857,7,48,70.2709,0
182,1,6,6,6,1,5.33333,6,62,63.6101,0
182,2,6,6,6,1,5.33333,6,62,63.6101,0
182,9,5,5,5,1,5.33333,6,62,63.6101,0
182,41,12,12,12,1,5.33333,6,62,63.6101,0
182,43,0,0,0,1,5.33333,6,62,63.6101,0
182,46,3,3,3,1,5.33333,6,62,63.6101,0
183,3,8,8,8,1,5.83333,6,59,72.5319,0
183,42,15,15,15,1,5.83333,6,59,72.5319,0
183,63,5,5,5,1,5.83333,6,59,72.5319,0
183,64,7,7,7,1,5.83333,6,59,72.5319,0
183,72,0,0,0,1,5.83333,6,59,72.5319,0
183,98,0,0,0,1,5.83333,6,59,72.5319,0
184,8,11,11,11,1,5,10,40,63.0034,0
184,31,5,5,5,1,5,10,40,63.0034,0
184,45,5,5,5,1,5,10,40,63.0034,0
184,50,6,6,6,1,5,10,40,63.0034,0
184,53,7,7,7,1,5,10,40,63.0034,0
184,74,0,0,0,1,5,10,40,63.0034,0
184,85,10,10,10,1,5,10,40,63.0034,0
184,87,2,2,2,1,5,10,40,63.0034,0
184,91,1,1,1,1,5,10,40,63.0034,0
184,92,3,3,3,1,5,10,40,63.0034,0
185,0,7,7,7,1,6.27273,11,20,63.4214,0
185,20,12,12,12,1,6.27273,11,20,63.4214,0
185,22,3,3,3,1,6.27273,11,20,63.4214,0
185,27,5,5,5,1,6.27273,11,20,63.4214,0
185,37,12,12,12,1,6.27273,11,20,63.4214,0
185,51,3,3,3,1,6.27273,11,20,63.4214,0
185,65,4,4,4,1,6.27273,11,20,63.4214,0
185,68,3,3,3,1,6.27273,11,20,63.4214,0
185,71,9,9,9,1,6.27273,11,20,63.4214,0
185,73,1,1,1,1,6.27273,11,20,63.4214,0
185,90,10,10,10,1,6.27273,11,20,63.4214,0
186,6,10,10,10,1,5.64286,14,7,64.7699,0
186,7,9,9,9,1,5.64286,14,7,64.7699,0
186,13,9,9,9,1,5.64286,14,7,64.7699,0
186,18,8,8,8,1,5.64286,14,7,64.7699,0
186,33,8,8,8,1,5.64286,14,7,64.7699,0
186,34,1,1,1,1,5.64286,14,7,64.7699,0
186,35,3,3,3,1,5.64286,14,7,64.7699,0
186,39,12,12,12,1,5.64286,14,7,64.7699,0
186,55,2,2,2,1,5.64286,14,7,64.7699,0
186,59,0,0,0,1,5.64286,14,7,64.7699,0
186,79,0,0,0,1,5.64286,14,7,64.7699,0
186,80,5,5,5,1,5.64286,14,7,64.7699,0
186,93,10,10,10,1,5.64286,14,7,64.7699,0
186,94,2,2,2,1,5.64286,14,7,64.7699,0
187,16,11,11,11,1,5.27273,11,31,66.7023,0
187,19,11,11,11,1,5.27273,11,31,66.7023,0
187,23,9,9,9,1,5.27273,11,31,66.7023,0
187,26,0,0,0,1,5.27273,11,31,66.7023,0
187,30,6,6,6,1,5.27273,11,31,66.7023,0
187,56,1,1,1,1,5.27273,11,31,66.7023,0
187,57,1,1,1,1,5.27273,11,31,66.7023,0
187,60,1,1,1,1,5.27273,11,31,66.7023,0
187,67,8,8,8,1,5.27273,11,31,66.7023,0
187,89,6,6,6,1,5.27273,11,31,66.7023,0
187,99,4,4,4,1,5.27273,11,31,66.7023,0
188,4,10,10,10,1,5.30769,13,18,65.5688,0
188,5,7,7,7,1,5.30769,13,18,65.5688,0
188,10,7,7,7,1,5.30769,13,18,65.5688,0
188,14,1,1,1,1,5.30769,13,18,65.5688,0
188,15,6,6,6,1,5.30769,13,18,65.5688,0
188,21,8,8,8,1,5.30769,13,18,65.5688,0
188,36,3,3,3,1,5.30769,13,18,65.5688,0
188,52,10,10,10,1,5.30769,13,18,65.5688,0
188,62,7,7,7,1,5.30769,13,18,65.5688,0
188,66,8,8,8,1,5.30769,13,18,65.5688,0
188,70,1,1,1,1,5.30769,13,18,65.5688,0
188,76,1,1,1,1,5.30769,13,18,65.5688,0
188,97,0,0,0,1,5.30769,13,18,65.5688,0
189,12,11,11,11,1,4.78571,14,19,69.2902,0
189,24,7,7,7,1,4.78571,14,19,69.2902,0
189,25,0,0,0,1,4.78571,14,19,69.2902,0
189,28,8,8,8,1,4.78571,14,19,69.2902,0
189,32,5,5,5,1,4.78571,14,19,69.2902,0
189,40,0,0,0,1,4.78571,14,19,69.2902,0
189,47,10,10,10,1,4.78571,14,19,69.2902,0
189,61,3,3,3,1,4.78571,14,19,69.2902,0
189,69,3,3,3,1,4.78571,14,19,69.2902,0
189,78,6,6,6,1,4.78571,14,19,69.2902,0
189,82,6,6,6,1,4.78571,14,19,69.2902,0
189,83,2,2,2,1,4.78571,14,19,69.2902,0
189,84,4,4,4,1,4.78571,14,19,69.2902,0
189,88,2,2,2,1,4.78571,14,19,69.2902,0
190,11,10,10,10,1,6.25,8,42,64.4165,0
190,17,10,10,10,1,6.25,8,42,64.4165,0
190,29,8,8,8,1,6.25,8,42,64.4165,0
190,38,3,3,3,1,6.25,8,42,64.4165,0
190,44,2,2,2,1,6.25,8,42,64.4165,0
190,49,10,10,10,1,6.25,8,42,64.4165,0
190,58,7,7,7,1,6.25,8,42,64.4165,0
190,96,0,0,0,1,6.25,8,42,64.4165,0
191,12,12,12,12,1,11,3,64,73.1671,0
191,17,16,16,16,1,11,3,64,73.1671,0
191,32,5,5,5,1,11,3,64,73.1671,0
192,38,3,3,3,1,6.5,8,40,62.74,0
192,44,2,2,2,1,6.5,8,40,62.74,0
192,57,8,8,8,1,6.5,8,40,62.74,0
192,66,10,10,10,1,6.5,8,40,62.74,0
192,73,10,10,10,1,6.5,8,40,62.74,0
192,79,1,1,1,1,6.5,8,40,62.74,0
192,94,10,10,10,1,6.5,8,40,62.74,0
192,96,8,8,8,1,6.5,8,40,62.74,0
193,30,10,10,10,1,6.11111,9,36,69.4891,0
193,41,11,11,11,1,6.11111,9,36,69.4891,0
193,52,9,9,9,1,6.11111,9,36,69.4891,0
193,56,11,11,11,1,6.11111,9,36,69.4891,0
193,58,4,4,4,1,6.11111,9,36,69.4891,0
193,62,0,0,0,1,6.11111,9,36,69.4891,0
193,67,8,8,8,1,6.11111,9,36,69.4891,0
193,81,1,1,1,1,6.11111,9,36,69.4891,0
193,99,1,1,1,1,6.11111,9,36,69.4891,0
194,1,6,6,6,1,6,12,16,62.7758,0
194,14,7,7,7,1,6,12,16,62.7758,0
194,16,10,10,10,1,6,12,16,62.7758,0
194,20,9,9,9,1,6,12,16,62.7758,0
194,47,11,11,11,1,6,12,16,62.7758,0
194,48,6,6,6,1,6,12,16,62.7758,0
194,49,1,1,1,1,6,12,16,62.7758,0
194,59,13,13,13,1,6,12,16,62.7758,0
194,74,3,3,3,1,6,12,16,62.7758,0
194,85,0,0,0,1,6,12,16,62.7758,0
194,86,2,2,2,1,6,12,16,62.7758,0
194,88,4,4,4,1,6,12,16,62.7758,0
195,15,6,6,6,1,6.5,8,40,68.0443,0
195,42,16,16,16,1,6.5,8,40,68.0443,0
195,50,6,6,6,1,6.5,8,40,68.0443,0
195,65,4,4,4,1,6.5,8,40,68.0443,0
195,68,2,2,2,1,6.5,8,40,68.0443,0
195,82,14,14,14,1,6.5,8,40,68.0443,0
195,87,0,0,0,1,6.5,8,40,68.0443,0
195,93,4,4,4,1,6.5,8,40,68.0443,0
196,21,7,7,7,1,5.125,8,51,67.7519,0
196,22,2,2,2,1,5.125,8,51,67.7519,0
196,35,2,2,2,1,5.125,8,51,67.7519,0
196,37,13,13,13,1,5.125,8,51,67.7519,0
196,40,0,0,0,1,5.125,8,51,67.7519,0
196,45,10,10,10,1,5.125,8,51,67.7519,0
196,84,4,4,4,1,5.125,8,51,67.7519,0
196,92,3,3,3,1,5.125,8,51,67.7519,0
197,6,9,9,9,1,3.29412,17,27,64.6664,0
197,8,8,8,8,1,3.29412,17,27,64.6664,0
197,9,3,3,3,1,3.29412,17,27,64.6664,0
197,25,8,8,8,1,3.29412,17,27,64.6664,0
197,26,6,6,6,1,3.29412,17,27,64.6664,0
197,39,6,6,6,1,3.29412,17,27,64.6664,0
197,55,2,2,2,1,3.29412,17,27,64.6664,0
197,61,0,0,0,1,3.29412,17,27,64.6664,0
197,64,0,0,0,1,3.29412,17,27,64.6664,0
197,70,3,3,3,1,3.29412,17,27,64.6664,0
197,71,0,0,0,1,3.29412,17,27,64.6664,0
197,76,4,4,4,1,3.29412,17,27,64.6664,0
197,77,7,7,7,1,3.29412,17,27,64.6664,0
197,78,0,0,0,1,3.29412,17,27,64.6664,0
197,83,0,0,0,1,3.29412,17,27,64.6664,0
197,90,0,0,0,1,3.29412,17,27,64.6664,0
197,95,0,0,0,1,3.29412,17,27,64.6664,0
198,4,8,8,8,1,6.18182,11,21,67.5966,0
198,5,7,7,7,1,6.18182,11,21,67.5966,0
198,27,0,0,0,1,6.18182,11,21,67.5966,0
198,28,2,2,2,1,6.18182,11,21,67.5966,0
198,29,11,11,11,1,6.18182,11,21,67.5966,0
198,34,14,14,14,1,6.18182,11,21,67.5966,0
198,46,3,3,3,1,6.18182,11,21,67.5966,0
198,60,0,0,0,1,6.18182,11,21,67.5966,0
198,69,10,10,10,1,6.18182,11,21,67.5966,0
198,72,11,11,11,1,6.18182,11,21,67.5966,0
198,75,2,2,2,1,6.18182,11,21,67.5966,0
199,0,6,6,6,1,5.08333,12,27,70.998,0
199,3,4,4,4,1,5.08333,12,27,70.998,0
199,13,10,10,10,1,5.08333,12,27,70.998,0
199,19,7,7,7,1,5.08333,12,27,70.998,0
199,24,8,8,8,1,5.08333,12,27,70.998,0
199,33,8,8,8,1,5.08333,12,27,70.998,0
199,36,6,6,6,1,5.08333,12,27,70.998,0
199,43,0,0,0,1,5.08333,12,27,70.998,0
199,51,0,0,0,1,5.08333,12,27,70.998,0
199,53,10,10,10,1,5.08333,12,27,70.998,0
199,91,2,2,2,1,5.08333,12,27,70.998,0
199,98,0,0,0,1,5.08333,12,27,70.998,0
200,2,6,6,6,1,5.6,10,34,63.6726,0
200,7,7,7,7,1,5.6,10,34,63.6726,0
200,10,11,11,11,1,5.6,10,34,63.6726,0
200,11,9,9,9,1,5.6,10,34,63.6726,0
200,18,8,8,8,1,5.6,10,34,63.6726,0
200,23,0,0,0,1,5.6,10,34,63.6726,0
200,31,1,1,1,1,5.6,10,34,63.6726,0
200,54,0,0,0,1,5.6,10,34,63.6726,0
200,80,9,9,9,1,5.6,10,34,63.6726,0
200,89,5,5,5,1,5.6,10,34,63.6726,0
201,10,10,10,10,1,4.38462,13,30,67.653,0
201,21,5,5,5,1,4.38462,13,30,67.653,0
201,26,10,10,10,1,4.38462,13,30,67.653,0
201,27,5,5,5,1,4.38462,13,30,67.653,0
201,29,3,3,3,1,4.38462,13,30,67.653,0
201,34,9,9,9,1,4.38462,13,30,67.653,0
201,59,1,1,1,1,4.38462,13,30,67.653,0
201,76,1,1,1,1,4.38462,13,30,67.653,0
201,80,0,0,0,1,4.38462,13,30,67.653,0
201,83,8,8,8,1,4.38462,13,30,67.653,0
201,85,0,0,0,1,4.38462,13,30,67.653,0
201,91,3,3,3,1,4.38462,13,30,67.653,0
201,94,2,2,2,1,4.38462,13,30,67.653,0
202,4,9,9,9,1,6.66667,9,31,64.6616,0
202,6,5,5,5,1,6.66667,9,31,64.6616,0
202,23,11,11,11,1,6.66667,9,31,64.6616,0
202,36,8,8,8,1,6.66667,9,31,64.6616,0
202,48,1,1,1,1,6.66667,9,31,64.6616,0
202,64,9,9,9,1,6.66667,9,31,64.6616,0
202,72,4,4,4,1,6.66667,9,31,64.6616,0
202,74,9,9,9,1,6.66667,9,31,64.6616,0
202,86,4,4,4,1,6.66667,9,31,64.6616,0
203,14,7,7,7,1,6.66667,6,54,66.0744,0
203,24,8,8,8,1,6.66667,6,54,66.0744,0
203,50,6,6,6,1,6.66667,6,54,66.0744,0
203,69,9,9,9,1,6.66667,6,54,66.0744,0
203,75,6,6,6,1,6.66667,6,54,66.0744,0
203,95,4,4,4,1,6.66667,6,54,66.0744,0
204,31,8,8,8,1,6.11111,9,36,62.3606,0
204,46,6,6,6,1,6.11111,9,36,62.3606,0
204,53,12,12,12,1,6.11111,9,36,62.3606,0
204,57,7,7,7,1,6.11111,9,36,62.3606,0
204,60,5,5,5,1,6.11111,9,36,62.3606,0
204,61,6,6,6,1,6.11111,9,36,62.3606,0
204,90,2,2,2,1,6.11111,9,36,62.3606,0
204,97,9,9,9,1,6.11111,9,36,62.3606,0
204,98,0,0,0,1,6.11111,9,36,62.3606,0
205,13,10,10,10,1,3.72222,18,15,68.466,0
205,15,6,6,6,1,3.72222,18,15,68.466,0
205,18,8,8,8,1,3.72222,18,15,68.466,0
205,22,2,2,2,1,3.72222,18,15,68.466,0
205,35,2,2,2,1,3.72222,18,15,68.466,0
205,39,9,9,9,1,3.72222,18,15,68.466,0
205,41,3,3,3,1,3.72222,18,15,68.466,0
205,44,3,3,3,1,3.72222,18,15,68.466,0
205,49,9,9,9,1,3.72222,18,15,68.466,0
205,52,2,2,2,1,3.72222,18,15,68.466,0
205,55,0,0,0,1,3.72222,18,15,68.466,0
205,56,6,6,6,1,3.72222,18,15,68.466,0
205,58,4,4,4,1,3.72222,18,15,68.466,0
205,62,0,0,0,1,3.72222,18,15,68.466,0
205,65,0,0,0,1,3.72222,18,15,68.466,0
205,67,3,3,3,1,3.72222,18,15,68.466,0
205,73,0,0,0,1,3.72222,18,15,68.466,0
205,88,0,0,0,1,3.72222,18,15,68.466,0
206,3,8,8,8,1,6.1,10,29,66.7752,0
206,17,16,16,16,1,6.1,10,29,66.7752,0
206,25,7,7,7,1,6.1,10,29,66.7752,0
206,30,10,10,10,1,6.1,10,29,66.7752,0
206,47,3,3,3,1,6.1,10,29,66.7752,0
206,51,6,6,6,1,6.1,10,29,66.7752,0
206,66,7,7,7,1,6.1,10,29,66.7752,0
206,79,2,2,2,1,6.1,10,29,66.7752,0
206,87,2,2,2,1,6.1,10,29,66.7752,0
206,96,0,0,0,1,6.1,10,29,66.7752,0
207,0,5,5,5,1,4.07143,14,29,74.1123,0
207,5,10,10,10,1,4.07143,14,29,74.1123,0
207,8,4,4,4,1,4.07143,14,29,74.1123,0
207,9,3,3,3,1,4.07143,14,29,74.1123,0
207,12,1,1,1,1,4.07143,14,29,74.1123,0
207,32,5,5,5,1,4.07143,14,29,74.1123,0
207,33,8,8,8,1,4.07143,14,29,74.1123,0
207,40,7,7,7,1,4.07143,14,29,74.1123,0
207,42,4,4,4,1,4.07143,14,29,74.1123,0
207,45,3,3,3,1,4.07143,14,29,74.1123,0
207,71,0,0,0,1,4.07143,14,29,74.1123,0
207,82,6,6,6,1,4.07143,14,29,74.1123,0
207,92,0,0,0,1,4.07143,14,29,74.1123,0
207,99,1,1,1,1,4.07143,14,29,74.1123,0
208,1,6,6,6,1,4.71429,7,60,63.2995,0
208,11,9,9,9,1,4.71429,7,60,63.2995,0
208,37,5,5,5,1,4.71429,7,60,63.2995,0
208,43,5,5,5,1,4.71429,7,60,63.2995,0
208,68,2,2,2,1,4.71429,7,60,63.2995,0
208,70,3,3,3,1,4.71429,7,60,63.2995,0
208,81,3,3,3,1,4.71429,7,60,63.2995,0
209,2,5,5,5,1,7,5,60,64.7733,0
209,16,10,10,10,1,7,5,60,64.7733,0
209,19,13,13,13,1,7,5,60,64.7733,0
209,28,3,3,3,1,7,5,60,64.7733,0
209,54,4,4,4,1,7,5,60,64.7733,0
210,7,7,7,7,1,6.44444,9,33,68.4205,0
210,20,11,11,11,1,6.44444,9,33,68.4205,0
210,38,4,4,4,1,6.44444,9,33,68.4205,0
210,63,7,7,7,1,6.44444,9,33,68.4205,0
210,77,1,1,1,1,6.44444,9,33,68.4205,0
210,78,5,5,5,1,6.44444,9,33,68.4205,0
210,84,6,6,6,1,6.44444,9,33,68.4205,0
210,89,7,7,7,1,6.44444,9,33,68.4205,0
210,93,10,10,10,1,6.44444,9,33,68.4205,0
211,11,11,11,11,1,7.5,6,49,62.777,0
211,16,10,10,10,1,7.5,6,49,62.777,0
211,33,7,7,7,1,7.5,6,49,62.777,0
211,34,4,4,4,1,7.5,6,49,62.777,0
211,46,3,3,3,1,7.5,6,49,62.777,0
211,67,10,10,10,1,7.5,6,49,62.777,0
212,3,9,9,9,1,5.66667,9,40,66.3841,0
212,7,8,8,8,1,5.66667,9,40,66.3841,0
212,31,2,2,2,1,5.66667,9,40,66.3841,0
212,38,4,4,4,1,5.66667,9,40,66.3841,0
212,40,8,8,8,1,5.66667,9,40,66.3841,0
212,69,5,5,5,1,5.66667,9,40,66.3841,0
212,90,4,4,4,1,5.66667,9,40,66.3841,0
212,92,11,11,11,1,5.66667,9,40,66.3841,0
212,93,0,0,0,1,5.66667,9,40,66.3841,0
213,23,11,11,11,1,6,8,44,65.5677,0
213,27,5,5,5,1,6,8,44,65.5677,0
213,30,8,8,8,1,6,8,44,65.5677,0
213,35,3,3,3,1,6,8,44,65.5677,0
213,43,9,9,9,1,6,8,44,65.5677,0
213,48,1,1,1,1,6,8,44,65.5677,0
213,52,9,9,9,1,6,8,44,65.5677,0
213,75,2,2,2,1,6,8,44,65.5677,0
214,6,10,10,10,1,8.28571,7,35,59.4708,0
214,55,4,4,4,1,8.28571,7,35,59.4708,0
214,59,13,13,13,1,8.28571,7,35,59.4708,0
214,77,7,7,7,1,8.28571,7,35,59.4708,0
214,83,7,7,7,1,8.28571,7,35,59.4708,0
214,88,9,9,9,1,8.28571,7,35,59.4708,0
214,96,8,8,8,1,8.28571,7,35,59.4708,0
215,0,7,7,7,1,5.4,10,36,67.7837,0
215,12,11,11,11,1,5.4,10,36,67.7837,0
215,17,16,16,16,1,5.4,10,36,67.7837,0
215,22,2,2,2,1,5.4,10,36,67.7837,0
215,28,5,5,5,1,5.4,10,36,67.7837,0
215,41,8,8,8,1,5.4,10,36,67.7837,0
215,71,0,0,0,1,5.4,10,36,67.7837,0
215,73,2,2,2,1,5.4,10,36,67.7837,0
215,76,0,0,0,1,5.4,10,36,67.7837,0
215,91,3,3,3,1,5.4,10,36,67.7837,0
216,9,10,10,10,1,5.13333,15,8,64.8065,0
216,18,8,8,8,1,5.13333,15,8,64.8065,0
216,21,7,7,7,1,5.13333,15,8,64.8065,0
216,24,1,1,1,1,5.13333,15,8,64.8065,0
216,44,5,5,5,1,5.13333,15,8,64.8065,0
216,50,1,1,1,1,5.13333,15,8,64.8065,0
216,54,10,10,10,1,5.13333,15,8,64.8065,0
216,58,11,11,11,1,5.13333,15,8,64.8065,0
216,60,10,10,10,1,5.13333,15,8,64.8065,0
216,63,1,1,1,1,5.13333,15,8,64.8065,0
216,72,2,2,2,1,5.13333,15,8,64.8065,0
216,78,5,5,5,1,5.13333,15,8,64.8065,0
216,79,3,3,3,1,5.13333,15,8,64.8065,0
216,84,1,1,1,1,5.13333,15,8,64.8065,0
216,87,2,2,2,1,5.13333,15,8,64.8065,0
217,5,13,13,13,1,5.38462,13,17,68.6338,0
217,8,11,11,11,1,5.38462,13,17,68.6338,0
217,10,7,7,7,1,5.38462,13,17,68.6338,0
217,19,9,9,9,1,5.38462,13,17,68.6338,0
217,26,0,0,0,1,5.38462,13,17,68.6338,0
217,32,4,4,4,1,5.38462,13,17,68.6338,0
217,37,7,7,7,1,5.38462,13,17,68.6338,0
217,65,2,2,2,1,5.38462,13,17,68.6338,0
217,66,2,2,2,1,5.38462,13,17,68.6338,0
217,81,6,6,6,1,5.38462,13,17,68.6338,0
217,82,0,0,0,1,5.38462,13,17,68.6338,0
217,85,7,7,7,1,5.38462,13,17,68.6338,0
217,94,2,2,2,1,5.38462,13,17,68.6338,0
218,1,5,5,5,1,6.5,10,25,69.3982,0
218,15,2,2,2,1,6.5,10,25,69.3982,0
218,25,6,6,6,1,6.5,10,25,69.3982,0
218,42,16,16,16,1,6.5,10,25,69.3982,0
218,56,10,10,10,1,6.5,10,25,69.3982,0
218,80,1,1,1,1,6.5,10,25,69.3982,0
218,86,6,6,6,1,6.5,10,25,69.3982,0
218,95,8,8,8,1,6.5,10,25,69.3982,0
218,97,7,7,7,1,6.5,10,25,69.3982,0
218,99,4,4,4,1,6.5,10,25,69.3982,0
219,2,6,6,6,1,6.88889,9,29,59.4462,0
219,39,13,13,13,1,6.88889,9,29,59.4462,0
219,45,10,10,10,1,6.88889,9,29,59.4462,0
219,47,12,12,12,1,6.88889,9,29,59.4462,0
219,49,9,9,9,1,6.88889,9,29,59.4462,0
219,64,2,2,2,1,6.88889,9,29,59.4462,0
219,68,3,3,3,1,6.88889,9,29,59.4462,0
219,89,7,7,7,1,6.88889,9,29,59.4462,0
219,98,0,0,0,1,6.88889,9,29,59.4462,0
220,4,10,10,10,1,5.61538,13,14,67.6848,0
220,13,12,12,12,1,5.61538,13,14,67.6848,0
220,14,7,7,7,1,5.61538,13,14,67.6848,0
220,20,10,10,10,1,5.61538,13,14,67.6848,0
220,29,0,0,0,1,5.61538,13,14,67.6848,0
220,36,6,6,6,1,5.61538,13,14,67.6848,0
220,51,0,0,0,1,5.61538,13,14,67.6848,0
220,53,4,4,4,1,5.61538,13,14,67.6848,0
220,57,8,8,8,1,5.61538,13,14,67.6848,0
220,61,4,4,4,1,5.61538,13,14,67.6848,0
220,62,5,5,5,1,5.61538,13,14,67.6848,0
220,70,0,0,0,1,5.61538,13,14,67.6848,0
220,74,7,7,7,1,5.61538,13,14,67.6848,0
221,1,6,6,6,1,4.42857,14,24,69.1051,0
221,3,8,8,8,1,4.42857,14,24,69.1051,0
221,5,13,13,13,1,4.42857,14,24,69.1051,0
221,29,8,8,8,1,4.42857,14,24,69.1051,0
221,37,11,11,11,1,4.42857,14,24,69.1051,0
221,39,2,2,2,1,4.42857,14,24,69.1051,0
221,46,3,3,3,1,4.42857,14,24,69.1051,0
221,58,8,8,8,1,4.42857,14,24,69.1051,0
221,59,0,0,0,1,4.42857,14,24,69.1051,0
221,61,2,2,2,1,4.42857,14,24,69.1051,0
221,62,0,0,0,1,4.42857,14,24,69.1051,0
221,67,1,1,1,1,4.42857,14,24,69.1051,0
221,68,0,0,0,1,4.42857,14,24,69.1051,0
221,70,0,0,0,1,4.42857,14,24,69.1051,0
222,4,10,10,10,1,5.58333,12,21,66.2791,0
222,15,6,6,6,1,5.58333,12,21,66.2791,0
222,21,8,8,8,1,5.58333,12,21,66.2791,0
222,22,0,0,0,1,5.58333,12,21,66.2791,0
