PacketID,SourceNode,GenerationTime,ReceptionTime,Delay_s
5824,29,44894.2,45677,782.803
5752,36,44894,45677,783.003
5762,81,44894,45677,782.993
5816,39,44894.1,45677,782.883
5750,10,44894,45677,783.003
5760,11,44894,45677,782.993
5768,16,44894,45677,782.983
5775,23,44894,45677,782.973
5781,34,44894,45677,782.963
5786,45,44894,45677,782.953
5791,54,44894.1,45677,782.943
5796,56,44894.1,45677,782.933
5801,58,44894.1,45677,782.923
5806,62,44894.1,45677,782.913
5810,63,44894.1,45677,782.903
5815,74,44894.1,45677,782.893
5817,88,44894.1,45677,782.883
5819,92,44894.1,45677,782.873
5821,94,44894.1,45677,782.863
5822,97,44894.2,45677,782.853
5827,17,44894.3,45677,782.743
5735,31,44892.8,45677,784.203
5683,7,44120,45677,1557
5689,18,44120,45677,1556.99
5694,26,44120,45677,1556.98
5698,47,44120,45677,1556.97
5702,57,44120,45677,1556.96
5706,64,44120,45677,1556.95
5710,72,44120.1,45677,1556.94
5714,75,44120.1,45677,1556.93
5717,83,44120.1,45677,1556.92
5719,90,44120.1,45677,1556.91
5721,98,44120.1,45677,1556.9
5727,19,44120.2,45677,1556.79
5566,19,43346,45677,2331
5576,75,43346,45677,2330.99
5585,95,43346,45677,2330.98
5592,98,43346,45677,2330.97
5622,26,43346.1,45677,2330.86
5642,30,44118.8,45677,1558.2
5754,0,44894,45677,783.003
5764,3,44894,45677,782.993
5771,8,44894,45677,782.983
5778,18,44894,45677,782.973
5784,19,44894,45677,782.963
5789,52,44894,45677,782.953
5794,57,44894.1,45677,782.943
5799,61,44894.1,45677,782.933
5804,83,44894.1,45677,782.923
5808,86,44894.1,45677,782.913
5811,95,44894.1,45677,782.903
5825,47,44894.2,45677,782.793
5685,3,44120,45677,1557
5691,8,44120,45677,1556.99
5723,52,44120.1,45677,1556.88
5658,55,44118.8,45677,1558.2
5654,49,44118.8,45677,1558.2
5755,75,44894,45677,783.003
5812,49,44894.1,45677,782.893
5686,4,44120,45677,1557
5692,5,44120,45677,1556.99
5696,6,44120,45677,1556.98
5700,10,44120,45677,1556.97
5704,12,44120,45677,1556.96
5708,35,44120,45677,1556.95
5712,42,44120.1,45677,1556.94
5716,48,44120.1,45677,1556.93
5718,71,44120.1,45677,1556.92
5720,94,44120.1,45677,1556.91
5726,53,44120.2,45677,1556.8
5733,22,44892.8,45677,784.203
5641,28,44118.8,45677,1558.2
5734,28,44892.8,45677,784.203
5737,35,44892.8,45677,784.203
5736,33,44892.8,45677,784.203
5753,13,44894,45677,783.003
5763,37,44894,45677,782.993
5770,43,44894,45677,782.983
5777,59,44894,45677,782.973
5783,66,44894,45677,782.963
5788,73,44894,45677,782.953
5793,79,44894.1,45677,782.943
5798,82,44894.1,45677,782.933
5803,99,44894.1,45677,782.923
5823,41,44894.2,45677,782.813
5659,56,44118.8,45677,1558.2
5656,51,44118.8,45677,1558.2
5742,51,44892.8,45677,784.203
5662,61,44118.8,45677,1558.2
5835,22,45666.8,46431.8,765.021
5864,2,45668,46431.8,763.821
5872,5,45668,46431.8,763.811
5880,6,45668,46431.8,763.801
5887,28,45668,46431.8,763.791
5894,35,45668,46431.8,763.781
5900,44,45668,46431.8,763.771
5905,48,45668.1,46431.8,763.761
5909,50,45668.1,46431.8,763.751
5912,53,45668.1,46431.8,763.741
5915,84,45668.1,46431.8,763.731
5924,4,45668.2,46431.8,763.621
5830,12,45666.8,46431.8,765.021
5829,7,45666.8,46431.8,765.021
5828,3,45666.8,46431.8,765.021
5832,18,45666.8,46431.8,765.021
5839,30,45666.8,46431.8,765.021
5831,14,45666.8,46431.8,765.021
5846,49,45666.8,46431.8,765.021
5840,31,45666.8,46431.8,765.021
5865,10,45668,46431.8,763.821
5873,34,45668,46431.8,763.811
5881,58,45668,46431.8,763.801
5888,59,45668,46431.8,763.791
5895,65,45668,46431.8,763.781
5901,66,45668,46431.8,763.771
5906,92,45668.1,46431.8,763.761
5910,97,45668.1,46431.8,763.751
5913,99,45668.1,46431.8,763.741
5923,33,45668.2,46431.8,763.631
5740,48,44892.8,46431.8,1539.02
5648,38,44118.8,46431.8,2313.02
5738,38,44892.8,46431.8,1539.02
5842,38,45666.8,46431.8,765.021
5652,44,44118.8,46431.8,2313.02
5739,44,44892.8,46431.8,1539.02
5655,50,44118.8,46431.8,2313.02
5741,50,44892.8,46431.8,1539.02
5657,54,44118.8,46431.8,2313.02
5848,54,45666.8,46431.8,765.021
5843,39,45666.8,46431.8,765.021
5834,21,45666.8,46431.8,765.021
5836,24,45666.8,46431.8,765.021
5837,25,45666.8,46431.8,765.021
5838,29,45666.8,46431.8,765.021
5841,32,45666.8,46431.8,765.021
5926,4,46440.8,47221.4,780.591
5927,5,46440.8,47221.4,780.591
5928,6,46440.8,47221.4,780.591
5959,19,46442,47221.4,779.391
5967,31,46442,47221.4,779.381
5975,54,46442,47221.4,779.371
5983,63,46442,47221.4,779.361
5991,74,46442,47221.4,779.351
5998,75,46442,47221.4,779.341
6005,77,46442.1,47221.4,779.331
6009,83,46442.1,47221.4,779.321
6013,95,46442.1,47221.4,779.311
6023,7,46442.2,47221.4,779.201
5929,10,46440.8,47221.4,780.591
5930,12,46440.8,47221.4,780.591
5931,14,46440.8,47221.4,780.591
5935,26,46440.8,47221.4,780.591
5933,18,46440.8,47221.4,780.591
5937,30,46440.8,47221.4,780.591
5932,16,46440.8,47221.4,780.591
5936,27,46440.8,47221.4,780.591
5939,35,46440.8,47221.4,780.591
5961,2,46442,47221.4,779.391
5969,28,46442,47221.4,779.381
5977,44,46442,47221.4,779.371
5985,50,46442,47221.4,779.361
6018,38,46442.1,47221.4,779.251
5942,48,46440.8,47221.4,780.591
5940,42,46440.8,47221.4,780.591
5941,45,46440.8,47221.4,780.591
5943,49,46440.8,47221.4,780.591
5945,53,46440.8,47221.4,780.591
5849,55,45666.8,47221.4,1554.59
5946,55,46440.8,47221.4,780.591
5847,52,45666.8,47221.4,1554.59
5944,52,46440.8,47221.4,780.591
5845,47,45666.8,47221.4,1554.59
5464,3,42572,47221.4,4649.39
5474,18,42572,47221.4,4649.38
5483,19,42572,47221.4,4649.37
5490,26,42572,47221.4,4649.36
5497,47,42572,47221.4,4649.35
5504,52,42572,47221.4,4649.34
5509,72,42572.1,47221.4,4649.33
5514,90,42572.1,47221.4,4649.32
5527,57,42572.2,47221.4,4649.21
5851,57,45666.8,47221.4,1554.59
5947,57,46440.8,47221.4,780.591
5964,0,46442,47221.4,779.391
5972,3,46442,47221.4,779.381
5980,8,46442,47221.4,779.371
5988,47,46442,47221.4,779.361
5995,67,46442,47221.4,779.351
6002,86,46442,47221.4,779.341
6021,61,46442.2,47221.4,779.231
5963,1,46442,47221.4,779.391
5971,9,46442,47221.4,779.381
5979,15,46442,47221.4,779.371
5987,36,46442,47221.4,779.361
5994,69,46442,47221.4,779.351
6001,93,46442,47221.4,779.341
6020,51,46442.2,47221.4,779.231
5833,20,45666.8,47221.4,1554.59
5960,20,46442,47221.4,779.391
5968,21,46442,47221.4,779.381
5976,24,46442,47221.4,779.371
5984,29,46442,47221.4,779.361
5992,40,46442,47221.4,779.351
5999,80,46442,47221.4,779.341
6006,85,46442.1,47221.4,779.331
6010,96,46442.1,47221.4,779.321
6022,25,46442.2,47221.4,779.211
6026,2,47214.8,47984.7,769.86
6027,4,47214.8,47984.7,769.86
6028,6,47214.8,47984.7,769.86
6029,7,47214.8,47984.7,769.86
6065,0,47216,47984.7,768.66
6072,8,47216,47984.7,768.65
6079,61,47216,47984.7,768.64
6086,67,47216,47984.7,768.63
6093,86,47216,47984.7,768.62
6119,9,47216.2,47984.7,768.51
6064,15,47216,47984.7,768.66
6071,36,47216,47984.7,768.65
6078,51,47216,47984.7,768.64
6085,69,47216,47984.7,768.63
6092,93,47216,47984.7,768.62
6118,1,47216.2,47984.7,768.51
6066,21,47216,47984.7,768.66
6073,25,47216,47984.7,768.65
6080,29,47216,47984.7,768.64
6087,39,47216,47984.7,768.63
6094,40,47216,47984.7,768.62
6099,78,47216,47984.7,768.61
6103,80,47216.1,47984.7,768.6
6107,81,47216.1,47984.7,768.59
6111,85,47216.1,47984.7,768.58
6114,96,47216.1,47984.7,768.57
6122,20,47216.2,47984.7,768.46
6031,11,47214.8,47984.7,769.86
6030,10,47214.8,47984.7,769.86
6032,16,47214.8,47984.7,769.86
5934,22,46440.8,47984.7,1543.86
6033,22,47214.8,47984.7,769.86
6035,27,47214.8,47984.7,769.86
6036,28,47214.8,47984.7,769.86
6038,35,47214.8,47984.7,769.86
6039,38,47214.8,47984.7,769.86
6041,44,47214.8,47984.7,769.86
6044,48,47214.8,47984.7,769.86
6040,42,47214.8,47984.7,769.86
6067,5,47216,47984.7,768.66
6074,12,47216,47984.7,768.65
6081,14,47216,47984.7,768.64
6088,49,47216,47984.7,768.63
6095,55,47216,47984.7,768.62
6100,60,47216,47984.7,768.61
6104,64,47216.1,47984.7,768.6
6108,71,47216.1,47984.7,768.59
6112,75,47216.1,47984.7,768.58
6115,90,47216.1,47984.7,768.57
6123,30,47216.2,47984.7,768.46
6037,31,47214.8,47984.7,769.86
6034,23,47214.8,47984.7,769.86
5938,32,46440.8,47984.7,1543.86
6068,13,47216,47984.7,768.66
6075,37,47216,47984.7,768.65
6082,70,47216,47984.7,768.64
6089,73,47216,47984.7,768.63
6096,76,47216,47984.7,768.62
6120,32,47216.2,47984.7,768.51
6069,17,47216,47984.7,768.66
6076,33,47216,47984.7,768.65
6083,41,47216,47984.7,768.64
6090,43,47216,47984.7,768.63
6097,58,47216,47984.7,768.62
6101,59,47216,47984.7,768.61
6105,66,47216.1,47984.7,768.6
6109,79,47216.1,47984.7,768.59
6113,82,47216.1,47984.7,768.58
6116,97,47216.1,47984.7,768.57
6117,99,47216.1,47984.7,768.56
6124,34,47216.2,47984.7,768.45
6042,45,47214.8,47984.7,769.86
6046,53,47214.8,47984.7,769.86
6143,2,47990,48782.9,792.899
6154,5,47990,48782.9,792.889
6163,6,47990,48782.9,792.879
6172,27,47990,48782.9,792.869
6181,28,47990,48782.9,792.859
6189,35,47990,48782.9,792.849
6195,48,47990.1,48782.9,792.839
6201,53,47990.1,48782.9,792.829
6217,4,47990.2,48782.9,792.719
6129,22,47988.8,48782.9,794.099
6147,38,47990,48782.9,792.899
6211,44,47990.1,48782.9,792.789
6045,50,47214.8,48782.9,1568.1
6128,18,47988.8,48782.9,794.099
6125,0,47988.8,48782.9,794.099
6126,3,47988.8,48782.9,794.099
6127,8,47988.8,48782.9,794.099
6145,1,47990,48782.9,792.899
6156,9,47990,48782.9,792.889
6165,15,47990,48782.9,792.879
6174,39,47990,48782.9,792.869
6183,51,47990,48782.9,792.859
6191,67,47990,48782.9,792.849
6197,69,47990.1,48782.9,792.839
6203,81,47990.1,48782.9,792.829
6206,93,47990.1,48782.9,792.819
6219,36,47990.2,48782.9,792.709
6144,20,47990,48782.9,792.899
6155,24,47990,48782.9,792.889
6164,25,47990,48782.9,792.879
6173,29,47990,48782.9,792.869
6182,40,47990,48782.9,792.859
6190,80,47990,48782.9,792.849
6196,85,47990.1,48782.9,792.839
6202,96,47990.1,48782.9,792.829
6218,21,47990.2,48782.9,792.719
5844,40,45666.8,48782.9,3116.1
6130,32,47988.8,48782.9,794.099
6146,13,47990,48782.9,792.899
6157,34,47990,48782.9,792.889
6166,37,47990,48782.9,792.879
6175,41,47990,48782.9,792.869
6184,46,47990,48782.9,792.859
6192,66,47990,48782.9,792.849
6198,73,47990.1,48782.9,792.839
6204,76,47990.1,48782.9,792.829
6207,79,47990.1,48782.9,792.819
6209,99,47990.1,48782.9,792.809
6220,43,47990.2,48782.9,792.699
5962,13,46442,48782.9,2340.9
5970,43,46442,48782.9,2340.89
5978,68,46442,48782.9,2340.88
5986,79,46442,48782.9,2340.87
5993,87,46442,48782.9,2340.86
6000,91,46442,48782.9,2340.85
6019,46,46442.2,48782.9,2340.74
6043,46,47214.8,48782.9,1568.1
6149,33,47990,48782.9,792.899
6159,58,47990,48782.9,792.889
6168,89,47990,48782.9,792.879
6177,97,47990,48782.9,792.869
6213,59,47990.1,48782.9,792.759
5965,11,46442,48782.9,2340.9
5973,17,46442,48782.9,2340.89
5981,23,46442,48782.9,2340.88
5989,37,46442,48782.9,2340.87
5996,39,46442,48782.9,2340.86
6003,56,46442,48782.9,2340.85
6007,73,46442.1,48782.9,2340.84
6011,78,46442.1,48782.9,2340.83
6014,81,46442.1,48782.9,2340.82
6016,82,46442.1,48782.9,2340.81
6017,88,46442.1,48782.9,2340.8
6025,62,46442.2,48782.9,2340.69
6049,62,47214.8,48782.9,1568.1
6047,54,47214.8,48782.9,1568.1
5850,56,45666.8,48782.9,3116.1
6048,56,47214.8,48782.9,1568.1
6134,61,47988.8,48782.9,794.099
6070,3,47216,48782.9,1566.9
6077,18,47216,48782.9,1566.89
6084,19,47216,48782.9,1566.88
6091,26,47216,48782.9,1566.87
6098,47,47216,48782.9,1566.86
6102,57,47216,48782.9,1566.85
6106,72,47216.1,48782.9,1566.84
6110,95,47216.1,48782.9,1566.83
6121,52,47216.2,48782.9,1566.72
6132,52,47988.8,48782.9,794.099
6133,57,47988.8,48782.9,794.099
5757,26,44894,48782.9,3888.9
5766,64,44894,48782.9,3888.89
5773,90,44894,48782.9,3888.88
5779,98,44894,48782.9,3888.87
5820,72,44894.1,48782.9,3888.76
5952,72,46440.8,48782.9,2342.1
6137,72,47988.8,48782.9,794.099
6222,1,48762.8,49552.3,789.502
6228,20,48762.8,49552.3,789.502
6263,10,48764,49552.3,788.302
6271,11,48764,49552.3,788.292
6279,16,48764,49552.3,788.282
6285,23,48764,49552.3,788.272
6290,34,48764,49552.3,788.262
6295,45,48764,49552.3,788.252
6299,54,48764.1,49552.3,788.242
6302,56,48764.1,49552.3,788.232
6305,58,48764.1,49552.3,788.222
6307,62,48764.1,49552.3,788.212
6308,63,48764.1,49552.3,788.202
6309,74,48764.1,49552.3,788.192
6312,88,48764.1,49552.3,788.182
6314,92,48764.1,49552.3,788.172
6315,94,48764.1,49552.3,788.162
6317,97,48764.2,49552.3,788.152
6321,17,48764.3,49552.3,788.042
6225,6,48762.8,49552.3,789.502
6223,2,48762.8,49552.3,789.502
6224,5,48762.8,49552.3,789.502
6226,14,48762.8,49552.3,789.502
6227,19,48762.8,49552.3,789.502
6262,0,48764,49552.3,788.302
6270,8,48764,49552.3,788.292
6278,18,48764,49552.3,788.282
6284,47,48764,49552.3,788.272
6289,52,48764,49552.3,788.262
6294,57,48764,49552.3,788.252
6298,61,48764.1,49552.3,788.242
6301,72,48764.1,49552.3,788.232
6304,86,48764.1,49552.3,788.222
6319,3,48764.2,49552.3,788.112
6232,26,48762.8,49552.3,789.502
6235,30,48762.8,49552.3,789.502
6233,27,48762.8,49552.3,789.502
6265,4,48764,49552.3,788.302
6273,22,48764,49552.3,788.292
6280,28,48764,49552.3,788.282
6286,48,48764,49552.3,788.272
6291,53,48764,49552.3,788.262
6316,35,48764.2,49552.3,788.152
6236,33,48762.8,49552.3,789.502
6266,13,48764,49552.3,788.302
6274,37,48764,49552.3,788.292
6281,43,48764,49552.3,788.282
6287,59,48764,49552.3,788.272
6292,66,48764,49552.3,788.262
6296,73,48764,49552.3,788.252
6300,79,48764.1,49552.3,788.242
6303,82,48764.1,49552.3,788.232
6306,99,48764.1,49552.3,788.222
6320,41,48764.2,49552.3,788.112
6238,39,48762.8,49552.3,789.502
6229,21,48762.8,49552.3,789.502
6230,24,48762.8,49552.3,789.502
6231,25,48762.8,49552.3,789.502
6234,29,48762.8,49552.3,789.502
6239,40,48762.8,49552.3,789.502
5853,70,45666.8,49552.3,3885.5
5950,70,46440.8,49552.3,3111.5
5758,32,44894,49552.3,4658.3
5813,76,44894.1,49552.3,4658.19
5953,76,46440.8,49552.3,3111.5
6268,32,48764,49552.3,788.302
6276,70,48764,49552.3,788.292
6311,76,48764.1,49552.3,788.182
6241,46,48762.8,49552.3,789.502
5743,65,44892.8,49552.3,4659.5
6051,65,47214.8,49552.3,2337.5
6135,65,47988.8,49552.3,1563.5
6248,65,48762.8,49552.3,789.502
5866,13,45668,49552.3,3884.3
5874,41,45668,49552.3,3884.29
5882,43,45668,49552.3,3884.28
5889,46,45668,49552.3,3884.27
5919,79,45668.1,49552.3,3884.16
6322,1,49536.8,50323.8,786.955
6363,0,49538,50323.8,785.755
6370,3,49538,50323.8,785.745
6376,9,49538,50323.8,785.735
6382,47,49538,50323.8,785.725
6388,52,49538,50323.8,785.715
6394,61,49538,50323.8,785.705
6399,67,49538.1,50323.8,785.695
6404,69,49538.1,50323.8,785.685
6408,83,49538.1,50323.8,785.675
6411,86,49538.1,50323.8,785.665
6413,93,49538.1,50323.8,785.655
6420,8,49538.2,50323.8,785.545
6327,15,49536.8,50323.8,786.955
6264,7,48764,50323.8,1559.76
6272,83,48764,50323.8,1559.75
6310,31,48764.1,50323.8,1559.64
6364,16,49538,50323.8,785.755
6371,17,49538,50323.8,785.745
6377,33,49538,50323.8,785.735
6383,42,49538,50323.8,785.725
6389,45,49538,50323.8,785.715
6395,53,49538,50323.8,785.705
6400,58,49538.1,50323.8,785.695
6405,84,49538.1,50323.8,785.685
6409,92,49538.1,50323.8,785.675
6412,97,49538.1,50323.8,785.665
6419,10,49538.2,50323.8,785.555
6324,4,49536.8,50323.8,786.955
6323,2,49536.8,50323.8,786.955
6330,22,49536.8,50323.8,786.955
6333,27,49536.8,50323.8,786.955
6365,5,49538,50323.8,785.755
6372,12,49538,50323.8,785.745
6378,30,49538,50323.8,785.735
6384,49,49538,50323.8,785.725
6390,55,49538,50323.8,785.715
6396,71,49538,50323.8,785.705
6401,75,49538.1,50323.8,785.695
6416,14,49538.2,50323.8,785.585
6329,19,49536.8,50323.8,786.955
6328,18,49536.8,50323.8,786.955
6332,26,49536.8,50323.8,786.955
6131,47,47988.8,50323.8,2334.96
6366,7,49538,50323.8,785.755
6373,31,49538,50323.8,785.745
6379,56,49538,50323.8,785.735
6385,63,49538,50323.8,785.725
6391,74,49538,50323.8,785.715
6397,77,49538,50323.8,785.705
6402,81,49538.1,50323.8,785.695
6406,88,49538.1,50323.8,785.685
6417,54,49538.2,50323.8,785.575
6325,11,49536.8,50323.8,786.955
6326,13,49536.8,50323.8,786.955
6331,23,49536.8,50323.8,786.955
6335,34,49536.8,50323.8,786.955
6339,41,49536.8,50323.8,786.955
6340,43,49536.8,50323.8,786.955
6342,46,49536.8,50323.8,786.955
6347,59,49536.8,50323.8,786.955
6348,62,49536.8,50323.8,786.955
6337,36,49536.8,50323.8,786.955
6244,51,48762.8,50323.8,1560.96
6345,51,49536.8,50323.8,786.955
6421,0,50310.8,51098.8,788.004
6422,1,50310.8,51098.8,788.004
6426,9,50310.8,51098.8,788.004
6423,3,50310.8,51098.8,788.004
6431,15,50310.8,51098.8,788.004
6438,36,50310.8,51098.8,788.004
6427,11,50310.8,51098.8,788.004
6429,13,50310.8,51098.8,788.004
6433,23,50310.8,51098.8,788.004
6434,32,50310.8,51098.8,788.004
6436,34,50310.8,51098.8,788.004
6435,33,50310.8,51098.8,788.004
6432,22,50310.8,51098.8,788.004
6465,4,50312,51098.8,786.804
6472,27,50312,51098.8,786.794
6479,28,50312,51098.8,786.784
6485,38,50312,51098.8,786.774
6490,44,50312,51098.8,786.764
6495,50,50312,51098.8,786.754
6515,2,50312.2,51098.8,786.644
6424,5,50310.8,51098.8,788.004
6425,6,50310.8,51098.8,788.004
6428,12,50310.8,51098.8,788.004
6430,14,50310.8,51098.8,788.004
6466,18,50312,51098.8,786.804
6473,19,50312,51098.8,786.794
6480,52,50312,51098.8,786.784
6486,57,50312,51098.8,786.774
6491,72,50312,51098.8,786.764
6496,75,50312,51098.8,786.754
6500,95,50312.1,51098.8,786.744
6504,98,50312.1,51098.8,786.734
6517,26,50312.2,51098.8,786.624
6148,12,47990,51098.8,3108.8
6158,14,47990,51098.8,3108.79
6167,30,47990,51098.8,3108.78
6176,42,47990,51098.8,3108.77
6185,55,47990,51098.8,3108.76
6193,60,47990,51098.8,3108.75
6199,71,47990.1,51098.8,3108.74
6216,49,47990.2,51098.8,3108.63
6242,49,48762.8,51098.8,2336
6443,49,50310.8,51098.8,788.004
6467,10,50312,51098.8,786.804
6474,16,50312,51098.8,786.794
6481,17,50312,51098.8,786.784
6487,42,50312,51098.8,786.774
6492,54,50312,51098.8,786.764
6497,56,50312,51098.8,786.754
6501,63,50312.1,51098.8,786.744
6505,74,50312.1,51098.8,786.734
6507,77,50312.1,51098.8,786.724
6509,92,50312.1,51098.8,786.714
6511,94,50312.1,51098.8,786.704
6518,45,50312.2,51098.8,786.594
6336,35,49536.8,51098.8,1562
6437,35,50310.8,51098.8,788.004
6334,28,49536.8,51098.8,1562
6237,38,48762.8,51098.8,2336
6338,38,49536.8,51098.8,1562
6240,44,48762.8,51098.8,2336
6341,44,49536.8,51098.8,1562
6343,48,49536.8,51098.8,1562
6442,48,50310.8,51098.8,788.004
6542,4,51086,51847.4,761.441
6552,5,51086,51847.4,761.431
6562,12,51086,51847.4,761.421
6571,27,51086,51847.4,761.411
6578,42,51086,51847.4,761.401
6584,49,51086,51847.4,761.391
6590,60,51086.1,51847.4,761.381
6596,71,51086.1,51847.4,761.371
6601,84,51086.1,51847.4,761.361
6614,6,51086.2,51847.4,761.251
6521,7,51084.8,51847.4,762.641
6520,0,51084.8,51847.4,762.641
6522,8,51084.8,51847.4,762.641
6544,1,51086,51847.4,761.441
6554,9,51086,51847.4,761.431
6564,36,51086,51847.4,761.421
6573,51,51086,51847.4,761.411
6580,67,51086,51847.4,761.401
6586,69,51086,51847.4,761.391
6592,93,51086.1,51847.4,761.381
6613,15,51086.2,51847.4,761.271
6547,20,51086,51847.4,761.441
6557,21,51086,51847.4,761.431
6566,24,51086,51847.4,761.421
6575,25,51086,51847.4,761.411
6581,40,51086,51847.4,761.401
6587,70,51086,51847.4,761.391
6593,80,51086.1,51847.4,761.381
6598,85,51086.1,51847.4,761.371
6603,96,51086.1,51847.4,761.361
6615,29,51086.2,51847.4,761.251
6543,17,51086,51847.4,761.441
6553,23,51086,51847.4,761.431
6563,37,51086,51847.4,761.421
6572,56,51086,51847.4,761.411
6579,62,51086,51847.4,761.401
6585,73,51086,51847.4,761.391
6591,78,51086.1,51847.4,761.381
6597,81,51086.1,51847.4,761.371
6602,82,51086.1,51847.4,761.361
6606,88,51086.1,51847.4,761.351
6617,11,51086.2,51847.4,761.241
6523,13,51084.8,51847.4,762.641
6528,32,51084.8,51847.4,762.641
6439,37,50310.8,51847.4,1536.64
6440,41,50310.8,51847.4,1536.64
6525,16,51084.8,51847.4,762.641
6545,35,51086,51847.4,761.441
6555,48,51086,51847.4,761.431
6609,22,51086.1,51847.4,761.321
6546,2,51086,51847.4,761.441
6556,38,51086,51847.4,761.431
6565,44,51086,51847.4,761.421
6574,50,51086,51847.4,761.411
6612,28,51086.1,51847.4,761.301
6243,50,48762.8,51847.4,3084.64
6344,50,49536.8,51847.4,2310.64
6445,53,50310.8,51847.4,1536.64
6548,10,51086,51847.4,761.441
6558,92,51086,51847.4,761.431
6567,94,51086,51847.4,761.421
6610,53,51086.1,51847.4,761.311
6524,14,51084.8,51847.4,762.641
6526,30,51084.8,51847.4,762.641
6527,31,51084.8,51847.4,762.641
6530,45,51084.8,51847.4,762.641
6531,54,51084.8,51847.4,762.641
6245,55,48762.8,51847.4,3084.64
6532,55,51084.8,51847.4,762.641
6246,60,48762.8,51847.4,3084.64
6367,6,49538,51847.4,2309.44
6414,60,49538.1,51847.4,2309.33
6448,60,50310.8,51847.4,1536.64
6050,63,47214.8,51847.4,4632.64
6150,7,47990,51847.4,3857.44
6160,16,47990,51847.4,3857.43
6169,17,47990,51847.4,3857.42
6178,31,47990,51847.4,3857.41
6186,45,47990,51847.4,3857.4
6194,54,47990,51847.4,3857.39
6200,56,47990.1,51847.4,3857.38
6205,74,47990.1,51847.4,3857.37
6208,77,47990.1,51847.4,3857.36
6210,94,47990.1,51847.4,3857.35
6221,63,47990.2,51847.4,3857.24
6534,63,51084.8,51847.4,762.641
6446,58,50310.8,51847.4,1536.64
6549,33,51086,51847.4,761.441
6559,34,51086,51847.4,761.431
6568,41,51086,51847.4,761.421
6576,59,51086,51847.4,761.411
6582,66,51086,51847.4,761.401
6588,79,51086,51847.4,761.391
6594,89,51086.1,51847.4,761.381
6599,97,51086.1,51847.4,761.371
6604,99,51086.1,51847.4,761.361
6616,58,51086.2,51847.4,761.251
6622,21,51858.8,52629.2,770.378
6624,24,51858.8,52629.2,770.378
6625,25,51858.8,52629.2,770.378
6647,11,51860,52629.2,769.178
6659,17,51860,52629.2,769.168
6670,37,51860,52629.2,769.158
6679,39,51860,52629.2,769.148
6685,56,51860,52629.2,769.138
6689,62,51860,52629.2,769.128
6691,73,51860.1,52629.2,769.118
6693,78,51860.1,52629.2,769.108
6695,82,51860.1,52629.2,769.098
6697,88,51860.1,52629.2,769.088
6713,23,51860.2,52629.2,768.978
6621,13,51858.8,52629.2,770.378
6629,32,51858.8,52629.2,770.378
6628,29,51858.8,52629.2,770.378
6632,40,51858.8,52629.2,770.378
6449,62,50310.8,52629.2,2318.38
6441,43,50310.8,52629.2,2318.38
6529,43,51084.8,52629.2,1544.38
6633,43,51858.8,52629.2,770.378
6635,46,51858.8,52629.2,770.378
6447,59,50310.8,52629.2,2318.38
6350,65,49536.8,52629.2,3092.38
6450,65,50310.8,52629.2,2318.38
6535,65,51084.8,52629.2,1544.38
6652,33,51860,52629.2,769.178
6664,66,51860,52629.2,769.168
6674,99,51860,52629.2,769.158
6705,65,51860.1,52629.2,769.048
6623,22,51858.8,52629.2,770.378
6619,2,51858.8,52629.2,770.378
6620,4,51858.8,52629.2,770.378
6626,27,51858.8,52629.2,770.378
6627,28,51858.8,52629.2,770.378
6630,35,51858.8,52629.2,770.378
6631,38,51858.8,52629.2,770.378
6634,44,51858.8,52629.2,770.378
6636,48,51858.8,52629.2,770.378
6648,5,51860,52629.2,769.178
6660,6,51860,52629.2,769.168
6671,10,51860,52629.2,769.158
6680,12,51860,52629.2,769.148
6686,16,51860,52629.2,769.138
6690,45,51860,52629.2,769.128
6692,49,51860.1,52629.2,769.118
6694,53,51860.1,52629.2,769.108
6696,60,51860.1,52629.2,769.098
6698,63,51860.1,52629.2,769.088
6699,77,51860.1,52629.2,769.078
6701,84,51860.1,52629.2,769.068
6702,92,51860.1,52629.2,769.058
6708,94,51860.1,52629.2,769.048
6714,42,51860.2,52629.2,768.938
6650,14,51860,52629.2,769.178
6662,30,51860,52629.2,769.168
6673,64,51860,52629.2,769.158
6682,75,51860,52629.2,769.148
6709,55,51860.1,52629.2,769.038
6646,3,51860,53397.5,1537.47
6658,8,51860,53397.5,1537.46
6669,9,51860,53397.5,1537.45
6678,61,51860,53397.5,1537.44
6684,86,51860,53397.5,1537.43
6710,0,51860.2,53397.5,1537.32
6715,0,52632.8,53397.5,764.666
6716,1,52632.8,53397.5,764.666
6718,8,52632.8,53397.5,764.666
6717,3,52632.8,53397.5,764.666
6719,9,52632.8,53397.5,764.666
6720,15,52632.8,53397.5,764.666
6722,24,52632.8,53397.5,764.666
6727,36,52632.8,53397.5,764.666
6724,31,52632.8,53397.5,764.666
6741,10,52634,53397.5,763.466
6750,17,52634,53397.5,763.456
6759,45,52634,53397.5,763.446
6766,54,52634,53397.5,763.436
6773,63,52634,53397.5,763.426
6779,74,52634,53397.5,763.416
6785,77,52634.1,53397.5,763.406
6791,92,52634.1,53397.5,763.396
6796,94,52634.1,53397.5,763.386
6811,16,52634.2,53397.5,763.276
6739,4,52634,53397.5,763.466
6748,6,52634,53397.5,763.456
6757,12,52634,53397.5,763.446
6764,14,52634,53397.5,763.436
6771,30,52634,53397.5,763.426
