Instance,CHID,StartTime,Duration_s,Successful
3141,8,96159.5,36.1809,Yes
3142,31,96195.7,27.1345,Yes
3143,10,96222.8,12.416,Yes
3144,5,96235.3,17.3439,Yes
3145,27,96252.6,35.4622,Yes
3146,35,96288.1,22.4238,Yes
3147,17,96310.5,3.80105,Yes
3148,13,96314.3,3.70433,Yes
3149,23,96318,16.1433,Yes
3150,40,96334.1,18.8731,Yes
3151,62,96353,17.049,Yes
3152,43,96370.1,24.7887,Yes
3153,65,96394.8,22.0005,Yes
3154,48,96416.9,27.7118,Yes
3155,38,96444.6,25.289,Yes
3156,44,96469.9,36.7567,Yes
3157,50,96506.6,36.9755,Yes
3158,53,96543.6,19.2079,Yes
3159,42,96562.8,34.9235,Yes
3160,45,96597.7,33.9533,Yes
3161,49,96631.7,19.9326,Yes
3162,54,96651.6,9.79315,Yes
3163,47,96661.4,5.40307,Yes
3164,52,96666.8,37.0249,Yes
3165,11,96809.9,13.5033,Yes
3166,16,96823.4,25.989,Yes
3167,4,96849.4,14.7537,Yes
3168,2,96864.1,33.271,Yes
3169,22,96897.4,21.082,Yes
3170,27,96918.5,18.9968,Yes
3171,38,96937.5,29.3874,Yes
3172,44,96966.9,36.7567,Yes
3173,50,97003.6,36.9755,Yes
3174,53,97040.6,19.2079,Yes
3175,49,97059.8,27.2899,Yes
3176,31,97087.1,19.3811,Yes
3177,15,97106.5,15.1534,Yes
3178,1,97121.6,37.5532,Yes
3179,29,97159.2,22.4255,Yes
3180,23,97181.6,29.3443,Yes
3181,32,97211,24.9032,Yes
3182,34,97235.9,24.1186,Yes
3183,37,97260,32.9199,Yes
3184,41,97292.9,35.1247,Yes
3185,46,97328,27.7819,Yes
3186,58,97355.8,12.1444,Yes
3187,56,97367.9,13.8004,Yes
3188,36,97381.7,32.0215,Yes
3189,51,97413.8,35.4912,Yes
3190,61,97449.3,26.9544,Yes
3191,1,97581.3,37.076,Yes
3192,8,97618.4,19.7884,Yes
3193,7,97638.2,26.5684,Yes
3194,6,97676.6,36.5935,Yes
3195,10,97713.1,28.9874,Yes
3196,11,97742.1,16.867,Yes
3197,16,97759,25.989,Yes
3198,12,97785,31.3625,Yes
3199,14,97816.4,32.2847,Yes
3200,30,97848.6,36.7941,Yes
3201,18,97885.4,14.9431,Yes
3202,52,97900.4,37.1427,Yes
3203,31,97937.5,20.7248,Yes
3204,15,97958.2,15.1534,Yes
3205,25,97973.4,29.398,Yes
3206,23,98002.8,7.88649,Yes
3207,32,98010.7,24.9032,Yes
3208,34,98035.6,24.1186,Yes
3209,45,98059.7,22.8186,Yes
3210,35,98082.5,13.9017,Yes
3211,22,98096.4,37.6057,Yes
3212,42,98134,13.3879,Yes
3213,48,98147.4,19.2629,Yes
3214,50,98166.7,26.5568,Yes
3215,53,98193.2,19.2079,Yes
3216,49,98212.4,27.2899,Yes
3217,54,98239.7,9.79315,Yes
3218,36,98249.5,25.7464,Yes
3219,11,98358.9,31.4029,Yes
3220,13,98390.3,14.0138,Yes
3221,23,98404.4,16.1433,Yes
3222,20,98420.5,30.4908,Yes
3223,15,98451,29.6114,Yes
3224,0,98480.6,26.9621,Yes
3225,8,98507.6,37.3692,Yes
3226,51,98544.9,25.2873,Yes
3227,21,98570.2,21.6954,Yes
3228,24,98591.9,36.2683,Yes
3229,25,98628.2,37.7144,Yes
3230,29,98665.9,34.4129,Yes
3231,32,98700.3,26.5612,Yes
3232,34,98726.9,24.1186,Yes
3233,33,98751,33.1946,Yes
3234,37,98784.2,8.22059,Yes
3235,39,98792.4,30.3299,Yes
3236,40,98822.7,29.2456,Yes
3237,62,98852,17.049,Yes
3238,41,98869,32.1107,Yes
3239,43,98901.1,36.9233,Yes
3240,46,98938.1,33.7277,Yes
3241,58,98971.8,12.1444,Yes
3242,53,98983.9,19.3897,Yes
3243,5,99003.3,32.2985,Yes
3244,2,99128.9,30.021,Yes
3245,4,99158.9,33.271,Yes
3246,5,99192.2,33.9319,Yes
3247,6,99226.1,36.7368,Yes
3248,12,99262.8,37.4753,Yes
3249,14,99300.3,32.2847,Yes
3250,26,99332.6,23.1073,Yes
3251,0,99355.7,7.45869,Yes
3252,1,99363.2,21.8373,Yes
3253,15,99385,37.5532,Yes
3254,21,99422.5,20.6902,Yes
3255,24,99443.2,36.2683,Yes
3256,25,99479.5,37.7144,Yes
3257,40,99517.2,32.646,Yes
3258,70,99549.9,34.9556,Yes
3259,56,99584.8,17.3427,Yes
3260,51,99602.2,20.28,Yes
3261,61,99622.4,26.9544,Yes
3262,47,99649.4,35.6625,Yes
3263,30,99685.1,9.71478,Yes
3264,27,99694.8,19.4758,Yes
3265,22,99714.3,18.9968,Yes
3266,28,99733.2,34.9443,Yes
3267,35,99768.2,34.024,Yes
3268,2,99904.8,21.0108,Yes
3269,4,99925.8,33.271,Yes
3270,6,99959,34.532,Yes
3271,22,99993.6,20.1483,Yes
3272,27,100014,18.9968,Yes
3273,28,100033,28.4676,Yes
3274,35,100061,34.024,Yes
3275,33,100095,30.5634,Yes
3276,41,100126,29.5704,Yes
3277,32,100155,29.502,Yes
3278,39,100185,23.5905,Yes
3279,51,100208,23.0263,Yes
3280,69,100231,36.6336,Yes
3281,3,100268,22.2794,Yes
3282,57,100290,34.3274,Yes
3283,30,100325,9.69776,Yes
3284,49,100334,37.1742,Yes
3285,55,100372,36.9172,Yes
3286,60,100409,37.4705,Yes
3287,63,100446,21.5772,Yes
3288,71,100468,24.2306,Yes
3289,46,100527,21.3524,Yes
3290,59,100549,28.6462,Yes
3291,7,100669,5.15676,Yes
3292,10,100674,10.659,Yes
3293,4,100684,25.2341,Yes
3294,2,100710,33.271,Yes
3295,22,100743,21.082,Yes
3296,31,100792,32.3288,Yes
3297,11,100824,22.9043,Yes
3298,13,100847,14.0138,Yes
3299,61,100913,29.6746,Yes
3300,51,100942,26.9544,Yes
3301,27,101006,32.8567,Yes
3302,28,101039,28.4676,Yes
3303,35,101068,34.024,Yes
3304,38,101102,20.9425,Yes
3305,44,101123,36.7567,Yes
3306,48,101159,32.8131,Yes
3307,50,101192,26.5568,Yes
3308,53,101219,19.2079,Yes
3309,45,101238,28.5658,Yes
3310,23,101267,28.5863,Yes
3311,32,101295,24.9032,Yes
3312,37,101320,35.8694,Yes
3313,2,101451,33.6343,Yes
3314,6,101485,20.4247,Yes
3315,10,101506,28.9874,Yes
3316,11,101535,16.867,Yes
3317,16,101551,25.989,Yes
3318,17,101577,35.0947,Yes
3319,1,101639,24.3637,Yes
3320,15,101664,37.5532,Yes
3321,3,101701,3.30804,Yes
3322,19,101705,29.0353,Yes
3323,14,101734,23.4923,Yes
3324,30,101757,36.7941,Yes
3325,31,101794,18.3045,Yes
3326,23,101812,21.6184,Yes
3327,25,101834,7.88649,Yes
3328,21,101842,37.1126,Yes
3329,24,101879,36.2683,Yes
3330,29,101915,32.5616,Yes
3331,32,101948,26.5612,Yes
3332,34,101974,24.1186,Yes
3333,33,101998,33.1946,Yes
3334,22,102032,29.0856,Yes
3335,35,102061,37.6057,Yes
3336,44,102098,30.6695,Yes
3337,13,102218,34.0235,Yes
3338,32,102252,32.2942,Yes
3339,20,102284,16.32,Yes
3340,21,102301,32.9032,Yes
3341,24,102333,36.2683,Yes
3342,25,102370,37.7144,Yes
3343,29,102407,34.4129,Yes
3344,36,102442,30.726,Yes
3345,0,102473,15.9677,Yes
3346,51,102488,26.2408,Yes
3347,39,102515,23.0263,Yes
3348,37,102538,30.3299,Yes
3349,33,102568,8.22059,Yes
3350,22,102576,29.0856,Yes
3351,2,102605,21.082,Yes
3352,4,102626,33.271,Yes
3353,14,102660,20.1518,Yes
3354,27,102680,27.4607,Yes
3355,28,102707,28.4676,Yes
3356,35,102736,34.024,Yes
3357,38,102770,20.9425,Yes
3358,44,102791,36.7567,Yes
3359,48,102828,32.8131,Yes
3360,42,102860,19.2629,Yes
3361,45,102880,33.9533,Yes
3362,10,102992,37.6296,Yes
3363,11,103029,16.867,Yes
3364,13,103046,14.0138,Yes
3365,23,103060,16.1433,Yes
3366,16,103076,25.3981,Yes
3367,12,103102,31.3625,Yes
3368,2,103133,5.16721,Yes
3369,22,103138,21.082,Yes
3370,27,103159,18.9968,Yes
3371,28,103178,28.4676,Yes
3372,35,103207,34.024,Yes
3373,38,103241,20.9425,Yes
3374,44,103262,36.7567,Yes
3375,48,103299,32.8131,Yes
3376,50,103331,26.5568,Yes
3377,84,103358,8.12161,Yes
3378,31,103366,14.7304,Yes
3379,3,103381,15.0222,Yes
3380,47,103396,36.6916,Yes
3381,54,103433,5.40307,Yes
3382,20,103438,17.5941,Yes
3383,21,103456,32.9032,Yes
3384,24,103488,36.2683,Yes
3385,25,103525,37.7144,Yes
3386,29,103562,34.4129,Yes
3387,32,103597,26.5612,Yes
3388,37,103623,35.8694,Yes
3389,39,103659,30.3299,Yes
3390,0,103784,25.015,Yes
3391,1,103809,21.8373,Yes
3392,9,103831,32.1671,Yes
3393,21,103884,36.819,Yes
3394,40,103921,35.1046,Yes
3395,32,103956,28.4555,Yes
3396,34,103985,24.1186,Yes
3397,16,104009,20.0959,Yes
3398,5,104029,18.5951,Yes
3399,2,104048,25.1559,Yes
3400,22,104073,21.082,Yes
3401,28,104094,34.9443,Yes
3402,35,104129,34.024,Yes
3403,38,104163,20.9425,Yes
3404,44,104184,36.7567,Yes
3405,48,104220,32.8131,Yes
3406,50,104253,26.5568,Yes
3407,56,104336,9.06967,Yes
3408,31,104345,34.2218,Yes
3409,45,104380,31.9635,Yes
3410,41,104412,15.6651,Yes
3411,43,104427,36.9233,Yes
3412,0,104543,12.727,Yes
3413,1,104556,21.8373,Yes
3414,15,104577,37.5532,Yes
3415,20,104615,29.6114,Yes
3416,21,104645,32.9032,Yes
3417,24,104677,36.2683,Yes
3418,25,104714,37.7144,Yes
3419,29,104751,34.4129,Yes
3420,36,104786,30.726,Yes
3421,7,104817,12.1318,Yes
3422,18,104829,17.086,Yes
3423,26,104846,35.8884,Yes
3424,49,104882,22.1194,Yes
3425,27,104904,26.8704,Yes
3426,22,104931,18.9968,Yes
3427,28,104950,34.9443,Yes
3428,37,105020,24.2095,Yes
3429,39,105044,30.3299,Yes
3430,40,105075,29.2456,Yes
3431,62,105104,17.049,Yes
3432,54,105121,30.7207,Yes
3433,58,105170,33.7819,Yes
3434,46,105204,12.1444,Yes
3435,59,105216,28.6462,Yes
3436,8,105330,26.6141,Yes
3437,18,105357,27.9485,Yes
3438,52,105385,37.1427,Yes
3439,31,105422,20.7248,Yes
3440,6,105443,9.05119,Yes
3441,2,105452,20.4247,Yes
3442,5,105472,25.1559,Yes
3443,10,105498,17.3439,Yes
3444,11,105515,16.867,Yes
3445,13,105532,14.0138,Yes
3446,33,105546,15.4397,Yes
3447,16,105561,25.1022,Yes
3448,12,105586,31.3625,Yes
3449,27,105618,29.5741,Yes
3450,38,105647,29.3874,Yes
3451,48,105677,25.289,Yes
3452,42,105702,19.2629,Yes
3453,45,105721,33.9533,Yes
3454,39,105755,16.8938,Yes
3455,36,105772,33.8281,Yes
3456,51,105806,35.4912,Yes
3457,56,105841,20.28,Yes
3458,41,105862,11.8571,Yes
3459,65,105873,18.6314,Yes
3460,82,105892,4.8799,Yes
3461,57,105930,21.506,Yes
3462,61,105952,26.8977,Yes
3463,67,105978,32.9957,Yes
3464,15,106109,26.215,Yes
3465,47,106136,4.15374,Yes
3466,26,106140,30.808,Yes
3467,14,106170,23.1073,Yes
3468,4,106194,20.1518,Yes
3469,30,106214,11.866,Yes
3470,49,106226,37.1742,Yes
3471,55,106263,36.9172,Yes
3472,60,106300,37.4705,Yes
3473,63,106337,21.5772,Yes
3474,17,106359,33.3008,Yes
3475,23,106392,34.402,Yes
3476,33,106426,12.5457,Yes
3477,35,106439,30.5634,Yes
3478,38,106470,20.9425,Yes
3479,50,106491,37.6044,Yes
3480,65,106566,22.1294,Yes
3481,79,106588,31.8059,Yes
3482,68,106620,29.4545,Yes
3483,84,106697,26.7885,Yes
3484,75,106724,21.3172,Yes
3485,64,106746,34.3114,Yes
3486,43,106871,37.3528,Yes
3487,59,106908,36.846,Yes
3488,16,106945,11.3641,Yes
3489,7,106956,30.5835,Yes
3490,3,106987,18.3173,Yes
3491,9,107005,25.4175,Yes
3492,1,107031,32.1671,Yes
3493,25,107063,32.0606,Yes
3494,70,107095,24.6227,Yes
3495,56,107120,17.3427,Yes
3496,73,107137,18.3238,Yes
3497,68,107155,6.38608,Yes
3498,87,107162,37.8309,Yes
3499,89,107200,14.916,Yes
3500,22,107214,22.0144,Yes
3501,2,107236,21.082,Yes
3502,27,107258,34.8334,Yes
3503,28,107292,28.4676,Yes
3504,38,107321,34.6789,Yes
3505,44,107355,36.7567,Yes
3506,50,107392,36.9755,Yes
3507,53,107429,19.2079,Yes
3508,30,107448,17.1419,Yes
3509,18,107466,14.9431,Yes
3510,19,107481,33.8656,Yes
3511,26,107514,35.8401,Yes
3512,0,107639,23.9785,Yes
3513,3,107663,36.1523,Yes
3514,7,107700,18.3173,Yes
3515,10,107718,10.659,Yes
3516,11,107729,16.867,Yes
3517,16,107745,25.989,Yes
3518,17,107771,35.0947,Yes
3519,20,107807,6.23332,Yes
3520,23,107813,30.4908,Yes
3521,32,107843,24.9032,Yes
3522,34,107868,24.1186,Yes
3523,33,107892,33.1946,Yes
3524,22,107925,29.0856,Yes
3525,27,107955,18.9968,Yes
3526,14,107974,27.4607,Yes
3527,19,108001,23.4923,Yes
3528,18,108024,33.8656,Yes
3529,26,108058,35.8884,Yes
3530,47,108094,30.808,Yes
3531,52,108125,37.0249,Yes
3532,57,108162,37.0837,Yes
3533,64,108199,31.3034,Yes
3534,71,108230,18.8113,Yes
3535,35,108249,13.6408,Yes
3536,28,108263,34.024,Yes
3537,38,108297,34.6789,Yes
3538,11,108420,32.7978,Yes
3539,7,108453,8.60552,Yes
3540,8,108462,26.5684,Yes
3541,1,108488,19.7884,Yes
3542,15,108508,37.5532,Yes
3543,20,108546,29.6114,Yes
3544,23,108575,30.4908,Yes
3545,31,108606,21.6184,Yes
3546,12,108627,21.1756,Yes
3547,14,108649,32.2847,Yes
3548,19,108681,23.4923,Yes
3549,18,108704,33.8656,Yes
3550,26,108738,35.8884,Yes
3551,30,108774,29.6191,Yes
3552,27,108804,19.4758,Yes
3553,22,108823,18.9968,Yes
3554,28,108842,34.9443,Yes
3555,35,108877,34.024,Yes
3556,38,108911,20.9425,Yes
3557,44,108932,36.7567,Yes
3558,48,108969,32.8131,Yes
3559,42,109002,19.2629,Yes
3560,45,109021,33.9533,Yes
3561,34,109055,22.8186,Yes
3562,32,109078,24.1186,Yes
3563,0,109191,33.374,Yes
3564,8,109224,37.3692,Yes
3565,51,109261,25.2873,Yes
3566,24,109287,31.9595,Yes
3567,40,109319,29.9054,Yes
3568,23,109349,18.8731,Yes
3569,37,109368,33.5338,Yes
3570,41,109401,35.1247,Yes
3571,43,109436,36.9233,Yes
3572,46,109473,33.7277,Yes
3573,58,109507,12.1444,Yes
3574,45,109519,28.3702,Yes
3575,54,109562,30.5007,Yes
3576,49,109592,9.79315,Yes
3577,14,109602,36.5005,Yes
3578,30,109638,36.7941,Yes
3579,53,109675,17.1419,Yes
3580,28,109692,27.7929,Yes
3581,65,109720,9.82779,Yes
3582,59,109730,28.7284,Yes
3583,62,109759,27.4153,Yes
3584,56,109786,33.8787,Yes
3585,61,109820,7.30781,Yes
3586,57,109827,26.8977,Yes
3587,64,109854,31.3034,Yes
3588,5,109977,30.8672,Yes
3589,4,110008,33.9319,Yes
3590,12,110041,31.2294,Yes
3591,7,110073,26.9696,Yes
3592,3,110100,18.3173,Yes
3593,9,110118,25.4175,Yes
3594,1,110143,32.1671,Yes
3595,20,110176,30.0797,Yes
3596,21,110206,32.9032,Yes
3597,24,110239,36.2683,Yes
3598,25,110275,37.7144,Yes
3599,29,110313,34.4129,Yes
3600,32,110347,26.5612,Yes
3601,37,110374,35.8694,Yes
3602,40,110409,24.19,Yes
3603,70,110434,34.9556,Yes
3604,56,110469,17.3427,Yes
3605,63,110486,33.6002,Yes
3606,19,110519,20.1551,Yes
3607,18,110540,33.8656,Yes
3608,26,110574,35.8884,Yes
3609,47,110609,30.808,Yes
3610,32,110734,32.4828,Yes
3611,40,110766,28.4555,Yes
3612,24,110795,29.9054,Yes
3613,15,110824,31.4733,Yes
3614,31,110856,15.1534,Yes
3615,6,110871,9.05119,Yes
3616,2,110880,20.4247,Yes
3617,5,110901,25.1559,Yes
3618,12,110926,35.929,Yes
3619,14,110962,32.2847,Yes
3620,19,110994,23.4923,Yes
3621,30,111017,31.5532,Yes
3622,16,111049,15.383,Yes
3623,22,111064,1.65693,Yes
3624,33,111066,29.0856,Yes
3625,35,111095,30.5634,Yes
3626,38,111126,20.9425,Yes
3627,48,111147,25.289,Yes
3628,53,111172,33.3412,Yes
3629,49,111205,27.2899,Yes
3630,55,111233,36.9172,Yes
3631,52,111269,1.01347,Yes
3632,47,111270,37.0249,Yes
3633,57,111307,34.5621,Yes
3634,64,111342,31.3034,Yes
3635,60,111373,29.5417,Yes
3636,71,111403,36.7854,Yes
3637,41,111543,12.8433,Yes
3638,16,111556,9.59082,Yes
3639,7,111566,30.5835,Yes
3640,14,111596,15.5907,Yes
3641,30,111612,36.7941,Yes
3642,18,111649,14.9431,Yes
3643,52,111664,37.1427,Yes
3644,55,111701,1.01347,Yes
3645,49,111702,36.9172,Yes
3646,45,111739,19.9326,Yes
3647,34,111759,22.8186,Yes
3648,32,111782,24.1186,Yes
3649,43,111806,28.1877,Yes
3650,46,111834,33.7277,Yes
3651,66,111868,28.6375,Yes
3652,22,111896,13.7375,Yes
3653,50,111910,23.9379,Yes
3654,53,111934,19.2079,Yes
3655,60,111953,24.9437,Yes
3656,72,111978,11.7621,Yes
3657,57,111990,37.3702,Yes
3658,75,112027,22.5719,Yes
3659,67,112050,4.52992,Yes
3660,62,112054,14.8408,Yes
3661,70,112069,31.2884,Yes
3662,21,112100,26.6498,Yes
3663,81,112127,3.29645,Yes
3664,69,112130,29.5087,Yes
3665,83,112160,27.0187,Yes
3666,0,112275,6.65254,Yes
3667,1,112282,21.8373,Yes
3668,8,112303,19.7884,Yes
3669,3,112323,36.1809,Yes
3670,7,112359,18.3173,Yes
3671,6,112378,19.7606,Yes
3672,2,112397,20.4247,Yes
3673,4,112418,33.271,Yes
3674,10,112451,25.2341,Yes
3675,11,112476,16.867,Yes
3676,9,112493,13.7444,Yes
3677,19,112507,15.217,Yes
3678,18,112522,33.8656,Yes
3679,26,112556,35.8884,Yes
3680,31,112592,7.7262,Yes
3681,16,112600,31.2815,Yes
3682,17,112631,35.0947,Yes
3683,23,112681,10.7588,Yes
3684,20,112692,30.4908,Yes
3685,21,112722,32.9032,Yes
3686,25,112755,37.1126,Yes
3687,29,112792,34.4129,Yes
3688,32,112827,26.5612,Yes
3689,34,112853,24.1186,Yes
3690,33,112878,33.1946,Yes
3691,22,112911,29.0856,Yes
3692,27,112940,18.9968,Yes
3693,7,113054,26.2415,Yes
3694,5,113080,7.15211,Yes
3695,2,113087,25.1559,Yes
3696,6,113112,20.4247,Yes
3697,10,113132,28.9874,Yes
3698,12,113161,28.4245,Yes
3699,14,113190,32.2847,Yes
3700,27,113222,27.4607,Yes
3701,28,113250,28.4676,Yes
3702,35,113278,34.024,Yes
3703,16,113312,18.4977,Yes
3704,17,113331,35.0947,Yes
3705,13,113366,3.70433,Yes
3706,33,113369,15.4397,Yes
3707,37,113385,8.22059,Yes
3708,39,113393,30.3299,Yes
3709,21,113423,25.3648,Yes
3710,24,113449,36.2683,Yes
3711,25,113485,37.7144,Yes
3712,40,113523,32.646,Yes
3713,62,113555,17.049,Yes
3714,31,113572,19.3057,Yes
3715,30,113592,18.3045,Yes
3716,18,113610,14.9431,Yes
3717,47,113625,34.5107,Yes
3718,52,113660,37.0249,Yes
3719,55,113697,1.01347,Yes
3720,42,113698,27.9183,Yes
3721,45,113725,33.9533,Yes
3722,0,113846,18.6032,Yes
3723,1,113865,21.8373,Yes
3724,20,113886,30.0797,Yes
3725,21,113916,32.9032,Yes
3726,24,113949,36.2683,Yes
3727,25,113986,37.7144,Yes
3728,29,114023,34.4129,Yes
3729,32,114058,26.5612,Yes
3730,13,114084,32.2942,Yes
3731,41,114117,34.9598,Yes
3732,10,114152,18.819,Yes
3733,4,114170,25.2341,Yes
3734,2,114196,33.271,Yes
3735,22,114229,21.082,Yes
3736,27,114250,18.9968,Yes
3737,14,114269,27.4607,Yes
3738,26,114296,23.1073,Yes
3739,3,114320,26.0639,Yes
3740,57,114346,34.3274,Yes
3741,30,114380,9.69776,Yes
3742,42,114390,29.8509,Yes
3743,35,114419,22.4056,Yes
3744,28,114442,34.024,Yes
3745,38,114476,34.6789,Yes
3746,10,114605,31.646,Yes
3747,6,114636,28.9874,Yes
3748,2,114665,20.4247,Yes
3749,22,114686,21.082,Yes
3750,16,114707,1.65693,Yes
3751,11,114709,25.989,Yes
3752,25,114735,8.50448,Yes
3753,21,114743,37.1126,Yes
3754,24,114780,36.2683,Yes
3755,29,114816,32.5616,Yes
3756,36,114849,30.726,Yes
3757,0,114880,15.9677,Yes
3758,3,114896,36.1523,Yes
3759,8,114932,36.1809,Yes
3760,18,114968,27.9485,Yes
3761,31,115016,34.6628,Yes
3762,45,115050,31.9635,Yes
3763,33,115082,25.0541,Yes
3764,43,115107,27.8671,Yes
3765,46,115135,33.7277,Yes
3766,58,115169,12.1444,Yes
3767,48,115181,18.1429,Yes
3768,38,115199,25.289,Yes
3769,44,115224,36.7567,Yes
3770,50,115261,36.9755,Yes
3771,17,115380,34.248,Yes
3772,7,115414,20.3195,Yes
3773,14,115435,15.5907,Yes
3774,26,115450,23.1073,Yes
3775,31,115473,7.7262,Yes
3776,15,115481,15.1534,Yes
3777,1,115496,37.5532,Yes
3778,25,115534,32.0606,Yes
3779,29,115566,34.4129,Yes
3780,39,115600,35.3992,Yes
3781,40,115636,29.2456,Yes
3782,70,115665,34.9556,Yes
3783,43,115700,17.113,Yes
3784,59,115717,36.846,Yes
3785,65,115754,28.7284,Yes
3786,22,115783,30.3496,Yes
3787,27,115813,18.9968,Yes
3788,35,115832,22.4238,Yes
3789,44,115854,30.6695,Yes
3790,53,115885,25.8124,Yes
3791,49,115911,27.2899,Yes
3792,54,115938,9.79315,Yes
3793,56,115961,24.8442,Yes
3794,61,115986,7.30781,Yes
3795,57,115993,26.8977,Yes
3796,64,116020,31.3034,Yes
3797,55,116052,32.2514,Yes
3798,13,116183,34.4707,Yes
3799,11,116217,14.0138,Yes
3800,9,116231,13.7444,Yes
3801,0,116245,32.5974,Yes
3802,1,116277,21.8373,Yes
3803,8,116299,19.7884,Yes
3804,3,116319,36.1809,Yes
3805,20,116371,20.3235,Yes
3806,21,116391,32.9032,Yes
3807,24,116424,36.2683,Yes
3808,25,116460,37.7144,Yes
3809,23,116498,7.88649,Yes
3810,29,116506,29.3443,Yes
3811,36,116535,30.726,Yes
3812,39,116566,33.8281,Yes
3813,40,116600,29.2456,Yes
3814,62,116629,17.049,Yes
3815,33,116646,17.474,Yes
3816,53,116663,24.8915,Yes
3817,2,116688,21.0302,Yes
3818,28,116709,33.2126,Yes
3819,65,116743,9.82779,Yes
3820,58,116752,30.7418,Yes
3821,54,116783,17.2367,Yes
3822,19,116800,14.1754,Yes
3823,18,116815,33.8656,Yes
3824,46,116943,36.9136,Yes
3825,65,116980,4.86626,Yes
3826,10,116985,24.1767,Yes
3827,11,117009,16.867,Yes
3828,25,117026,8.50448,Yes
3829,15,117034,29.398,Yes
3830,0,117064,26.9621,Yes
3831,26,117091,7.45869,Yes
3832,14,117098,23.1073,Yes
3833,12,117121,32.2847,Yes
3834,22,117154,9.4996,Yes
3835,27,117163,18.9968,Yes
3836,28,117182,28.4676,Yes
3837,35,117210,34.024,Yes
3838,38,117245,20.9425,Yes
3839,44,117265,36.7567,Yes
3840,48,117302,32.8131,Yes
3841,66,117335,4.52353,Yes
3842,68,117340,22.9937,Yes
3843,73,117363,6.38608,Yes
3844,39,117369,28.2566,Yes
3845,21,117397,25.3648,Yes
3846,24,117423,36.2683,Yes
3847,36,117459,31.7998,Yes
3848,40,117491,19.335,Yes
3849,70,117510,34.9556,Yes
3850,76,117545,33.3234,Yes
3851,78,117578,19.0106,Yes
3852,51,117597,24.6618,Yes
3853,2,117716,15.5219,Yes
3854,4,117732,33.271,Yes
3855,10,117765,25.2341,Yes
3856,11,117790,16.867,Yes
3857,9,117807,13.7444,Yes
3858,0,117821,32.5974,Yes
3859,1,117854,21.8373,Yes
3860,8,117875,19.7884,Yes
3861,3,117895,36.1809,Yes
3862,15,117931,3.30804,Yes
3863,20,117935,29.6114,Yes
3864,17,117964,6.23332,Yes
3865,16,117971,35.0947,Yes
3866,22,118006,1.65693,Yes
3867,27,118007,18.9968,Yes
3868,28,118026,28.4676,Yes
3869,35,118055,34.024,Yes
3870,33,118089,30.5634,Yes
3871,23,118119,12.5457,Yes
3872,25,118132,7.88649,Yes
3873,21,118140,37.1126,Yes
3874,24,118177,36.2683,Yes
3875,29,118213,32.5616,Yes
3876,32,118246,26.5612,Yes
3877,34,118272,24.1186,Yes
3878,37,118296,32.9199,Yes
3879,39,118329,30.3299,Yes
3880,31,118360,18.2545,Yes
3881,36,118465,25.277,Yes
3882,1,118490,34.7043,Yes
3883,21,118525,25.5998,Yes
3884,40,118551,35.1046,Yes
3885,37,118586,24.19,Yes
3886,41,118610,35.1247,Yes
3887,45,118645,15.6651,Yes
3888,2,118681,30.0577,Yes
3889,5,118711,25.1559,Yes
3890,6,118736,36.7368,Yes
3891,14,118773,31.1693,Yes
3892,19,118804,23.4923,Yes
3893,3,118828,29.0353,Yes
3894,26,118857,26.0639,Yes
3895,30,118883,29.6191,Yes
3896,27,118912,19.4758,Yes
3897,22,118932,18.9968,Yes
3898,28,118951,34.9443,Yes
3899,35,118986,34.024,Yes
3900,38,119020,20.9425,Yes
3901,44,119041,36.7567,Yes
3902,48,119077,32.8131,Yes
3903,50,119110,26.5568,Yes
3904,53,119137,19.2079,Yes
3905,5,119248,14.6119,Yes
3906,2,119263,25.1559,Yes
3907,4,119288,33.271,Yes
3908,6,119321,34.532,Yes
3909,12,119356,37.4753,Yes
3910,14,119393,32.2847,Yes
3911,27,119425,27.4607,Yes
3912,22,119453,18.9968,Yes
3913,28,119472,34.9443,Yes
3914,35,119507,34.024,Yes
3915,17,119541,3.80105,Yes
3916,20,119544,6.23332,Yes
3917,1,119551,30.0797,Yes
3918,15,119581,37.5532,Yes
3919,47,119618,4.15374,Yes
3920,30,119623,9.71478,Yes
3921,49,119632,37.1742,Yes
3922,53,119669,27.2899,Yes
3923,33,119697,24.8915,Yes
3924,37,119722,8.22059,Yes
3925,32,119730,35.8694,Yes
3926,46,119766,20.4482,Yes
3927,58,119786,12.1444,Yes
3928,48,119798,18.1429,Yes
3929,38,119816,25.289,Yes
3930,44,119842,36.7567,Yes
3931,50,119878,36.9755,Yes
3932,2,120027,33.2378,Yes
3933,4,120060,33.271,Yes
3934,10,120094,25.2341,Yes
3935,7,120119,10.659,Yes
3936,0,120130,17.7576,Yes
3937,1,120147,21.8373,Yes
3938,8,120169,19.7884,Yes
3939,3,120189,36.1809,Yes
3940,9,120225,25.4175,Yes
3941,11,120251,13.7444,Yes
3942,16,120264,25.989,Yes
3943,12,120290,31.3625,Yes
3944,17,120322,13.4941,Yes
3945,20,120335,6.23332,Yes
3946,15,120341,29.6114,Yes
3947,21,120371,20.6902,Yes
3948,24,120392,36.2683,Yes
3949,25,120428,37.7144,Yes
3950,23,120466,7.88649,Yes
3951,29,120474,29.3443,Yes
3952,32,120503,26.5612,Yes
3953,39,120529,23.5905,Yes
3954,36,120553,33.8281,Yes
