Instance,CHID,StartTime,Duration_s,Successful
7554,65,230381,9.82779,Yes
7555,46,230391,4.86626,Yes
7556,32,230396,20.4482,Yes
7557,20,230416,16.32,Yes
7558,21,230433,32.9032,Yes
7559,25,230466,37.1126,Yes
7560,29,230503,34.4129,Yes
7561,40,230537,36.2629,Yes
7562,70,230573,34.9556,Yes
7563,1,230715,34.2237,Yes
7564,20,230749,30.0797,Yes
7565,11,230779,30.6378,Yes
7566,7,230810,8.60552,Yes
7567,5,230818,7.15211,Yes
7568,2,230825,25.1559,Yes
7569,4,230851,33.271,Yes
7570,6,230884,34.532,Yes
7571,10,230918,28.9874,Yes
7572,12,230947,28.4245,Yes
7573,14,230976,32.2847,Yes
7574,19,231008,23.4923,Yes
7575,18,231032,33.8656,Yes
7576,26,231065,35.8884,Yes
7577,30,231101,29.6191,Yes
7578,16,231131,15.383,Yes
7579,17,231146,35.0947,Yes
7580,23,231181,34.402,Yes
7581,21,231224,20.572,Yes
7582,24,231245,36.2683,Yes
7583,29,231281,32.5616,Yes
7584,39,231313,35.3992,Yes
7585,34,231349,16.9226,Yes
7586,33,231366,33.1946,Yes
7587,6,231476,9.59803,Yes
7588,7,231485,19.7606,Yes
7589,8,231505,26.5684,Yes
7590,15,231532,26.1684,Yes
7591,24,231558,31.4733,Yes
7592,25,231589,37.7144,Yes
7593,29,231627,34.4129,Yes
7594,32,231661,26.5612,Yes
7595,40,231688,28.4555,Yes
7596,62,231716,17.049,Yes
7597,31,231734,19.3057,Yes
7598,42,231753,27.0575,Yes
7599,22,231780,13.3879,Yes
7600,27,231793,18.9968,Yes
7601,28,231812,28.4676,Yes
7602,35,231841,34.024,Yes
7603,33,231875,30.5634,Yes
7604,41,231905,29.5704,Yes
7605,45,231935,15.6651,Yes
7606,49,231951,19.9326,Yes
7607,53,231971,27.2899,Yes
7608,38,231998,11.2348,Yes
7609,44,232009,36.7567,Yes
7610,48,232046,32.8131,Yes
7611,50,232079,26.5568,Yes
7612,52,232140,33.1468,Yes
7613,0,232269,24.3696,Yes
7614,1,232294,21.8373,Yes
7615,8,232315,19.7884,Yes
7616,3,232335,36.1809,Yes
7617,7,232371,18.3173,Yes
7618,6,232390,19.7606,Yes
7619,10,232409,28.9874,Yes
7620,16,232438,35.0908,Yes
7621,17,232474,35.0947,Yes
7622,31,232509,25.8588,Yes
7623,9,232534,31.5429,Yes
7624,15,232566,34.921,Yes
7625,25,232601,29.398,Yes
7626,51,232630,29.9341,Yes
7627,27,232702,34.3618,Yes
7628,28,232737,28.4676,Yes
7629,53,232765,27.7929,Yes
7630,33,232793,24.8915,Yes
7631,37,232818,8.22059,Yes
7632,46,232826,19.5695,Yes
7633,58,232846,12.1444,Yes
7634,42,232858,11.9071,Yes
7635,19,232870,16.3348,Yes
7636,18,232886,33.8656,Yes
7637,26,232920,35.8884,Yes
7638,11,233047,29.1409,Yes
7639,9,233076,13.7444,Yes
7640,0,233090,32.5974,Yes
7641,1,233123,21.8373,Yes
7642,8,233144,19.7884,Yes
7643,3,233164,36.1809,Yes
7644,15,233200,3.30804,Yes
7645,20,233204,29.6114,Yes
7646,21,233233,32.9032,Yes
7647,24,233266,36.2683,Yes
7648,25,233302,37.7144,Yes
7649,23,233340,7.88649,Yes
7650,29,233348,29.3443,Yes
7651,32,233377,26.5612,Yes
7652,39,233404,23.5905,Yes
7653,36,233428,33.8281,Yes
7654,40,233461,19.335,Yes
7655,62,233481,17.049,Yes
7656,43,233498,24.7887,Yes
7657,59,233523,36.846,Yes
7658,45,233559,15.385,Yes
7659,6,233575,26.2278,Yes
7660,2,233601,20.4247,Yes
7661,22,233621,21.082,Yes
7662,28,233643,34.9443,Yes
7663,35,233677,34.024,Yes
7664,22,233803,18.7757,Yes
7665,2,233822,21.082,Yes
7666,4,233843,33.271,Yes
7667,14,233876,20.1518,Yes
7668,7,233896,15.5907,Yes
7669,0,233912,17.7576,Yes
7670,1,233930,21.8373,Yes
7671,51,233952,37.6681,Yes
7672,61,233989,26.9544,Yes
7673,3,234016,35.9114,Yes
7674,18,234052,33.7698,Yes
7675,19,234086,33.8656,Yes
7676,26,234120,35.8401,Yes
7677,30,234156,29.6191,Yes
7678,27,234185,19.4758,Yes
7679,28,234205,28.4676,Yes
7680,35,234233,34.024,Yes
7681,38,234267,20.9425,Yes
7682,44,234288,36.7567,Yes
7683,48,234325,32.8131,Yes
7684,42,234358,19.2629,Yes
7685,45,234377,33.9533,Yes
7686,11,234411,29.0643,Yes
7687,23,234440,37.9163,Yes
7688,11,234569,35.8577,Yes
7689,10,234605,16.867,Yes
7690,5,234621,17.3439,Yes
7691,6,234639,36.7368,Yes
7692,12,234675,37.4753,Yes
7693,14,234713,32.2847,Yes
7694,26,234745,23.1073,Yes
7695,0,234768,7.45869,Yes
7696,8,234776,37.3692,Yes
7697,15,234813,26.1684,Yes
7698,20,234839,29.6114,Yes
7699,17,234869,6.23332,Yes
7700,13,234875,3.70433,Yes
7701,23,234879,16.1433,Yes
7702,16,234895,25.3981,Yes
7703,22,234920,1.65693,Yes
7704,27,234922,18.9968,Yes
7705,35,234941,22.4238,Yes
7706,33,234964,30.5634,Yes
7707,34,234994,33.1946,Yes
7708,32,235027,24.1186,Yes
7709,29,235051,26.5612,Yes
7710,21,235078,34.3875,Yes
7711,24,235112,36.2683,Yes
7712,25,235149,37.7144,Yes
7713,39,235186,28.4453,Yes
7714,31,235215,18.2545,Yes
7715,42,235233,27.0575,Yes
7716,11,235345,36.4017,Yes
7717,20,235381,30.6378,Yes
7718,21,235412,32.9032,Yes
7719,24,235445,36.2683,Yes
7720,25,235481,37.7144,Yes
7721,29,235519,34.4129,Yes
7722,32,235553,26.5612,Yes
7723,34,235580,24.1186,Yes
7724,37,235604,32.9199,Yes
7725,40,235637,24.19,Yes
7726,62,235661,17.049,Yes
7727,41,235678,32.1107,Yes
7728,43,235710,36.9233,Yes
7729,46,235747,33.7277,Yes
7730,58,235781,12.1444,Yes
7731,22,235793,19.8649,Yes
7732,2,235813,21.082,Yes
7733,5,235834,25.1559,Yes
7734,28,235859,15.5095,Yes
7735,35,235875,34.024,Yes
7736,38,235909,20.9425,Yes
7737,44,235930,36.7567,Yes
7738,48,235966,32.8131,Yes
7739,50,235999,26.5568,Yes
7740,0,236129,28.0561,Yes
7741,3,236157,36.1523,Yes
7742,9,236193,25.4175,Yes
7743,15,236218,34.921,Yes
7744,21,236253,20.6902,Yes
7745,24,236274,36.2683,Yes
7746,36,236310,31.7998,Yes
7747,39,236342,33.8281,Yes
7748,45,236376,16.8938,Yes
7749,33,236393,25.0541,Yes
7750,22,236418,29.0856,Yes
7751,27,236447,18.9968,Yes
7752,14,236466,27.4607,Yes
7753,19,236493,23.4923,Yes
7754,47,236517,34.5128,Yes
7755,52,236551,37.0249,Yes
7756,55,236588,1.01347,Yes
7757,49,236589,36.9172,Yes
7758,53,236626,27.2899,Yes
7759,38,236653,11.2348,Yes
7760,54,236692,33.1809,Yes
7761,56,236742,29.7376,Yes
7762,61,236772,7.30781,Yes
7763,57,236779,26.8977,Yes
7764,2,236902,32.2529,Yes
7765,4,236934,33.271,Yes
7766,10,236968,25.2341,Yes
7767,16,236993,35.0908,Yes
7768,22,237028,1.65693,Yes
7769,27,237030,18.9968,Yes
7770,14,237049,27.4607,Yes
7771,49,237076,36.5005,Yes
7772,31,237113,19.3811,Yes
7773,15,237132,15.1534,Yes
7774,1,237147,37.5532,Yes
7775,39,237185,21.8581,Yes
7776,32,237206,23.5905,Yes
7777,41,237230,29.502,Yes
7778,33,237260,29.5704,Yes
7779,35,237289,30.5634,Yes
7780,28,237320,34.024,Yes
7781,38,237354,34.6789,Yes
7782,44,237388,36.7567,Yes
7783,48,237425,32.8131,Yes
7784,50,237458,26.5568,Yes
7785,53,237485,19.2079,Yes
7786,45,237504,28.5658,Yes
7787,54,237532,35.8732,Yes
7788,34,237675,32.7348,Yes
7789,10,237707,26.2567,Yes
7790,4,237734,25.2341,Yes
7791,12,237759,31.2294,Yes
7792,7,237790,26.9696,Yes
7793,0,237817,17.7576,Yes
7794,1,237835,21.8373,Yes
7795,9,237857,32.1671,Yes
7796,15,237889,34.921,Yes
7797,24,237924,31.4733,Yes
7798,36,237955,31.7998,Yes
7799,31,237987,24.6889,Yes
7800,51,238012,13.1551,Yes
7801,56,238025,20.28,Yes
7802,61,238045,7.30781,Yes
7803,18,238052,26.2382,Yes
7804,52,238079,37.1427,Yes
7805,57,238116,37.0837,Yes
7806,72,238153,37.3702,Yes
7807,60,238190,11.7621,Yes
7808,74,238202,23.7916,Yes
7809,62,238226,23.1848,Yes
7810,40,238249,17.049,Yes
7811,70,238266,34.9556,Yes
7812,59,238301,8.01632,Yes
7813,46,238309,28.6462,Yes
7814,11,238443,28.5199,Yes
7815,7,238472,8.60552,Yes
7816,0,238481,17.7576,Yes
7817,18,238498,25.29,Yes
7818,19,238524,33.8656,Yes
7819,12,238557,17.7858,Yes
7820,5,238575,35.929,Yes
7821,6,238611,36.7368,Yes
7822,14,238648,31.1693,Yes
7823,26,238679,23.1073,Yes
7824,30,238702,29.6191,Yes
7825,16,238732,15.383,Yes
7826,22,238747,1.65693,Yes
7827,35,238749,37.6057,Yes
7828,38,238786,20.9425,Yes
7829,48,238807,25.289,Yes
7830,42,238833,19.2629,Yes
7831,31,238852,27.0575,Yes
7832,23,238879,21.6184,Yes
7833,13,238901,16.1433,Yes
7834,58,238917,24.3839,Yes
7835,45,238941,28.3702,Yes
7836,49,238969,19.9326,Yes
7837,53,238989,27.2899,Yes
7838,50,239017,19.2079,Yes
7839,51,239084,33.7513,Yes
7840,29,239118,20.8453,Yes
7841,2,239230,8.88305,Yes
7842,6,239239,20.4247,Yes
7843,7,239259,19.7606,Yes
7844,8,239279,26.5684,Yes
7845,1,239306,19.7884,Yes
7846,20,239326,30.0797,Yes
7847,17,239356,6.23332,Yes
7848,16,239362,35.0947,Yes
7849,22,239397,1.65693,Yes
7850,35,239399,37.6057,Yes
7851,48,239436,37.759,Yes
7852,65,239474,27.7118,Yes
7853,32,239521,26.6759,Yes
7854,62,239548,26.0431,Yes
7855,31,239574,19.3057,Yes
7856,26,239593,7.7262,Yes
7857,30,239601,29.6191,Yes
7858,47,239630,9.71478,Yes
7859,52,239640,37.0249,Yes
7860,55,239677,1.01347,Yes
7861,60,239678,37.4705,Yes
7862,64,239716,29.5417,Yes
7863,57,239745,31.3034,Yes
7864,72,239776,37.3702,Yes
7865,75,239814,29.2667,Yes
7866,54,239843,18.1178,Yes
7867,56,239861,36.9011,Yes
7868,21,240000,37.1575,Yes
7869,24,240037,36.2683,Yes
7870,25,240073,37.7144,Yes
7871,29,240111,34.4129,Yes
7872,32,240145,26.5612,Yes
7873,37,240172,35.8694,Yes
7874,17,240208,25.9587,Yes
7875,6,240234,5.76314,Yes
7876,4,240240,34.532,Yes
7877,35,240274,32.6414,Yes
7878,38,240307,20.9425,Yes
7879,18,240375,35.8632,Yes
7880,7,240411,17.086,Yes
7881,49,240428,27.6392,Yes
7882,74,240456,26.8393,Yes
7883,67,240482,25.6148,Yes
7884,77,240508,25.867,Yes
7885,81,240534,24.8682,Yes
7886,40,240559,10.1622,Yes
7887,70,240569,34.9556,Yes
7888,41,240604,24.7087,Yes
7889,46,240629,27.7819,Yes
7890,59,240656,28.6462,Yes
7891,0,240782,17.2877,Yes
7892,1,240800,21.8373,Yes
7893,8,240821,19.7884,Yes
7894,9,240841,34.0171,Yes
7895,20,240875,24.1374,Yes
7896,21,240899,32.9032,Yes
7897,25,240932,37.1126,Yes
7898,23,240969,7.88649,Yes
7899,13,240977,16.1433,Yes
7900,32,240993,32.2942,Yes
7901,29,241026,26.5612,Yes
7902,40,241052,36.2629,Yes
7903,70,241089,34.9556,Yes
7904,41,241124,24.7087,Yes
7905,67,241172,15.888,Yes
7906,31,241188,34.7103,Yes
7907,45,241223,31.9635,Yes
7908,33,241284,13.0102,Yes
7909,22,241297,29.0856,Yes
7910,2,241326,21.082,Yes
7911,27,241347,34.8334,Yes
7912,28,241382,28.4676,Yes
7913,35,241411,34.024,Yes
7914,4,241539,20.5992,Yes
7915,5,241560,33.9319,Yes
7916,6,241594,36.7368,Yes
7917,12,241631,37.4753,Yes
7918,14,241668,32.2847,Yes
7919,27,241701,27.4607,Yes
7920,22,241728,18.9968,Yes
7921,16,241747,1.65693,Yes
7922,11,241749,25.989,Yes
7923,13,241775,14.0138,Yes
7924,32,241789,32.2942,Yes
7925,20,241821,16.32,Yes
7926,1,241837,30.0797,Yes
7927,21,241867,25.5998,Yes
7928,24,241893,36.2683,Yes
7929,25,241929,37.7144,Yes
7930,29,241967,34.4129,Yes
7931,40,242001,36.2629,Yes
7932,70,242038,34.9556,Yes
7933,34,242073,18.9823,Yes
7934,33,242092,33.1946,Yes
7935,35,242125,30.5634,Yes
7936,38,242155,20.9425,Yes
7937,44,242176,36.7567,Yes
7938,48,242213,32.8131,Yes
7939,4,242330,28.1633,Yes
7940,2,242358,33.271,Yes
7941,5,242391,25.1559,Yes
7942,6,242416,36.7368,Yes
7943,7,242453,19.7606,Yes
7944,3,242473,18.3173,Yes
7945,15,242491,3.30804,Yes
7946,20,242494,29.6114,Yes
7947,11,242524,30.6378,Yes
7948,13,242555,14.0138,Yes
7949,23,242569,16.1433,Yes
7950,16,242585,25.3981,Yes
7951,12,242610,31.3625,Yes
7952,14,242641,32.2847,Yes
7953,26,242674,23.1073,Yes
7954,30,242697,29.6191,Yes
7955,27,242727,19.4758,Yes
7956,22,242746,18.9968,Yes
7957,28,242765,34.9443,Yes
7958,35,242800,34.024,Yes
7959,38,242834,20.9425,Yes
7960,44,242855,36.7567,Yes
7961,48,242892,32.8131,Yes
7962,42,242924,19.2629,Yes
7963,31,242944,27.0575,Yes
7964,39,242971,18.2545,Yes
7965,27,243103,31.1906,Yes
7966,12,243135,29.5741,Yes
7967,7,243164,26.9696,Yes
7968,0,243191,17.7576,Yes
7969,1,243209,21.8373,Yes
7970,9,243231,32.1671,Yes
7971,15,243263,34.921,Yes
7972,21,243298,20.6902,Yes
7973,24,243318,36.2683,Yes
7974,25,243355,37.7144,Yes
7975,29,243392,34.4129,Yes
7976,32,243427,26.5612,Yes
7977,40,243453,28.4555,Yes
7978,62,243482,17.049,Yes
7979,41,243499,32.1107,Yes
7980,43,243531,36.9233,Yes
7981,46,243568,33.7277,Yes
7982,58,243602,12.1444,Yes
7983,45,243614,28.3702,Yes
7984,49,243642,19.9326,Yes
7985,53,243662,27.2899,Yes
7986,28,243689,27.7929,Yes
7987,50,243717,34.7307,Yes
7988,36,243876,23.3419,Yes
7989,0,243900,15.9677,Yes
7990,3,243916,36.1523,Yes
7991,7,243952,18.3173,Yes
7992,2,243999,29.0068,Yes
7993,6,244028,20.4247,Yes
7994,10,244049,28.9874,Yes
7995,12,244078,28.4245,Yes
7996,14,244106,32.2847,Yes
7997,19,244138,23.4923,Yes
7998,8,244162,28.2297,Yes
7999,18,244190,27.9485,Yes
8000,26,244218,35.8884,Yes
8001,30,244254,29.6191,Yes
8002,16,244284,15.383,Yes
8003,17,244299,35.0947,Yes
8004,31,244334,25.8588,Yes
8005,42,244360,27.0575,Yes
8006,22,244387,13.3879,Yes
8007,27,244400,18.9968,Yes
8008,38,244419,29.3874,Yes
8009,48,244449,25.289,Yes
8010,33,244474,27.8471,Yes
8011,45,244502,25.0541,Yes
8012,49,244527,19.9326,Yes
8013,5,244631,31.0134,Yes
8014,14,244662,34.7332,Yes
8015,19,244697,23.4923,Yes
8016,0,244720,21.9222,Yes
8017,9,244742,32.5974,Yes
8018,11,244775,13.7444,Yes
8019,20,244789,30.6378,Yes
8020,23,244819,30.4908,Yes
8021,32,244850,24.9032,Yes
8022,34,244875,24.1186,Yes
8023,46,244899,24.3851,Yes
8024,58,244923,12.1444,Yes
8025,22,244935,19.8649,Yes
8026,35,244955,37.6057,Yes
8027,48,244993,37.759,Yes
8028,50,245030,26.5568,Yes
8029,30,245078,29.6018,Yes
8030,18,245107,14.9431,Yes
8031,26,245122,35.8884,Yes
8032,47,245158,30.808,Yes
8033,52,245189,37.0249,Yes
8034,66,245267,13.8305,Yes
8035,59,245281,36.6432,Yes
8036,13,245421,34.0993,Yes
8037,11,245455,14.0138,Yes
8038,10,245469,16.867,Yes
8039,5,245486,17.3439,Yes
8040,2,245503,25.1559,Yes
8041,22,245528,21.082,Yes
8042,8,245576,14.8314,Yes
8043,15,245590,26.1684,Yes
8044,21,245617,20.6902,Yes
8045,24,245637,36.2683,Yes
8046,36,245674,31.7998,Yes
8047,17,245705,5.64123,Yes
8048,23,245711,34.402,Yes
8049,32,245745,24.9032,Yes
8050,34,245770,24.1186,Yes
8051,33,245794,33.1946,Yes
8052,35,245828,30.5634,Yes
8053,28,245858,34.024,Yes
8054,38,245892,34.6789,Yes
8055,44,245927,36.7567,Yes
8056,48,245964,32.8131,Yes
8057,50,245997,26.5568,Yes
8058,58,246040,18.3033,Yes
8059,37,246058,24.6381,Yes
8060,39,246083,30.3299,Yes
8061,32,246210,34.2108,Yes
8062,11,246245,23.8311,Yes
8063,7,246269,8.60552,Yes
8064,0,246277,17.7576,Yes
8065,1,246295,21.8373,Yes
8066,8,246317,19.7884,Yes
8067,9,246337,34.0171,Yes
8068,15,246371,34.921,Yes
8069,29,246405,20.3634,Yes
8070,23,246426,29.3443,Yes
8071,10,246455,16.5171,Yes
8072,16,246472,35.0908,Yes
8073,22,246507,1.65693,Yes
8074,2,246508,21.082,Yes
8075,53,246529,21.0302,Yes
8076,14,246551,17.7999,Yes
8077,26,246568,23.1073,Yes
8078,18,246591,35.8884,Yes
8079,30,246627,14.9431,Yes
8080,31,246642,18.3045,Yes
8081,36,246661,24.6889,Yes
8082,51,246685,35.4912,Yes
8083,37,246761,26.369,Yes
8084,41,246787,35.1247,Yes
8085,43,246822,36.9233,Yes
8086,10,246961,26.7075,Yes
8087,6,246988,28.9874,Yes
8088,22,247017,20.1483,Yes
8089,27,247037,18.9968,Yes
8090,30,247056,19.4758,Yes
8091,26,247076,29.6191,Yes
8092,0,247105,7.45869,Yes
8093,3,247113,36.1523,Yes
8094,31,247149,15.0222,Yes
8095,39,247164,18.2545,Yes
8096,21,247182,25.3648,Yes
8097,24,247208,36.2683,Yes
8098,25,247244,37.7144,Yes
8099,40,247282,32.646,Yes
8100,37,247314,24.19,Yes
8101,41,247338,35.1247,Yes
8102,45,247373,15.6651,Yes
8103,35,247389,13.9017,Yes
8104,42,247403,22.4056,Yes
8105,49,247425,33.918,Yes
8106,53,247459,27.2899,Yes
8107,44,247487,25.8124,Yes
8108,84,247512,18.9427,Yes
8109,55,247531,23.0468,Yes
8110,63,247554,11.4134,Yes
8111,56,247574,18.3219,Yes
8112,61,247593,7.30781,Yes
8113,57,247600,26.8977,Yes
8114,72,247627,37.3702,Yes
8115,2,247754,30.2787,Yes
8116,22,247785,21.082,Yes
8117,27,247806,18.9968,Yes
8118,14,247825,27.4607,Yes
8119,7,247852,15.5907,Yes
8120,0,247868,17.7576,Yes
8121,1,247886,21.8373,Yes
8122,8,247907,19.7884,Yes
8123,3,247927,36.1809,Yes
8124,9,247963,25.4175,Yes
8125,15,247989,34.921,Yes
8126,21,248024,20.6902,Yes
8127,24,248044,36.2683,Yes
8128,25,248081,37.7144,Yes
8129,29,248118,34.4129,Yes
8130,32,248153,26.5612,Yes
8131,13,248179,32.2942,Yes
8132,34,248212,32.4907,Yes
8133,41,248244,37.4979,Yes
8134,43,248282,36.9233,Yes
8135,46,248319,33.7277,Yes
8136,58,248352,12.1444,Yes
8137,35,248365,23.4025,Yes
8138,28,248388,34.024,Yes
8139,1,248507,32.7477,Yes
8140,9,248540,32.1671,Yes
8141,3,248572,25.4175,Yes
8142,18,248597,33.7698,Yes
8143,19,248631,33.8656,Yes
8144,14,248665,23.4923,Yes
8145,6,248688,31.1693,Yes
8146,2,248720,20.4247,Yes
8147,22,248740,21.082,Yes
8148,10,248761,28.9932,Yes
8149,11,248790,16.867,Yes
8150,17,248807,34.502,Yes
8151,23,248841,34.402,Yes
8152,32,248876,24.9032,Yes
8153,39,248901,23.5905,Yes
8154,24,248924,26.4276,Yes
8155,40,248951,29.9054,Yes
8156,62,248981,17.049,Yes
8157,33,248998,17.474,Yes
8158,35,249015,30.5634,Yes
8159,28,249046,34.024,Yes
8160,38,249080,34.6789,Yes
8161,44,249114,36.7567,Yes
8162,48,249151,32.8131,Yes
8163,12,249277,34.3802,Yes
8164,2,249311,5.16721,Yes
8165,27,249316,34.8334,Yes
8166,30,249351,19.4758,Yes
8167,18,249371,14.9431,Yes
8168,0,249386,25.29,Yes
8169,15,249411,26.9621,Yes
8170,47,249438,4.15374,Yes
8171,19,249442,34.5128,Yes
8172,26,249476,35.8401,Yes
8173,49,249512,22.1194,Yes
8174,45,249534,19.9326,Yes
8175,34,249554,22.8186,Yes
8176,32,249577,24.1186,Yes
8177,41,249601,29.502,Yes
8178,46,249631,27.7819,Yes
8179,59,249659,28.6462,Yes
8180,65,249687,28.7284,Yes
8181,35,249716,29.3126,Yes
8182,38,249745,20.9425,Yes
8183,44,249766,36.7567,Yes
8184,50,249803,36.9755,Yes
8185,84,249840,8.12161,Yes
8186,54,249848,20.6907,Yes
8187,52,249888,15.2056,Yes
8188,55,249903,1.01347,Yes
8189,60,249904,37.4705,Yes
8190,64,249941,29.5417,Yes
8191,16,250061,13.2357,Yes
8192,4,250075,14.7537,Yes
8193,10,250089,25.2341,Yes
8194,11,250115,16.867,Yes
8195,17,250131,34.502,Yes
8196,23,250166,34.402,Yes
8197,25,250200,7.88649,Yes
8198,21,250208,37.1126,Yes
8199,24,250245,36.2683,Yes
8200,29,250282,32.5616,Yes
8201,32,250314,26.5612,Yes
8202,40,250341,28.4555,Yes
8203,36,250369,19.335,Yes
8204,0,250389,15.9677,Yes
8205,3,250405,36.1523,Yes
8206,18,250441,33.7698,Yes
8207,57,250474,37.8831,Yes
8208,61,250512,26.8977,Yes
8209,51,250539,26.9544,Yes
8210,43,250597,29.6237,Yes
8211,62,250627,24.7887,Yes
8212,45,250652,28.7268,Yes
8213,56,250681,32.7086,Yes
8214,63,250713,33.6002,Yes
8215,7,250827,35.8447,Yes
8216,3,250863,18.3173,Yes
8217,8,250881,36.1809,Yes
8218,1,250917,19.7884,Yes
8219,24,250937,33.9026,Yes
8220,39,250971,26.4276,Yes
8221,11,250997,36.02,Yes
8222,13,251033,14.0138,Yes
8223,23,251047,16.1433,Yes
8224,32,251063,24.9032,Yes
8225,34,251088,24.1186,Yes
8226,37,251113,32.9199,Yes
8227,40,251145,24.19,Yes
8228,62,251170,17.049,Yes
8229,41,251187,32.1107,Yes
8230,43,251219,36.9233,Yes
8231,46,251256,33.7277,Yes
8232,68,251289,37.1692,Yes
8233,73,251327,6.38608,Yes
8234,54,251333,3.66973,Yes
8235,12,251337,20.3849,Yes
8236,14,251357,32.2847,Yes
8237,27,251389,27.4607,Yes
8238,22,251417,18.9968,Yes
8239,38,251436,23.0897,Yes
8240,44,251459,36.7567,Yes
8241,32,251614,29.9233,Yes
8242,20,251644,16.32,Yes
8243,1,251660,30.0797,Yes
8244,15,251690,37.5532,Yes
8245,29,251728,20.3634,Yes
8246,51,251748,20.8453,Yes
8247,31,251769,13.1551,Yes
8248,7,251782,37.1679,Yes
8249,5,251819,7.15211,Yes
8250,16,251827,18.5951,Yes
8251,22,251845,1.65693,Yes
8252,35,251847,37.6057,Yes
8253,45,251884,13.9017,Yes
8254,30,251898,7.9624,Yes
8255,26,251906,29.6191,Yes
8256,47,251936,30.808,Yes
8257,54,251967,5.40307,Yes
8258,49,251972,9.79315,Yes
8259,55,251982,36.9172,Yes
8260,60,252019,37.4705,Yes
8261,63,252056,21.5772,Yes
8262,58,252078,18.7079,Yes
8263,46,252097,12.1444,Yes
8264,65,252109,4.86626,Yes
8265,48,252114,27.7118,Yes
8266,50,252141,26.5568,Yes
8267,89,252192,35.7835,Yes
8268,68,252228,19.4054,Yes
8269,76,252247,18.3572,Yes
8270,70,252266,33.3234,Yes
8271,0,252378,17.8919,Yes
8272,8,252396,37.3692,Yes
8273,18,252433,27.9485,Yes
8274,61,252461,26.2382,Yes
8275,31,252487,25.7613,Yes
8276,6,252513,9.05119,Yes
8277,2,252522,20.4247,Yes
8278,48,252542,24.7048,Yes
8279,16,252567,11.4137,Yes
8280,23,252578,25.3981,Yes
8281,32,252604,24.9032,Yes
8282,39,252629,23.5905,Yes
8283,21,252652,25.3648,Yes
8284,51,252678,21.6954,Yes
8285,67,252699,31.8572,Yes
8286,74,252731,25.6148,Yes
8287,14,252757,8.20109,Yes
8288,71,252765,35.2514,Yes
8289,75,252800,31.8328,Yes
8290,72,252832,29.2667,Yes
8291,83,252861,28.8615,Yes
8292,86,252890,35.1617,Yes
8293,90,252925,19.1732,Yes
8294,95,252945,35.8226,Yes
8295,98,252980,29.8212,Yes
8296,4,253144,27.5524,Yes
8297,2,253172,33.271,Yes
8298,5,253205,25.1559,Yes
8299,6,253230,36.7368,Yes
8300,10,253267,28.9874,Yes
8301,11,253296,16.867,Yes
8302,23,253313,37.9163,Yes
8303,39,253351,35.9587,Yes
8304,54,253387,27.4637,Yes
8305,12,253414,20.3849,Yes
8306,14,253435,32.2847,Yes
8307,26,253467,23.1073,Yes
8308,3,253490,26.0639,Yes
8309,64,253516,16.004,Yes
8310,49,253532,28.1983,Yes
8311,27,253560,26.8704,Yes
8312,22,253587,18.9968,Yes
8313,28,253606,34.9443,Yes
8314,35,253641,34.024,Yes
8315,38,253675,20.9425,Yes
8316,44,253696,36.7567,Yes
8317,48,253733,32.8131,Yes
8318,50,253766,26.5568,Yes
8319,4,253918,26.1133,Yes
8320,2,253944,33.271,Yes
8321,5,253977,25.1559,Yes
8322,6,254003,36.7368,Yes
8323,10,254039,28.9874,Yes
8324,12,254068,28.4245,Yes
8325,14,254097,32.2847,Yes
8326,19,254129,23.4923,Yes
8327,0,254152,21.9222,Yes
8328,1,254174,21.8373,Yes
8329,9,254196,32.1671,Yes
8330,15,254228,34.921,Yes
8331,20,254263,29.6114,Yes
8332,17,254293,6.23332,Yes
8333,16,254299,35.0947,Yes
8334,22,254334,1.65693,Yes
8335,27,254336,18.9968,Yes
8336,28,254355,28.4676,Yes
8337,35,254383,34.024,Yes
8338,33,254417,30.5634,Yes
8339,37,254448,8.22059,Yes
8340,29,254456,27.4598,Yes
8341,21,254484,34.3875,Yes
8342,24,254518,36.2683,Yes
8343,25,254554,37.7144,Yes
8344,36,254592,31.3763,Yes
8345,11,254711,29.317,Yes
8346,17,254740,34.502,Yes
8347,20,254774,6.23332,Yes
8348,1,254781,30.0797,Yes
8349,15,254811,37.5532,Yes
8350,21,254848,20.6902,Yes
8351,24,254869,36.2683,Yes
8352,25,254905,37.7144,Yes
8353,29,254943,34.4129,Yes
8354,32,254977,26.5612,Yes
8355,39,255004,23.5905,Yes
8356,31,255028,18.2545,Yes
8357,19,255046,28.7631,Yes
8358,18,255075,33.8656,Yes
8359,26,255108,35.8884,Yes
8360,49,255144,22.1194,Yes
8361,27,255166,26.8704,Yes
8362,28,255193,28.4676,Yes
8363,38,255222,34.6789,Yes
8364,44,255256,36.7567,Yes
8365,48,255293,32.8131,Yes
8366,33,255326,27.8471,Yes
8367,42,255354,13.4886,Yes
8368,45,255367,33.9533,Yes
8369,2,255500,36.9683,Yes
8370,22,255537,21.082,Yes
8371,16,255558,1.65693,Yes
8372,11,255559,25.989,Yes
8373,9,255585,13.7444,Yes
8374,1,255599,32.1671,Yes
8375,20,255631,30.0797,Yes
8376,17,255661,6.23332,Yes
8377,13,255668,3.70433,Yes
8378,32,255671,32.2942,Yes
8379,29,255704,26.5612,Yes
8380,21,255730,34.3875,Yes
