Time,X,Y,Z,Event
35,250,250,30,ENTER
60.3304,47.6539,402.377,30,WAYPOINT
60.3304,151.166,499.52,0,CH_3
85.4799,269.408,423.155,0,CH_9
110.897,360.162,466.279,0,CH_1
143.065,335.234,456.981,0,CH_15
180.618,438.195,432.51,0,CH_24
212.091,343.25,391.657,0,CH_36
243.891,210.554,335.827,0,CH_31
268.58,102.226,221.726,0,CH_12
289.755,99.0507,389.195,0,CH_19
307.541,140.222,223.067,0,CH_42
323.876,19.5274,136.525,0,CH_27
347.462,84.9152,29.6216,0,CH_28
419.858,364.006,367.533,30,WAYPOINT
419.858,494.431,330.318,0,CH_40
446.368,478.945,205.894,0,CH_32
474.823,454.298,48.0861,0,CH_46
495.271,349.879,115.508,0,CH_59
523.917,331.897,69.9831,0,CH_66
560.561,472.297,14.9007,0,CH_68
583.554,463.754,180.631,0,CH_76
601.911,482.42,5.8346,0,CH_87
616.141,474.745,32.0337,0,CH_91
702.576,117.181,364.279,30,WAYPOINT
702.576,257.445,396.202,0,CH_67
762.291,-100,250,0,BASE
809,250,250,30,ENTER
825.048,171.673,109.933,30,WAYPOINT
825.048,0.0571905,64.0622,0,CH_2
838.326,73.3779,118.044,0,CH_4
871.597,208.652,228.602,0,CH_16
886.351,342.61,262.274,0,CH_11
912.34,346.161,259.076,0,CH_23
950.256,210.554,335.827,0,CH_31
971.875,198.384,467.77,0,CH_8
999.009,360.162,466.279,0,CH_1
1018.8,335.234,456.981,0,CH_15
1056.35,343.25,391.657,0,CH_36
1091.92,375.072,312.015,0,CH_39
1125.75,478.945,205.894,0,CH_32
1149.34,345.939,144.815,0,CH_34
1173.46,374.083,149.248,0,CH_41
1210.96,454.298,48.0861,0,CH_46
1238.74,267.948,22.6729,0,CH_65
1243.61,156.712,46.4004,0,CH_22
1273.95,19.5274,136.525,0,CH_27
1292.95,84.9152,29.6216,0,CH_28
1321.42,157.758,71.0601,0,CH_35
1355.44,9.14414,17.0857,0,CH_38
1376.39,51.613,36.6821,0,CH_44
1413.14,143.888,59.7452,0,CH_48
1445.96,9.68348,41.8115,0,CH_50
1496.96,9.65938,284.429,30,WAYPOINT
1496.96,42.5221,414.802,0,CH_26
1558.71,-100,250,0,BASE
1593.71,250,250,30,ENTER
1618.96,15.1998,157.073,30,WAYPOINT
1618.96,73.3779,118.044,0,CH_4
1654.2,13.6938,267.207,0,CH_14
1674.36,172.78,334.873,0,CH_7
1689.95,342.61,262.274,0,CH_11
1698.55,279.345,215.349,0,CH_17
1733.05,400.372,357.985,0,CH_20
1739.29,484.131,401.379,0,CH_21
1772.19,438.195,432.51,0,CH_24
1808.46,447.303,414.573,0,CH_25
1846.17,439.071,335.264,0,CH_29
1880.59,478.945,205.894,0,CH_32
1907.15,494.431,330.318,0,CH_40
1935.6,347.2,246.53,0,CH_62
1952.65,210.554,335.827,0,CH_31
1971.96,42.5221,414.802,0,CH_26
1979.68,49.1734,296.533,0,CH_30
2009.3,146.807,451.685,0,CH_47
2019.02,24.9767,382.743,0,CH_64
2044.61,65.0143,262.4,0,CH_49
2072.8,132.773,149.465,0,CH_53
2100.09,156.712,46.4004,0,CH_22
2131.57,9.14414,17.0857,0,CH_38
2197.09,28.4647,439.927,30,WAYPOINT
2197.09,26.6813,282.956,0,CH_55
2218.37,51.1672,266.724,0,CH_60
2255.85,82.6771,326.149,0,CH_75
2326.31,-100,250,0,BASE
2361.31,250,250,30,ENTER
2377.78,157.234,386.158,30,WAYPOINT
2377.78,70.1935,469.564,0,CH_18
2407.06,99.0507,389.195,0,CH_19
2440.93,42.5221,414.802,0,CH_26
2476.77,105.814,455.224,0,CH_52
2511.6,73.3643,478.268,0,CH_57
2548.68,207.028,474.969,0,CH_61
2575.58,339.418,458.431,0,CH_51
2602.53,484.131,401.379,0,CH_21
2624.23,438.195,432.51,0,CH_24
2660.49,447.303,414.573,0,CH_25
2728.34,152.786,358.439,30,WAYPOINT
2728.34,287.059,306.969,0,CH_56
2753.07,375.072,312.015,0,CH_39
2786.65,478.945,205.894,0,CH_32
2810.24,439.059,114.789,0,CH_13
2842.53,394.64,111.062,0,CH_43
2879.4,454.298,48.0861,0,CH_46
2913.13,294.653,130.489,0,CH_58
2925.27,156.712,46.4004,0,CH_22
2945.14,0.0571905,64.0622,0,CH_2
2966.22,46.1693,198.29,0,CH_5
2991.37,84.9152,29.6216,0,CH_28
3006.88,157.758,71.0601,0,CH_35
3040.91,9.14414,17.0857,0,CH_38
3096.85,-100,250,0,BASE
3131.85,250,250,30,ENTER
3150.45,231.929,435.106,30,WAYPOINT
3150.45,208.511,498.592,0,CH_0
3185.88,151.166,499.52,0,CH_3
3222.03,198.384,467.77,0,CH_8
3258.21,70.1935,469.564,0,CH_18
3286.16,99.0507,389.195,0,CH_19
3320.03,13.6938,267.207,0,CH_14
3343.52,73.3779,118.044,0,CH_4
3363.67,0.0571905,64.0622,0,CH_2
3396.94,46.1693,198.29,0,CH_5
3422.1,93.1301,193.955,0,CH_6
3458.84,279.345,215.349,0,CH_17
3480.72,431.456,259.541,30,WAYPOINT
3480.72,484.131,401.379,0,CH_21
3503.59,438.195,432.51,0,CH_24
3539.86,447.303,414.573,0,CH_25
3586.87,487.496,336.235,30,WAYPOINT
3586.87,439.071,335.264,0,CH_29
3623.54,375.072,312.015,0,CH_39
3658.94,494.431,330.318,0,CH_40
3688.19,451.701,270.394,0,CH_70
3723.14,394.64,111.062,0,CH_43
3740.26,266.583,98.7754,0,CH_33
3768.12,156.712,46.4004,0,CH_22
3797.21,19.5274,136.525,0,CH_27
3816.2,84.9152,29.6216,0,CH_28
3879.67,-100,250,0,BASE
3914.67,250,250,30,ENTER
3934.97,300.19,53.2919,30,WAYPOINT
3934.97,156.712,46.4004,0,CH_22
3959.74,0.0571905,64.0622,0,CH_2
3980.82,73.3779,118.044,0,CH_4
4014.09,19.5274,136.525,0,CH_27
4050.27,84.9152,29.6216,0,CH_28
4078.74,157.758,71.0601,0,CH_35
4112.76,266.583,98.7754,0,CH_33
4143.32,346.161,259.076,0,CH_23
4155.87,400.372,357.985,0,CH_20
4186.36,360.162,466.279,0,CH_1
4216.44,208.511,498.592,0,CH_0
4238.28,42.5221,414.802,0,CH_26
4245.74,49.1734,296.533,0,CH_30
4275.35,223.947,234.619,0,CH_45
4283.32,65.0143,262.4,0,CH_49
4303.25,132.773,149.465,0,CH_53
4330.54,9.14414,17.0857,0,CH_38
4341.77,51.613,36.6821,0,CH_44
4378.53,143.888,59.7452,0,CH_48
4411.34,9.68348,41.8115,0,CH_50
4480.88,273.796,379.598,30,WAYPOINT
4480.88,438.195,432.51,0,CH_24
4496.55,339.418,458.431,0,CH_51
4566.27,407.898,88.2745,30,WAYPOINT
4566.27,417.313,206.269,0,CH_37
4595.91,287.059,306.969,0,CH_56
4649.73,-100,250,0,BASE
4684.73,250,250,30,ENTER
4719.39,4.46955,5.31397,30,WAYPOINT
4719.39,0.0571905,64.0622,0,CH_2
4755.45,73.3779,118.044,0,CH_4
4788.72,46.1693,198.29,0,CH_5
4822.65,93.1301,193.955,0,CH_6
4859.39,209.597,156.637,0,CH_10
4888.37,102.226,221.726,0,CH_12
4916.8,13.6938,267.207,0,CH_14
4949.08,19.5274,136.525,0,CH_27
4976.54,156.712,46.4004,0,CH_22
4995.54,9.14414,17.0857,0,CH_38
5018.63,51.613,36.6821,0,CH_44
5055.39,9.68348,41.8115,0,CH_50
5130.56,67.1693,418.224,30,WAYPOINT
5130.56,208.511,498.592,0,CH_0
5150.08,360.162,466.279,0,CH_1
5171.92,269.408,423.155,0,CH_9
5204.08,335.234,456.981,0,CH_15
5239,400.372,357.985,0,CH_20
5268.62,484.131,401.379,0,CH_21
5301.52,438.195,432.51,0,CH_24
5337.79,447.303,414.573,0,CH_25
5410.5,-100,250,0,BASE
5453,250,250,30,ENTER
5473.96,387.676,91.9767,30,WAYPOINT
5473.96,209.597,156.637,0,CH_10
5475.64,208.652,228.602,0,CH_16
5510.74,279.345,215.349,0,CH_17
5545.83,439.059,114.789,0,CH_13
5549.53,266.583,98.7754,0,CH_33
5564.97,156.712,46.4004,0,CH_22
5594.06,19.5274,136.525,0,CH_27
5613.06,13.6938,267.207,0,CH_14
5640.52,140.222,223.067,0,CH_42
5667.35,210.554,335.827,0,CH_31
5694.41,208.511,498.592,0,CH_0
5713.87,360.162,466.279,0,CH_1
5735.71,198.384,467.77,0,CH_8
5755.5,269.408,423.155,0,CH_9
5789.51,335.234,456.981,0,CH_15
5824.44,484.131,401.379,0,CH_21
5845.13,343.25,391.657,0,CH_36
5870.44,339.418,458.431,0,CH_51
5957.14,3.98894,72.7328,30,WAYPOINT
5957.14,157.758,71.0601,0,CH_35
5979.33,9.14414,17.0857,0,CH_38
6000.27,143.888,59.7452,0,CH_48
6025.56,132.773,149.465,0,CH_53
6058.9,223.947,234.619,0,CH_45
6087.47,345.939,144.815,0,CH_34
6110.29,374.083,149.248,0,CH_41
6182.79,-100,250,0,BASE
6227,250,250,30,ENTER
6255.47,1.29374,388.549,30,WAYPOINT
6255.47,172.78,334.873,0,CH_7
6267.59,208.511,498.592,0,CH_0
6285.35,198.384,467.77,0,CH_8
6322.72,335.234,456.981,0,CH_15
6348.89,400.372,357.985,0,CH_20
6378.5,279.345,215.349,0,CH_17
6384.73,93.1301,193.955,0,CH_6
6390.5,209.597,156.637,0,CH_10
6419.48,208.652,228.602,0,CH_16
6454.58,223.947,234.619,0,CH_45
6492.36,65.0143,262.4,0,CH_49
6512.29,245.787,292.195,0,CH_54
6522.09,146.807,451.685,0,CH_47
6527.49,70.1935,469.564,0,CH_18
6562,105.814,455.224,0,CH_52
6599.14,26.6813,282.956,0,CH_55
6600.16,51.1672,266.724,0,CH_60
6637.63,207.09,270.3,0,CH_63
6659.2,294.653,130.489,0,CH_58
6677.91,394.64,111.062,0,CH_43
6709.91,478.945,205.894,0,CH_32
6738.09,439.071,335.264,0,CH_29
6764.65,347.2,246.53,0,CH_62
6792.69,349.879,115.508,0,CH_59
6820.11,454.298,48.0861,0,CH_46
6848.75,267.948,22.6729,0,CH_65
6853.62,143.888,59.7452,0,CH_48
6881.33,9.68348,41.8115,0,CH_50
6942.89,-100,250,0,BASE
7001,250,250,30,ENTER
7014.27,117.536,257.51,30,WAYPOINT
7014.27,46.1693,198.29,0,CH_5
7047.35,0.0571905,64.0622,0,CH_2
7072.51,93.1301,193.955,0,CH_6
7092.93,172.78,334.873,0,CH_7
7112.69,151.166,499.52,0,CH_3
7131.01,269.408,423.155,0,CH_9
7156.43,99.0507,389.195,0,CH_19
7171.64,102.226,221.726,0,CH_12
7189.43,13.6938,267.207,0,CH_14
7221.72,42.5221,414.802,0,CH_26
7244.82,70.1935,469.564,0,CH_18
7280.71,49.1734,296.533,0,CH_30
7295.65,146.807,451.685,0,CH_47
7305.37,105.814,455.224,0,CH_52
7342.39,26.6813,282.956,0,CH_55
7343.41,65.0143,262.4,0,CH_49
7380.32,51.1672,266.724,0,CH_60
7418.14,24.9767,382.743,0,CH_64
7447.68,73.3643,478.268,0,CH_57
7478.99,207.028,474.969,0,CH_61
7505.88,343.25,391.657,0,CH_36
7526.35,484.131,401.379,0,CH_21
7551.66,438.195,432.51,0,CH_24
7587.93,447.303,414.573,0,CH_25
7625.64,439.071,335.264,0,CH_29
7660.06,478.945,205.894,0,CH_32
7686.62,345.939,144.815,0,CH_34
7745.74,-100,250,0,BASE
7780.74,250,250,30,ENTER
7791.34,146.688,273.747,30,WAYPOINT
7791.34,46.1693,198.29,0,CH_5
7819.74,0.0571905,64.0622,0,CH_2
7844.89,93.1301,193.955,0,CH_6
7865.32,172.78,334.873,0,CH_7
7885.08,269.408,423.155,0,CH_9
7912.53,360.162,466.279,0,CH_1
7944.69,335.234,456.981,0,CH_15
7982.25,439.071,335.264,0,CH_29
8002.61,343.25,391.657,0,CH_36
8033.34,210.554,335.827,0,CH_31
8058.03,102.226,221.726,0,CH_12
8079.2,13.6938,267.207,0,CH_14
8111.49,42.5221,414.802,0,CH_26
8134.59,49.1734,296.533,0,CH_30
8164.21,208.652,228.602,0,CH_16
8206.58,292.274,483.393,30,WAYPOINT
8206.58,146.807,451.685,0,CH_47
8230.07,245.787,292.195,0,CH_54
8235.48,140.222,223.067,0,CH_42
8263.79,157.758,71.0601,0,CH_35
8286.19,223.947,234.619,0,CH_45
8300.1,374.083,149.248,0,CH_41
8315.76,439.059,114.789,0,CH_13
8350.72,394.64,111.062,0,CH_43
8387.59,294.653,130.489,0,CH_58
8419.58,143.888,59.7452,0,CH_48
8437.72,132.773,149.465,0,CH_53
8506.06,-100,250,0,BASE
8549,250,250,30,ENTER
8574.26,305.77,496.35,30,WAYPOINT
8574.26,208.511,498.592,0,CH_0
8606.82,360.162,466.279,0,CH_1
8628.65,335.234,456.981,0,CH_15
8666.21,400.372,357.985,0,CH_20
8695.82,342.61,262.274,0,CH_11
8726.46,172.78,334.873,0,CH_7
8735.06,13.6938,267.207,0,CH_14
8750.65,73.3779,118.044,0,CH_4
8770.8,0.0571905,64.0622,0,CH_2
8804.07,156.712,46.4004,0,CH_22
8825.16,19.5274,136.525,0,CH_27
8844.15,84.9152,29.6216,0,CH_28
8872.62,157.758,71.0601,0,CH_35
8906.64,279.345,215.349,0,CH_17
8910.45,346.161,259.076,0,CH_23
8944.85,447.303,414.573,0,CH_25
8952.73,484.131,401.379,0,CH_21
8989.85,438.195,432.51,0,CH_24
9026.12,439.071,335.264,0,CH_29
9058.68,478.945,205.894,0,CH_32
9085.24,375.072,312.015,0,CH_39
9108.83,210.554,335.827,0,CH_31
9127.08,99.0507,389.195,0,CH_19
9155.85,70.1935,469.564,0,CH_18
9189.71,42.5221,414.802,0,CH_26
9225.6,49.1734,296.533,0,CH_30
9290.22,-100,250,0,BASE
9325.22,250,250,30,ENTER
9337.79,133.797,202.001,30,WAYPOINT
9337.79,46.1693,198.29,0,CH_5
9371.42,156.712,46.4004,0,CH_22
9376.61,19.5274,136.525,0,CH_27
9395.61,84.9152,29.6216,0,CH_28
9424.08,157.758,71.0601,0,CH_35
9458.1,9.14414,17.0857,0,CH_38
9479.04,51.613,36.6821,0,CH_44
9515.8,143.888,59.7452,0,CH_48
9548.61,140.222,223.067,0,CH_42
9567.88,49.1734,296.533,0,CH_30
9597.73,210.554,335.827,0,CH_31
9616.03,198.384,467.77,0,CH_8
9643.17,360.162,466.279,0,CH_1
9662.95,335.234,456.981,0,CH_15
9700.51,400.372,357.985,0,CH_20
9730.12,478.945,205.894,0,CH_32
9746.44,494.431,330.318,0,CH_40
9774.89,343.25,391.657,0,CH_36
9794.23,339.418,458.431,0,CH_51
9844.2,197.924,465.28,30,WAYPOINT
9844.2,105.814,455.224,0,CH_52
9877.29,26.6813,282.956,0,CH_55
9878.31,65.0143,262.4,0,CH_49
9915.22,223.947,234.619,0,CH_45
9935.16,374.083,149.248,0,CH_41
9950.82,454.298,48.0861,0,CH_46
9978.6,349.879,115.508,0,CH_59
10007.2,347.2,246.53,0,CH_62
10069.7,-100,250,0,BASE
10104.7,250,250,30,ENTER
10114.4,167.138,301.14,30,WAYPOINT
10114.4,93.1301,193.955,0,CH_6
10142,0.0571905,64.0622,0,CH_2
10162.4,102.226,221.726,0,CH_12
10167.6,99.0507,389.195,0,CH_19
10185.3,208.511,498.592,0,CH_0
10207.3,151.166,499.52,0,CH_3
10243.4,198.384,467.77,0,CH_8
10279.6,339.418,458.431,0,CH_51
10304.9,375.072,312.015,0,CH_39
10327.9,342.61,262.274,0,CH_11
10363.9,439.059,114.789,0,CH_13
10377.9,346.161,259.076,0,CH_23
10394.1,478.945,205.894,0,CH_32
10419,417.313,206.269,0,CH_37
10454.9,266.583,98.7754,0,CH_33
10463.1,394.64,111.062,0,CH_43
10491,454.298,48.0861,0,CH_46
10524.7,267.948,22.6729,0,CH_65
10529.5,143.888,59.7452,0,CH_48
10557.3,9.14414,17.0857,0,CH_38
10582.5,9.68348,41.8115,0,CH_50
10661.4,2.8987,452.868,30,WAYPOINT
10661.4,73.3643,478.268,0,CH_57
10696.2,207.028,474.969,0,CH_61
10756.1,203.713,146.931,30,WAYPOINT
10756.1,287.059,306.969,0,CH_56
10767.7,347.2,246.53,0,CH_62
10836.6,-100,250,0,BASE
10871.6,250,250,30,ENTER
10902.2,29.6786,462.689,30,WAYPOINT
10902.2,208.511,498.592,0,CH_0
10912.6,172.78,334.873,0,CH_7
10930.4,269.408,423.155,0,CH_9
10957.8,335.234,456.981,0,CH_15
10992.7,438.195,432.51,0,CH_24
11024.2,494.431,330.318,0,CH_40
11054.1,451.701,270.394,0,CH_70
11089.1,279.345,215.349,0,CH_17
11100.4,209.597,156.637,0,CH_10
11133.7,156.712,46.4004,0,CH_22
11162.7,19.5274,136.525,0,CH_27
11181.7,13.6938,267.207,0,CH_14
11209.1,49.1734,296.533,0,CH_30
11245.9,210.554,335.827,0,CH_31
11264.2,65.0143,262.4,0,CH_49
11283.6,245.787,292.195,0,CH_54
11321,410.723,73.0899,30,WAYPOINT
11321,267.948,22.6729,0,CH_65
11343.8,157.758,71.0601,0,CH_35
11373.2,9.14414,17.0857,0,CH_38
11394.1,143.888,59.7452,0,CH_48
11419.4,331.897,69.9831,0,CH_66
11423.9,472.297,14.9007,0,CH_68
11446.9,403.696,188.792,0,CH_73
11453.3,463.754,180.631,0,CH_76
11489.2,362.999,63.1574,0,CH_79
11511.1,482.42,5.8346,0,CH_87
11538.3,310.848,36.896,0,CH_89
11553.2,474.745,32.0337,0,CH_91
11607.3,-100,250,0,BASE
11645,250,250,30,ENTER
11659.2,383.094,298.779,30,WAYPOINT
11659.2,342.61,262.274,0,CH_11
11695.5,209.597,156.637,0,CH_10
11712.4,73.3779,118.044,0,CH_4
11737.6,0.0571905,64.0622,0,CH_2
11770.9,93.1301,193.955,0,CH_6
11791.3,13.6938,267.207,0,CH_14
11822.5,19.5274,136.525,0,CH_27
11849.9,156.712,46.4004,0,CH_22
11868.9,84.9152,29.6216,0,CH_28
11903.9,157.758,71.0601,0,CH_35
11937.9,266.583,98.7754,0,CH_33
11968.5,345.939,144.815,0,CH_34
12001.7,478.945,205.894,0,CH_32
12025.8,494.431,330.318,0,CH_40
12054.2,438.195,432.51,0,CH_24
12084.1,335.234,456.981,0,CH_15
12115.6,343.25,391.657,0,CH_36
12151.2,339.418,458.431,0,CH_51
12186.7,207.028,474.969,0,CH_61
12213.6,70.1935,469.564,0,CH_18
12239.9,105.814,455.224,0,CH_52
12277,26.6813,282.956,0,CH_55
12278,132.773,149.465,0,CH_53
12294.6,9.14414,17.0857,0,CH_38
12305.9,51.613,36.6821,0,CH_44
12377.6,-100,250,0,BASE
12419,250,250,30,ENTER
12440.8,389.15,82.6274,30,WAYPOINT
12449.4,311.22,120.779,30,WAYPOINT
12449.4,209.597,156.637,0,CH_10
12480.7,208.652,228.602,0,CH_16
12515.7,279.345,215.349,0,CH_17
12550.8,439.059,114.789,0,CH_13
12554.5,346.161,259.076,0,CH_23
12570.7,478.945,205.894,0,CH_32
12595.6,345.939,144.815,0,CH_34
12619.7,266.583,98.7754,0,CH_33
12693.9,103.541,474.286,30,WAYPOINT
12693.9,208.511,498.592,0,CH_0
12725.2,360.162,466.279,0,CH_1
12747,339.418,458.431,0,CH_51
12813,399.486,183.52,30,WAYPOINT
12813,374.083,149.248,0,CH_41
12849.9,394.64,111.062,0,CH_43
12886.8,454.298,48.0861,0,CH_46
12920.6,294.653,130.489,0,CH_58
12932.7,223.947,234.619,0,CH_45
12961.1,65.0143,262.4,0,CH_49
12981,19.5274,136.525,0,CH_27
13007.9,84.9152,29.6216,0,CH_28
13036.4,143.888,59.7452,0,CH_48
13071.9,9.68348,41.8115,0,CH_50
13098.5,132.773,149.465,0,CH_53
13152.7,-100,250,0,BASE
13193,250,250,30,ENTER
13218.6,326.92,5.59438,30,WAYPOINT
13218.6,156.712,46.4004,0,CH_22
13233.2,0.0571905,64.0622,0,CH_2
13254.3,73.3779,118.044,0,CH_4
13287.6,46.1693,198.29,0,CH_5
13321.5,93.1301,193.955,0,CH_6
13358.2,172.78,334.873,0,CH_7
13378,208.511,498.592,0,CH_0
13395.8,360.162,466.279,0,CH_1
13417.6,198.384,467.77,0,CH_8
13437.4,151.166,499.52,0,CH_3
13473.6,269.408,423.155,0,CH_9
13499,342.61,262.274,0,CH_11
13512.7,209.597,156.637,0,CH_10
13529.6,102.226,221.726,0,CH_12
13558,13.6938,267.207,0,CH_14
13590.3,19.5274,136.525,0,CH_27
13617.8,84.9152,29.6216,0,CH_28
13646.2,157.758,71.0601,0,CH_35
13680.3,208.652,228.602,0,CH_16
13698.8,49.1734,296.533,0,CH_30
13714.1,70.1935,469.564,0,CH_18
13729.1,146.807,451.685,0,CH_47
13763.6,335.234,456.981,0,CH_15
13767.7,447.303,414.573,0,CH_25
13797.1,375.072,312.015,0,CH_39
13825.6,478.945,205.894,0,CH_32
13849.2,345.939,144.815,0,CH_34
13873.3,266.583,98.7754,0,CH_33
13941.5,-100,250,0,BASE
13976.5,250,250,30,ENTER
13994.7,419.615,317.14,30,WAYPOINT
13994.7,342.61,262.274,0,CH_11
14027.6,208.652,228.602,0,CH_16
14053.6,156.712,46.4004,0,CH_22
14055.3,19.5274,136.525,0,CH_27
14074.3,13.6938,267.207,0,CH_14
14101.7,140.222,223.067,0,CH_42
14128.6,143.888,59.7452,0,CH_48
14147.8,9.14414,17.0857,0,CH_38
14173.1,51.613,36.6821,0,CH_44
14209.9,9.68348,41.8115,0,CH_50
14246.8,132.773,149.465,0,CH_53
14266,65.0143,262.4,0,CH_49
14293.3,245.787,292.195,0,CH_54
14303.1,346.161,259.076,0,CH_23
14334.6,478.945,205.894,0,CH_32
14359.5,417.313,206.269,0,CH_37
14395.4,374.083,149.248,0,CH_41
14430.5,394.64,111.062,0,CH_43
14467.4,454.298,48.0861,0,CH_46
14501.2,294.653,130.489,0,CH_58
14513.3,287.059,306.969,0,CH_56
14527.1,339.418,458.431,0,CH_51
14547.4,208.511,498.592,0,CH_0
14573.6,151.166,499.52,0,CH_3
14609.8,146.807,451.685,0,CH_47
14646.5,105.814,455.224,0,CH_52
14718.5,-100,250,0,BASE
14753.5,250,250,30,ENTER
14773.2,322.573,67.2732,30,WAYPOINT
14773.2,209.597,156.637,0,CH_10
14797.8,73.3779,118.044,0,CH_4
14823.1,102.226,221.726,0,CH_12
14854.3,172.78,334.873,0,CH_7
14881.3,151.166,499.52,0,CH_3
14899.6,269.408,423.155,0,CH_9
14925,360.162,466.279,0,CH_1
14957.2,484.131,401.379,0,CH_21
14982.8,451.701,270.394,0,CH_70
15009.4,345.939,144.815,0,CH_34
15028.4,417.313,206.269,0,CH_37
15061.3,454.298,48.0861,0,CH_46
15080.9,349.879,115.508,0,CH_59
15109.5,347.2,246.53,0,CH_62
15137,207.09,270.3,0,CH_63
15162.1,49.1734,296.533,0,CH_30
15182.4,13.6938,267.207,0,CH_14
15219.2,42.5221,414.802,0,CH_26
15242.3,70.1935,469.564,0,CH_18
15298,261.504,427.008,30,WAYPOINT
15298,207.028,474.969,0,CH_61
15333.1,73.3643,478.268,0,CH_57
15360,24.9767,382.743,0,CH_64
15391.3,65.0143,262.4,0,CH_49
15419.5,51.1672,266.724,0,CH_60
15492.3,-100,250,0,BASE
15527.3,250,250,30,ENTER
15553.2,73.7844,59.8439,30,WAYPOINT
15553.2,0.0571905,64.0622,0,CH_2
15588.1,102.226,221.726,0,CH_12
15593.3,172.78,334.873,0,CH_7
15620.3,198.384,467.77,0,CH_8
15646.8,360.162,466.279,0,CH_1
15666.6,269.408,423.155,0,CH_9
15698.8,99.0507,389.195,0,CH_19
15714,70.1935,469.564,0,CH_18
15747.9,42.5221,414.802,0,CH_26
15783.8,210.554,335.827,0,CH_31
15791.5,279.345,215.349,0,CH_17
15817.4,400.372,357.985,0,CH_20
15823.6,484.131,401.379,0,CH_21
15856.5,438.195,432.51,0,CH_24
15892.8,447.303,414.573,0,CH_25
15930.5,439.071,335.264,0,CH_29
15964.9,478.945,205.894,0,CH_32
15991.4,375.072,312.015,0,CH_39
16015,494.431,330.318,0,CH_40
16044.3,451.701,270.394,0,CH_70
16079.2,287.059,306.969,0,CH_56
16096.6,140.222,223.067,0,CH_42
16113.7,156.712,46.4004,0,CH_22
16127.1,157.758,71.0601,0,CH_35
16164.7,9.14414,17.0857,0,CH_38
16185.7,143.888,59.7452,0,CH_48
16246,-100,250,0,BASE
16289,250,250,30,ENTER
16308.7,58.9735,299.332,30,WAYPOINT
16334.8,305.75,215.22,30,WAYPOINT
16334.8,172.78,334.873,0,CH_7
16347.4,208.511,498.592,0,CH_0
16365.2,335.234,456.981,0,CH_15
16392.1,438.195,432.51,0,CH_24
16423.6,343.25,391.657,0,CH_36
16455.4,494.431,330.318,0,CH_40
16474.7,478.945,205.894,0,CH_32
16503.2,439.059,114.789,0,CH_13
16535.5,266.583,98.7754,0,CH_33
16550.9,156.712,46.4004,0,CH_22
16580,0.0571905,64.0622,0,CH_2
16601.1,19.5274,136.525,0,CH_27
16635.9,84.9152,29.6216,0,CH_28
16664.4,157.758,71.0601,0,CH_35
16698.4,9.14414,17.0857,0,CH_38
16719.3,51.613,36.6821,0,CH_44
16756.1,143.888,59.7452,0,CH_48
16788.9,9.68348,41.8115,0,CH_50
16839.1,31.3099,275.046,30,WAYPOINT
16839.1,99.0507,389.195,0,CH_19
16866.2,70.1935,469.564,0,CH_18
16900,42.5221,414.802,0,CH_26
16935.9,49.1734,296.533,0,CH_30
16965.6,105.814,455.224,0,CH_52
17018,-100,250,0,BASE
17063,250,250,30,ENTER
17076.1,379.194,271.582,30,WAYPOINT
17076.1,269.408,423.155,0,CH_9
17082.2,208.511,498.592,0,CH_0
17114.8,360.162,466.279,0,CH_1
17136.7,198.384,467.77,0,CH_8
17156.4,151.166,499.52,0,CH_3
17192.6,335.234,456.981,0,CH_15
17195.9,400.372,357.985,0,CH_20
17225.5,484.131,401.379,0,CH_21
17258.4,438.195,432.51,0,CH_24
17294.7,447.303,414.573,0,CH_25
17332.4,346.161,259.076,0,CH_23
17340.3,209.597,156.637,0,CH_10
17356.8,73.3779,118.044,0,CH_4
17382.1,0.0571905,64.0622,0,CH_2
17415.3,93.1301,193.955,0,CH_6
17435.8,156.712,46.4004,0,CH_22
17455.9,19.5274,136.525,0,CH_27
17474.9,84.9152,29.6216,0,CH_28
17503.4,157.758,71.0601,0,CH_35
17537.4,266.583,98.7754,0,CH_33
17568,345.939,144.815,0,CH_34
17601.2,417.313,206.269,0,CH_37
17634.1,439.071,335.264,0,CH_29
17661.5,343.25,391.657,0,CH_36
17692.3,494.431,330.318,0,CH_40
17711.6,451.701,270.394,0,CH_70
17746.6,374.083,149.248,0,CH_41
17806.3,-100,250,0,BASE
17841.3,250,250,30,ENTER
17849.5,331.801,258.858,30,WAYPOINT
17849.5,269.408,423.155,0,CH_9
17863.7,208.511,498.592,0,CH_0
17896.3,360.162,466.279,0,CH_1
17918.2,198.384,467.77,0,CH_8
17938,335.234,456.981,0,CH_15
17964.1,484.131,401.379,0,CH_21
17984.8,438.195,432.51,0,CH_24
18021.1,447.303,414.573,0,CH_25
18058.8,439.071,335.264,0,CH_29
18093.2,478.945,205.894,0,CH_32
18119.8,494.431,330.318,0,CH_40
18148.2,451.701,270.394,0,CH_70
18183.2,394.64,111.062,0,CH_43
18224.4,425.472,348.439,30,WAYPOINT
18224.4,339.418,458.431,0,CH_51
18266.3,452.904,346.815,30,WAYPOINT
18266.3,287.059,306.969,0,CH_56
18282.9,294.653,130.489,0,CH_58
18296.7,156.712,46.4004,0,CH_22
18316.5,0.0571905,64.0622,0,CH_2
18337.6,19.5274,136.525,0,CH_27
18372.4,13.6938,267.207,0,CH_14
