Time,X,Y,Z,Event
679292,79.5127,76.6419,30,WAYPOINT
679324,23.5756,397.945,30,WAYPOINT
679324,1.43516,386.37,0,CH_98
679411,485.845,482.612,30,WAYPOINT
679465,43.0033,188.279,30,WAYPOINT
679518,491.223,487.631,30,WAYPOINT
679553,-100,250,0,BASE
679607,250,250,30,ENTER
679629,381.214,67.5596,30,WAYPOINT
679629,472.297,14.9007,0,CH_68
679661,482.42,5.8346,0,CH_87
679742,172.954,305.009,30,WAYPOINT
679766,410.065,267.364,30,WAYPOINT
679793,200.075,100.591,30,WAYPOINT
679812,17.9102,30.3996,30,WAYPOINT
679838,28.1566,286.812,30,WAYPOINT
679838,1.43516,386.37,0,CH_98
679892,214.481,413.598,30,WAYPOINT
679922,214.061,104.489,30,WAYPOINT
679946,82.285,294.334,30,WAYPOINT
679980,400.447,425.172,30,WAYPOINT
679986,353.138,388.897,30,WAYPOINT
680012,344.584,124.979,30,WAYPOINT
680037,225.511,342.566,30,WAYPOINT
680056,400.517,267.707,30,WAYPOINT
680079,192.099,355.223,30,WAYPOINT
680098,287.446,182.82,30,WAYPOINT
680119,190.849,0.291043,30,WAYPOINT
680158,204.682,387.949,30,WAYPOINT
680195,34.151,57.6935,30,WAYPOINT
680226,333.114,120.547,30,WAYPOINT
680234,286.122,51.8179,30,WAYPOINT
680263,351.529,338.879,30,WAYPOINT
680278,322.234,482.026,30,WAYPOINT
680313,-100,250,0,BASE
680381,250,250,30,ENTER
680384,279.378,248.932,30,WAYPOINT
680405,245.555,40.7837,30,WAYPOINT
680438,479.769,279.815,30,WAYPOINT
680444,423.643,289.854,30,WAYPOINT
680484,71.4019,466.293,30,WAYPOINT
680514,246.536,214.918,30,WAYPOINT
680541,492.128,100.384,30,WAYPOINT
680541,472.297,14.9007,0,CH_68
680620,122.424,301.1,30,WAYPOINT
680639,194.087,123.997,30,WAYPOINT
680658,253.985,301.171,30,WAYPOINT
680673,148.46,408.899,30,WAYPOINT
680684,154.84,295.887,30,WAYPOINT
680711,237.111,45.6551,30,WAYPOINT
680729,55.8432,28.8176,30,WAYPOINT
680753,2.90183,264.944,30,WAYPOINT
680801,415.969,20.9211,30,WAYPOINT
680839,35.5249,10.8498,30,WAYPOINT
680859,142.853,176.803,30,WAYPOINT
680880,224.012,369.115,30,WAYPOINT
680885,249.373,413.133,30,WAYPOINT
680915,324.539,120.034,30,WAYPOINT
680927,224.253,188.86,30,WAYPOINT
680955,40.8179,391.815,30,WAYPOINT
680974,234.12,386.337,30,WAYPOINT
680983,270.76,306.804,30,WAYPOINT
680993,370.833,331.132,30,WAYPOINT
681013,235.927,185.963,30,WAYPOINT
681036,36.3541,307.454,30,WAYPOINT
681056,60.8596,111.654,30,WAYPOINT
681091,-100,250,0,BASE
681155,250,250,30,ENTER
681174,93.0564,357.131,30,WAYPOINT
681204,394.123,375.788,30,WAYPOINT
681223,305.21,207.297,30,WAYPOINT
681254,40.0166,54.4855,30,WAYPOINT
681293,431.426,18.212,30,WAYPOINT
681293,482.42,5.8346,0,CH_87
681357,238.018,133.131,30,WAYPOINT
681387,219.907,429.702,30,WAYPOINT
681406,392.802,345.898,30,WAYPOINT
681411,440.004,323.362,30,WAYPOINT
681447,88.5616,373.68,30,WAYPOINT
681475,11.8769,100.023,30,WAYPOINT
681497,57.8087,306.54,30,WAYPOINT
681537,454.667,400.66,30,WAYPOINT
681568,226.168,196.362,30,WAYPOINT
681580,224.58,321.446,30,WAYPOINT
681618,418.653,3.96452,30,WAYPOINT
681622,399.231,44.6572,30,WAYPOINT
681641,348.745,224.755,30,WAYPOINT
681652,456.078,240.486,30,WAYPOINT
681697,6.34263,309.043,30,WAYPOINT
681700,35.2379,296.961,30,WAYPOINT
681728,123.527,32.2965,30,WAYPOINT
681759,393.707,186.352,30,WAYPOINT
681767,366.074,117.913,30,WAYPOINT
681813,80.985,482.434,30,WAYPOINT
681848,-100,250,0,BASE
681929,250,250,30,ENTER
681952,254.128,479.356,30,WAYPOINT
681976,263.422,236.095,30,WAYPOINT
681997,335.857,46.8992,30,WAYPOINT
681997,482.42,5.8346,0,CH_87
682045,257.247,133.297,30,WAYPOINT
682046,259.009,121.34,30,WAYPOINT
682070,354.533,342.209,30,WAYPOINT
682101,459.042,60.2924,30,WAYPOINT
682114,328.882,92.1072,30,WAYPOINT
682150,493.276,407.508,30,WAYPOINT
682174,266.525,491.964,30,WAYPOINT
682199,397.229,271.779,30,WAYPOINT
682238,43.6463,438.133,30,WAYPOINT
682251,155.047,372,30,WAYPOINT
682260,182.37,291.92,30,WAYPOINT
682274,277.178,400.147,30,WAYPOINT
682304,251.206,101.831,30,WAYPOINT
682310,197.401,113.791,30,WAYPOINT
682330,394.627,83.3764,30,WAYPOINT
682383,27.719,467.72,30,WAYPOINT
682396,156.891,480.89,30,WAYPOINT
682404,235.467,499.741,30,WAYPOINT
682439,384.359,182.343,30,WAYPOINT
682453,252.337,228.354,30,WAYPOINT
682476,202.785,2.9337,30,WAYPOINT
682529,465.226,461.087,30,WAYPOINT
682565,479.013,102.118,30,WAYPOINT
682590,223.417,97.9447,30,WAYPOINT
682599,179.751,173.981,30,WAYPOINT
682634,-100,250,0,BASE
682703,250,250,30,ENTER
682723,178.494,433.947,30,WAYPOINT
682744,386.541,393.278,30,WAYPOINT
682748,349.957,387.9,30,WAYPOINT
682761,263.981,484.381,30,WAYPOINT
682798,227.539,107.452,30,WAYPOINT
682838,153.74,497.947,30,WAYPOINT
682865,290.48,268.919,30,WAYPOINT
682896,0.45538,371.788,30,WAYPOINT
682905,24.1439,279.56,30,WAYPOINT
682931,281.995,233.329,30,WAYPOINT
682939,201.166,235.781,30,WAYPOINT
682963,10.4329,370.048,30,WAYPOINT
682981,189.827,390.761,30,WAYPOINT
683000,90.7411,222.604,30,WAYPOINT
683012,116.88,335.722,30,WAYPOINT
683038,376.851,282.197,30,WAYPOINT
683055,414.374,119.911,30,WAYPOINT
683084,185.795,290.664,30,WAYPOINT
683096,110.226,393.868,30,WAYPOINT
683129,93.8858,71.3688,30,WAYPOINT
683159,247.049,333.048,30,WAYPOINT
683185,265.27,76.3232,30,WAYPOINT
683188,266.432,41.453,30,WAYPOINT
683223,365.546,375.134,30,WAYPOINT
683260,264.013,17.2012,30,WAYPOINT
683298,345.233,385.732,30,WAYPOINT
683325,73.5593,353.741,30,WAYPOINT
683340,25.972,491.805,30,WAYPOINT
683375,-100,250,0,BASE
683477,250,250,30,ENTER
683500,23.4683,215.354,30,WAYPOINT
683522,236.108,282.323,30,WAYPOINT
683543,30.1185,282.064,30,WAYPOINT
683565,248.881,317.18,30,WAYPOINT
683579,270.245,454.947,30,WAYPOINT
683619,392.451,77.9357,30,WAYPOINT
683619,482.42,5.8346,0,CH_87
683715,20.5823,481.924,30,WAYPOINT
683766,372.943,117.909,30,WAYPOINT
683805,102.736,409.638,30,WAYPOINT
683813,174.942,427.723,30,WAYPOINT
683830,46.8752,313.07,30,WAYPOINT
683867,273.135,20.6716,30,WAYPOINT
683908,221.903,429.555,30,WAYPOINT
683928,416.63,453.623,30,WAYPOINT
683973,400.374,7.00906,30,WAYPOINT
684014,24.9903,171.079,30,WAYPOINT
684053,258.574,488.715,30,WAYPOINT
684068,405.273,479.308,30,WAYPOINT
684079,333.27,394.132,30,WAYPOINT
684092,467.723,415.444,30,WAYPOINT
684128,124.711,498.373,30,WAYPOINT
684155,201.231,235.574,30,WAYPOINT
684190,-100,250,0,BASE
684251,250,250,30,ENTER
684269,340.691,407.785,30,WAYPOINT
684285,305.845,252.799,30,WAYPOINT
684300,281.072,394.923,30,WAYPOINT
684321,269.407,184.077,30,WAYPOINT
684337,371.98,59.5658,30,WAYPOINT
684337,482.42,5.8346,0,CH_87
684409,54.8182,55.4396,30,WAYPOINT
684447,433.041,118.038,30,WAYPOINT
684453,493.44,117.863,30,WAYPOINT
684475,439.255,332.706,30,WAYPOINT
684498,352.295,121.878,30,WAYPOINT
684533,96.5542,352.029,30,WAYPOINT
684560,357.522,265.195,30,WAYPOINT
684588,107.956,140.038,30,WAYPOINT
684593,74.2782,173.114,30,WAYPOINT
684610,113.866,345.746,30,WAYPOINT
684643,344.306,115.323,30,WAYPOINT
684660,376.659,283.127,30,WAYPOINT
684672,420.446,169.549,30,WAYPOINT
684722,2.45926,448.067,30,WAYPOINT
684750,279.467,426.27,30,WAYPOINT
684773,373.473,216.699,30,WAYPOINT
684793,326.825,410.468,30,WAYPOINT
684818,80.1631,360.132,30,WAYPOINT
684832,208.389,417.272,30,WAYPOINT
684858,69.6395,207.222,30,WAYPOINT
684895,411.833,356.343,30,WAYPOINT
684913,278.862,483.05,30,WAYPOINT
684940,446.269,270.625,30,WAYPOINT
684975,-100,250,0,BASE
685025,250,250,30,ENTER
685042,98.2474,331.808,30,WAYPOINT
685085,481.342,150.858,30,WAYPOINT
685085,482.42,5.8346,0,CH_87
685140,369.995,295.775,30,WAYPOINT
685149,304.648,234.75,30,WAYPOINT
685175,75.801,115.512,30,WAYPOINT
685220,369.248,449.839,30,WAYPOINT
685262,264.058,39.6727,30,WAYPOINT
685285,146.296,242.999,30,WAYPOINT
685310,147.431,491.667,30,WAYPOINT
685318,79.6323,454.975,30,WAYPOINT
685325,12.9615,420.769,30,WAYPOINT
685343,63.5111,256.119,30,WAYPOINT
685375,286.301,489.433,30,WAYPOINT
685396,222.989,291.318,30,WAYPOINT
685409,193.919,418.916,30,WAYPOINT
685428,194.611,225.333,30,WAYPOINT
685444,33.2605,235.21,30,WAYPOINT
685463,215.745,196.285,30,WAYPOINT
685494,383.826,457.076,30,WAYPOINT
685522,111.21,417.527,30,WAYPOINT
685567,470.665,145.392,30,WAYPOINT
685590,300.935,310.478,30,WAYPOINT
685609,410.542,466.534,30,WAYPOINT
685640,118.012,381.322,30,WAYPOINT
685674,288.307,90.4286,30,WAYPOINT
685699,40.4079,165.711,30,WAYPOINT
685714,85.8226,298.612,30,WAYPOINT
685749,-100,250,0,BASE
685799,250,250,30,ENTER
685805,264.323,307.732,30,WAYPOINT
685831,153.506,73.5698,30,WAYPOINT
685848,296.044,163.589,30,WAYPOINT
685866,108.966,155.543,30,WAYPOINT
685872,54.9891,151.029,30,WAYPOINT
685906,290.755,391.543,30,WAYPOINT
685931,225.802,142.499,30,WAYPOINT
685966,448.537,405.78,30,WAYPOINT
685995,197.118,262.855,30,WAYPOINT
686018,407.528,161.157,30,WAYPOINT
686018,482.42,5.8346,0,CH_87
686088,138.97,428.568,30,WAYPOINT
686106,124.325,256.952,30,WAYPOINT
686131,246.299,31.5943,30,WAYPOINT
686176,243.315,478.79,30,WAYPOINT
686199,405.449,321.929,30,WAYPOINT
686215,466.349,478.242,30,WAYPOINT
686258,77.0504,295.353,30,WAYPOINT
686278,95.8147,103.731,30,WAYPOINT
686292,214.535,176.999,30,WAYPOINT
686307,77.564,95.3575,30,WAYPOINT
686340,85.1255,423.399,30,WAYPOINT
686365,303.677,308.421,30,WAYPOINT
686382,297.236,475.303,30,WAYPOINT
686405,445.834,301.683,30,WAYPOINT
686433,269.248,80.4818,30,WAYPOINT
686451,89.3479,47.834,30,WAYPOINT
686476,210.334,263.305,30,WAYPOINT
686511,-100,250,0,BASE
686573,250,250,30,ENTER
686601,74.3598,466.928,30,WAYPOINT
686635,393.301,334.462,30,WAYPOINT
686652,225.295,315.469,30,WAYPOINT
686677,25.1701,172.67,30,WAYPOINT
686725,491.02,270.504,30,WAYPOINT
686761,156.014,129.36,30,WAYPOINT
686772,162.571,20.3803,30,WAYPOINT
686807,94.8521,361.292,30,WAYPOINT
686840,275.452,75.4571,30,WAYPOINT
686868,414.776,310.62,30,WAYPOINT
686891,189.179,351.181,30,WAYPOINT
686923,440.252,145.39,30,WAYPOINT
686954,139.904,84.5385,30,WAYPOINT
686986,110.048,409.438,30,WAYPOINT
687026,166.975,15.8542,30,WAYPOINT
687055,68.4599,289.643,30,WAYPOINT
687083,290.29,463.912,30,WAYPOINT
687115,104.276,208.296,30,WAYPOINT
687135,288.634,123.221,30,WAYPOINT
687140,276.923,165.046,30,WAYPOINT
687176,1.26525,398.845,30,WAYPOINT
687196,7.54836,195.052,30,WAYPOINT
687238,400.405,48.4295,30,WAYPOINT
687273,-100,250,0,BASE
687347,250,250,30,ENTER
687376,450.787,460.015,30,WAYPOINT
687420,11.4066,476.802,30,WAYPOINT
687466,214.654,66.0711,30,WAYPOINT
687486,349.374,214.915,30,WAYPOINT
687493,278.521,203.62,30,WAYPOINT
687506,181.399,112.784,30,WAYPOINT
687512,123.962,106.389,30,WAYPOINT
687530,86.8524,278.831,30,WAYPOINT
687557,98.5788,6.40256,30,WAYPOINT
687583,150.318,264.675,30,WAYPOINT
687610,395.73,375.31,30,WAYPOINT
687632,447.668,166.041,30,WAYPOINT
687632,482.42,5.8346,0,CH_87
687703,16.9709,243.209,30,WAYPOINT
687709,78.228,237.801,30,WAYPOINT
687743,364.354,412.329,30,WAYPOINT
687763,473.823,242.491,30,WAYPOINT
687777,339.163,222.31,30,WAYPOINT
687803,189.475,442.829,30,WAYPOINT
687828,433.818,484.017,30,WAYPOINT
687855,372.144,222.218,30,WAYPOINT
687872,249.482,336.69,30,WAYPOINT
687889,253.929,162.74,30,WAYPOINT
687898,184.081,108.121,30,WAYPOINT
687921,377.84,221.323,30,WAYPOINT
687958,36.8024,63.2837,30,WAYPOINT
688009,422.591,388.471,30,WAYPOINT
688025,421.831,226.995,30,WAYPOINT
688060,-100,250,0,BASE
688121,250,250,30,ENTER
688124,274.995,250.549,30,WAYPOINT
688153,116.594,494.932,30,WAYPOINT
688175,338.668,490.309,30,WAYPOINT
688210,257.684,150.052,30,WAYPOINT
688232,475.89,200.243,30,WAYPOINT
688279,12.8382,198.765,30,WAYPOINT
688315,337.314,372.677,30,WAYPOINT
688327,248.701,293.997,30,WAYPOINT
688357,424.661,58.2231,30,WAYPOINT
688357,482.42,5.8346,0,CH_87
688405,376.994,84.7237,30,WAYPOINT
688441,227.699,412.152,30,WAYPOINT
688452,245.822,300.415,30,WAYPOINT
688481,366.034,38.4686,30,WAYPOINT
688514,274.503,362.054,30,WAYPOINT
688556,492.704,10.7418,30,WAYPOINT
688603,33.0281,112.845,30,WAYPOINT
688650,432.437,355.118,30,WAYPOINT
688685,96.6384,239.063,30,WAYPOINT
688705,133.238,433.838,30,WAYPOINT
688723,197.369,268.243,30,WAYPOINT
688750,467.897,301.514,30,WAYPOINT
688764,358.276,206.016,30,WAYPOINT
688782,196.171,273.447,30,WAYPOINT
688798,303.697,154.538,30,WAYPOINT
688833,-100,250,0,BASE
688895,250,250,30,ENTER
688914,102.23,123.245,30,WAYPOINT
688923,170.981,165.941,30,WAYPOINT
688953,477.59,170.007,30,WAYPOINT
688982,497.294,454.704,30,WAYPOINT
689031,76.7475,203.41,30,WAYPOINT
689078,495.398,423.02,30,WAYPOINT
689117,110.154,446.831,30,WAYPOINT
689153,277.135,119.873,30,WAYPOINT
689180,113.866,335.094,30,WAYPOINT
689212,430.724,363.165,30,WAYPOINT
689261,4.55824,125.223,30,WAYPOINT
689298,261.008,398.121,30,WAYPOINT
689334,391.61,63.2451,30,WAYPOINT
689352,270.766,185.261,30,WAYPOINT
689354,261.053,161.012,30,WAYPOINT
689376,438.203,33.2352,30,WAYPOINT
689422,59.1671,295.222,30,WAYPOINT
689440,175.465,432.069,30,WAYPOINT
689481,130.797,29.7324,30,WAYPOINT
689504,293.452,205.142,30,WAYPOINT
689534,56.3147,29.3361,30,WAYPOINT
689559,242.237,196.632,30,WAYPOINT
689581,71.9088,60.1472,30,WAYPOINT
689616,-100,250,0,BASE
689669,250,250,30,ENTER
689699,475.942,447.492,30,WAYPOINT
689722,259.932,364.014,30,WAYPOINT
689741,261.324,179.771,30,WAYPOINT
689763,36.1183,162.798,30,WAYPOINT
689777,174.001,180.222,30,WAYPOINT
689802,229.899,419.157,30,WAYPOINT
689820,48.4923,449.142,30,WAYPOINT
689844,273.256,360.776,30,WAYPOINT
689860,349.494,218.62,30,WAYPOINT
689880,281.741,404.883,30,WAYPOINT
689918,108.374,71.6686,30,WAYPOINT
689927,67.4931,157.258,30,WAYPOINT
689965,417.041,10.9918,30,WAYPOINT
690003,134.033,258.128,30,WAYPOINT
690036,407.377,65.5295,30,WAYPOINT
690085,64.7718,408.109,30,WAYPOINT
690102,189.023,279.589,30,WAYPOINT
690129,174.243,13.1587,30,WAYPOINT
690147,0.659177,53.2038,30,WAYPOINT
690183,151.453,383.685,30,WAYPOINT
690220,455.086,174.793,30,WAYPOINT
690245,210.709,224.411,30,WAYPOINT
690268,82.2883,417.939,30,WAYPOINT
690308,474.394,381.384,30,WAYPOINT
690343,-100,250,0,BASE
690443,250,250,30,ENTER
690458,180.291,119.205,30,WAYPOINT
690486,3.57272,341.641,30,WAYPOINT
690526,350.987,155.502,30,WAYPOINT
690533,366.267,88.5031,30,WAYPOINT
690533,482.42,5.8346,0,CH_87
690587,286.819,217.919,30,WAYPOINT
690615,9.79878,275.881,30,WAYPOINT
690658,440.303,257.692,30,WAYPOINT
690688,287.888,1.57535,30,WAYPOINT
690732,270.643,440.055,30,WAYPOINT
690740,351.287,460.589,30,WAYPOINT
690762,349.306,242.497,30,WAYPOINT
690781,338.783,54.9554,30,WAYPOINT
690826,443.392,498.131,30,WAYPOINT
690868,450.564,75.0309,30,WAYPOINT
690913,57.782,283.848,30,WAYPOINT
690947,396.213,231.921,30,WAYPOINT
690981,125.006,30.3346,30,WAYPOINT
691030,448.259,402.273,30,WAYPOINT
691058,199.407,267.287,30,WAYPOINT
691088,370.9,32.3602,30,WAYPOINT
691123,-100,250,0,BASE
691217,250,250,30,ENTER
691227,289.285,342.424,30,WAYPOINT
691258,476.673,100.396,30,WAYPOINT
691270,446.58,223.82,30,WAYPOINT
691302,144.819,307.069,30,WAYPOINT
691311,120.879,217.939,30,WAYPOINT
691343,426.713,119.26,30,WAYPOINT
691367,354.826,346.615,30,WAYPOINT
691392,218.467,129.798,30,WAYPOINT
691414,431.212,132.772,30,WAYPOINT
691452,132.738,366.892,30,WAYPOINT
691472,326.626,415.552,30,WAYPOINT
691505,253.453,91.0577,30,WAYPOINT
691528,429.078,243.621,30,WAYPOINT
691543,309.606,337.172,30,WAYPOINT
691558,361.271,474.446,30,WAYPOINT
691573,305.617,338.09,30,WAYPOINT
691613,11.1455,65.6962,30,WAYPOINT
691643,285.278,195.337,30,WAYPOINT
691672,106.486,419.856,30,WAYPOINT
691700,253.977,185.985,30,WAYPOINT
691714,357.179,85.7819,30,WAYPOINT
691742,446.996,355.303,30,WAYPOINT
691790,120.397,7.67322,30,WAYPOINT
691804,157.765,140.846,30,WAYPOINT
691833,441.871,98.1042,30,WAYPOINT
691849,288.242,32.4074,30,WAYPOINT
691882,418.982,334.812,30,WAYPOINT
691906,249.162,174.673,30,WAYPOINT
691941,-100,250,0,BASE
691991,250,250,30,ENTER
692011,74.112,152.094,30,WAYPOINT
692041,358.592,248.851,30,WAYPOINT
692047,327.096,294.106,30,WAYPOINT
692068,117.151,286.949,30,WAYPOINT
692084,3.45869,174.724,30,WAYPOINT
692121,237.649,460.147,30,WAYPOINT
692141,32.3393,435.519,30,WAYPOINT
692169,305.051,456.623,30,WAYPOINT
692213,168.78,29.3737,30,WAYPOINT
692251,490.694,221.599,30,WAYPOINT
692266,471.634,371.418,30,WAYPOINT
692291,229.222,296.184,30,WAYPOINT
692321,478.011,446.202,30,WAYPOINT
692323,467.082,419.442,30,WAYPOINT
692368,24.2268,422.881,30,WAYPOINT
692401,350.652,457.547,30,WAYPOINT
692423,144.477,367.876,30,WAYPOINT
692464,348.288,7.56447,30,WAYPOINT
692490,440.208,246.554,30,WAYPOINT
692494,470.706,275.545,30,WAYPOINT
692537,53.5699,354.107,30,WAYPOINT
692556,246.595,325.523,30,WAYPOINT
692586,494.614,483.233,30,WAYPOINT
692616,275.514,278.579,30,WAYPOINT
692632,407.751,378.16,30,WAYPOINT
692671,40.1251,497.203,30,WAYPOINT
692706,-100,250,0,BASE
692765,250,250,30,ENTER
692781,118.86,333.261,30,WAYPOINT
692783,117.631,362.093,30,WAYPOINT
692797,104.747,498.74,30,WAYPOINT
692816,216.369,350.205,30,WAYPOINT
692846,335.452,76.3023,30,WAYPOINT
692846,482.42,5.8346,0,CH_87
692893,208.704,22.6572,30,WAYPOINT
692931,486.45,291.85,30,WAYPOINT
692981,37.6695,88.7191,30,WAYPOINT
693001,61.3935,291.27,30,WAYPOINT
693037,267.778,1.12404,30,WAYPOINT
693070,209.562,334.383,30,WAYPOINT
693098,111.12,72.8488,30,WAYPOINT
693117,204.181,237.26,30,WAYPOINT
693143,456.73,266.83,30,WAYPOINT
693173,190.719,120.78,30,WAYPOINT
693178,213.17,78.6397,30,WAYPOINT
693213,499.5,280.216,30,WAYPOINT
693254,187.236,5.18307,30,WAYPOINT
693284,234.722,298.086,30,WAYPOINT
693302,242.731,480.387,30,WAYPOINT
693339,209.768,115.844,30,WAYPOINT
693352,76.9848,143.306,30,WAYPOINT
693379,274.109,316.847,30,WAYPOINT
693405,10.8993,272.912,30,WAYPOINT
693432,259.26,182.267,30,WAYPOINT
693467,-100,250,0,BASE
693539,250,250,30,ENTER
693560,151.906,432.787,30,WAYPOINT
693589,425.863,316.982,30,WAYPOINT
693600,317.477,307.74,30,WAYPOINT
693617,488.136,300.996,30,WAYPOINT
693665,114.787,14.0706,30,WAYPOINT
693673,32.2339,34.3254,30,WAYPOINT
693703,329.948,25.5688,30,WAYPOINT
693703,482.42,5.8346,0,CH_87
693769,184.331,327.999,30,WAYPOINT
693807,486.92,99.15,30,WAYPOINT
693852,233.624,469.588,30,WAYPOINT
693875,461.774,455.981,30,WAYPOINT
693897,237.887,432.281,30,WAYPOINT
693918,445.312,435.385,30,WAYPOINT
693963,80.6072,164.208,30,WAYPOINT
693991,347.013,222.158,30,WAYPOINT
694016,299.265,471.837,30,WAYPOINT
694054,137.394,132.954,30,WAYPOINT
694080,403.53,119.728,30,WAYPOINT
694117,207.098,429.481,30,WAYPOINT
694136,70.3818,296.165,30,WAYPOINT
694161,266.735,142.362,30,WAYPOINT
694168,329.381,183.578,30,WAYPOINT
694188,396.854,1.3314,30,WAYPOINT
694205,483.147,150.365,30,WAYPOINT
694240,-100,250,0,BASE
694313,250,250,30,ENTER
694318,299.917,261.134,30,WAYPOINT
694343,192.633,32.0766,30,WAYPOINT
694361,42.5236,116.058,30,WAYPOINT
694371,149.202,123.067,30,WAYPOINT
694399,41.8186,378.305,30,WAYPOINT
694425,296.565,351.969,30,WAYPOINT
694449,480.113,194.458,30,WAYPOINT
694471,278.092,290.594,30,WAYPOINT
694480,362.54,321.333,30,WAYPOINT
694521,4.50062,119.861,30,WAYPOINT
694550,265.47,248.039,30,WAYPOINT
694566,410.711,309.284,30,WAYPOINT
694590,199.563,419.37,30,WAYPOINT
694603,304.545,346.43,30,WAYPOINT
694613,301.053,449.171,30,WAYPOINT
694632,187.913,300.22,30,WAYPOINT
694650,111.366,129.158,30,WAYPOINT
694676,366.373,170.007,30,WAYPOINT
694721,17.9762,452.07,30,WAYPOINT
694762,110.287,54.9658,30,WAYPOINT
694765,86.4481,71.8289,30,WAYPOINT
694808,487.064,243.614,30,WAYPOINT
694861,7.03348,18.2994,30,WAYPOINT
694923,400.024,493.345,30,WAYPOINT
694953,375.611,196.249,30,WAYPOINT
694974,265.089,16.1898,30,WAYPOINT
695009,-100,250,0,BASE
695087,250,250,30,ENTER
695090,244.271,218.519,30,WAYPOINT
695115,494.503,245.489,30,WAYPOINT
695145,314.799,7.06376,30,WAYPOINT
695162,291.086,169.989,30,WAYPOINT
695178,192.322,40.3623,30,WAYPOINT
695208,493.859,57.5749,30,WAYPOINT
695227,343.347,164.2,30,WAYPOINT
695239,220.242,143.903,30,WAYPOINT
695263,384.78,314.768,30,WAYPOINT
695293,209.626,72.3188,30,WAYPOINT
695329,386.278,389.101,30,WAYPOINT
695370,225.342,11.2703,30,WAYPOINT
695417,4.50335,428.795,30,WAYPOINT
695460,432.208,418.413,30,WAYPOINT
695482,244.309,298.469,30,WAYPOINT
695495,152.707,217.344,30,WAYPOINT
695514,345.936,195.275,30,WAYPOINT
695535,468.581,366.491,30,WAYPOINT
695576,233.321,32.008,30,WAYPOINT
695587,198.921,133.42,30,WAYPOINT
695602,73.741,224.903,30,WAYPOINT
695624,144.226,429.557,30,WAYPOINT
695632,77.0758,479.353,30,WAYPOINT
695687,398.263,35.2169,30,WAYPOINT
695729,342.381,452.327,30,WAYPOINT
695731,325.071,465.823,30,WAYPOINT
695754,193.39,276.517,30,WAYPOINT
695778,107.422,495.831,30,WAYPOINT
695813,-100,250,0,BASE
695861,250,250,30,ENTER
695879,67.2897,271.701,30,WAYPOINT
695914,408.376,208.085,30,WAYPOINT
695953,23.899,263.819,30,WAYPOINT
695977,116.039,486.494,30,WAYPOINT
696026,419.748,103.456,30,WAYPOINT
696061,492.321,444.448,30,WAYPOINT
696097,125.841,453.1,30,WAYPOINT
696133,483.114,425.96,30,WAYPOINT
696166,498.838,97.0661,30,WAYPOINT
696216,29.9864,269.37,30,WAYPOINT
696228,65.4476,384.977,30,WAYPOINT
696258,357.529,346.939,30,WAYPOINT
696281,139.694,276.585,30,WAYPOINT
696289,176.292,202.552,30,WAYPOINT
696295,135.912,160.265,30,WAYPOINT
696327,278.544,452.088,30,WAYPOINT
696333,224.489,459.361,30,WAYPOINT
696353,23.8209,403.634,30,WAYPOINT
696384,27.6702,95.7288,30,WAYPOINT
696393,108.702,112.617,30,WAYPOINT
696410,277.033,136.689,30,WAYPOINT
696434,32.4124,150.894,30,WAYPOINT
696462,283.32,34.2028,30,WAYPOINT
696484,456.871,178.04,30,WAYPOINT
696526,37.0755,142.86,30,WAYPOINT
696561,-100,250,0,BASE
696635,250,250,30,ENTER
696648,169.507,144.483,30,WAYPOINT
696676,241.467,410.288,30,WAYPOINT
696714,433.316,85.3369,30,WAYPOINT
696729,293.376,26.8284,30,WAYPOINT
696756,29.2134,85.6711,30,WAYPOINT
696770,154.46,150.363,30,WAYPOINT
696777,220.754,120.376,30,WAYPOINT
696788,252.475,227.672,30,WAYPOINT
696801,229.118,103.403,30,WAYPOINT
696836,220.767,449.206,30,WAYPOINT
696854,276.998,272.056,30,WAYPOINT
696885,489.526,49.4113,30,WAYPOINT
696918,158.365,31.957,30,WAYPOINT
696962,441.767,363.608,30,WAYPOINT
696986,204.539,293.225,30,WAYPOINT
697004,366.231,238.378,30,WAYPOINT
697027,201.494,398.563,30,WAYPOINT
697060,326.023,82.4281,30,WAYPOINT
697097,255.629,444.413,30,WAYPOINT
697121,29.3539,374.467,30,WAYPOINT
697166,417.915,144.332,30,WAYPOINT
697178,394.764,264.133,30,WAYPOINT
697186,332.838,310.34,30,WAYPOINT
697210,124.447,428.009,30,WAYPOINT
697233,275.472,249.349,30,WAYPOINT
697243,333.712,327.812,30,WAYPOINT
697265,147.699,440.226,30,WAYPOINT
697277,262.548,412.665,30,WAYPOINT
697292,365.562,296.955,30,WAYPOINT
697327,-100,250,0,BASE
697409,250,250,30,ENTER
697431,45.5342,326.439,30,WAYPOINT
697448,199.369,401.098,30,WAYPOINT
697459,84.4309,412.777,30,WAYPOINT
697490,254.674,157.077,30,WAYPOINT
697508,86.9188,111.942,30,WAYPOINT
697525,152.22,272.427,30,WAYPOINT
697540,240.1,396.619,30,WAYPOINT
697559,379.502,273.892,30,WAYPOINT
697565,369.057,212.203,30,WAYPOINT
697605,51.883,458.802,30,WAYPOINT
697641,118.11,105.486,30,WAYPOINT
697656,219.497,0.0301143,30,WAYPOINT
697668,191.97,123.226,30,WAYPOINT
697696,448.271,216.399,30,WAYPOINT
697737,64.6963,53.6214,30,WAYPOINT
